 	свой_DET	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
100_22_ж_0_повествование	-0.017103009	-0.039444134	0.011837121	-0.4026297	-0.0123155415	-0.13558821	0.0076386034	0.20331529	0.20464739	0.12770753	0.09731434	-0.004264906	-0.0075930916	-0.033028953	-0.13399889	-0.08219042	0.05328428	0.010233821	0.18139872	-0.1271196	-0.080998056	0.069011584	-0.09322062	-0.018559597	-0.07555008	0.015903592	-0.10589117	0.039046213	-0.14778218	-0.048504826	0.055226214	-0.044417247	0.20610932	0.15256812	-0.032060307	0.1540717	0.15804206	0.13335949	0.09703877	0.06303396	-0.076099046	-0.048276454	-0.186577	0.2626565	-0.0044921264	0.03583789	0.12414056	-0.05761493	0.0023721089	-0.0042511728	0.07079756	0.21231513	0.26569632	-0.056225806	-0.003141879	-0.10204904	0.044479247	-0.027777553	-0.0108359605	-0.0055531375	-0.061997138	-0.033203296	0.21078032	0.012559168	-0.01589714	-0.123261675	0.037106145	0.10947108	-0.1699773	-0.04620302	-0.08044935	-0.08607593	0.06753023	0.07313903	0.1666067	-0.029642833	0.0006876271	0.029025659	0.17933998	0.1625703	-0.023764707	-0.057702497	-0.075458884	-0.26578	-0.2042852	0.11408588	0.025463011	0.09618491	-0.07307624	0.09327535	0.041728344	0.014903609	0.16822061	-0.058259368	0.22861159	0.1946336	0.023162406	-0.07458929	0.09228545	0.023070503	-0.073562786	0.2572108	-0.0038768724	0.030048328	0.15101948	0.21477056	0.021243092	-0.09731275	-0.006123802	0.17828403	0.06430386	-0.11301167	-0.035625696	-0.010272876	0.22100997	0.048828974	0.0047635287	0.08436245	0.021902783	-0.1164299	0.10328527	0.15766115	-0.10082771	-0.027383145	-0.12423852	-0.06310079	0.19406165	0.18553868	0.15182784	0.012322009	-0.011330806	-0.23931186	0.16577321	-0.06859651	-0.07372659	-0.14315003	-0.06910186	0.068570286	-0.08260462	0.08825297	-0.09372988	-0.072621725	-0.011075089	-0.2170816	0.34894627	-0.04769212	-0.18127263	-0.06994821	0.05819119	-0.10172279	-0.018480966	0.031729452	-0.159981	0.094816744	0.24430391	-0.05352875	0.1617275	-0.055618785	0.18043752	0.1125425	-0.073247865	0.1991055	0.332946	0.10234934	-0.06856498	0.1324622	-0.09976865	-0.17274657	0.15839052	-0.17044528	-0.059399597	-0.19554627	0.252088	0.071801245	-0.015183128	-0.032191277	-0.014786515	0.29280797	-0.0932764	-0.055469833	-0.22239283	-0.036006812	-0.00456406	0.0021086764	-0.04518462	0.07176213	0.3158766	0.11821163	0.11421364	0.036752388	0.075898565	-0.04177473	-0.21768728	0.0068959966	-0.044519063	0.43827707	-0.011557427	-0.114799395	-0.09356029	-0.19021128	-0.05860083	0.008732133	-0.015110869	0.1667215	-0.005759111	0.22370026	-0.068021104	-0.19813964	-0.27954015	-0.028475994	0.33210218	0.10325508	0.021907292	0.12273668	0.29079604	0.07777938	-0.10620257	0.047636926	-0.20381045	-0.06022854	0.0140167335	0.08459546	-0.2401574	0.025493946	-0.043077923	0.051358692	-0.09492767	0.16022442	0.065281354	0.0654977	0.18424848	-0.003335502	0.17029503	0.014652379	0.17038222	0.10471544	0.043624002	0.105686046	-0.23324943	-0.052255265	0.19858411	-0.153393	-0.1442616	0.09475067	-0.016569678	-0.20475681	-0.23703346	-0.04897865	-0.025708102	-0.041893207	0.0642915	0.074321315	0.14844881	-0.21033251	0.03582502	-0.24166806	0.039377753	-0.23253128	0.1838468	0.21350941	0.012410371	-0.035927787	0.1638019	0.024405874	-0.24884608	-0.18658948	0.1028332	-0.14992175	-0.20435585	0.0039748065	-0.24235107	-0.07872413	0.12492119	-0.06096598	0.015125317	-0.053362735	-0.032133237	0.048839726	0.17886478	-0.03800013	0.10496097	0.16240911	0.10287507	-0.046259854	0.16955158	-0.07998691	-0.006561896	0.08345544	0.0023351153	0.002533961	0.021554278	-0.045439173	-0.010562543	0.31506166	-0.04987596	0.04660573	-0.13353297	0.064609334	0.1670433	0.028349128	
102_22_ж_0_повествование	-0.00040374763	-0.0913442	0.33213213	-0.29063684	0.5061374	0.112450495	-0.12181749	-0.171674	-0.37228057	-0.2409288	-0.16416658	0.106473476	0.19133188	0.019346222	0.29666474	0.067335814	0.16417877	-0.14714465	0.17798764	0.09049486	-0.2572425	-0.16890971	-0.20772429	-0.00023697354	-0.4603386	0.15387371	-0.06771069	-0.19359945	-0.15517402	0.08504696	0.23652847	0.19657393	-0.05135903	0.07647476	-0.17911904	0.14276469	-0.38313103	0.11162101	-0.23475225	-0.011167666	0.12812649	-0.26824868	-0.11307589	-0.0019552887	0.0027046953	0.3206406	-0.03290295	-0.15917678	-0.16313659	0.045714132	-0.25796533	-0.0047715055	-0.31039155	0.04036502	0.10967328	0.14787273	-0.19509046	0.27775124	-0.13279928	-0.042059265	-0.14748804	-0.09101193	-0.10948499	-0.22939406	0.182057	-0.37710395	0.19282885	-0.018144432	0.14834407	-0.014948782	0.11563316	-0.077021696	-0.20640725	0.26067477	-0.20775717	-0.1407294	-0.10345033	-0.2108933	0.17293498	-0.19605562	-0.037810307	0.06636803	-0.007040502	-0.067418374	-0.52739793	-0.26739156	-0.011432773	0.28815845	-0.12117179	-0.06921977	0.17901108	-0.28520924	0.32420522	-0.13182636	0.24886286	-0.13597381	0.0903593	-0.07861582	-0.18084598	0.10136537	-0.27178878	0.19001321	0.42456067	-0.08038339	-0.06400504	0.2589107	0.068774454	-0.16687965	-0.53488016	-0.048358653	-0.19152269	0.34638175	0.20719522	-0.28719613	0.17627104	-0.138965	0.104350425	-0.028807333	-0.035818003	0.30040717	0.17649524	0.07521744	0.20931712	0.016816635	0.14168823	0.12925522	-0.11366202	-0.3191482	0.40508083	0.024533812	-0.04700459	-0.34639448	0.16112159	0.11126849	0.0020052702	0.01454077	-0.026042828	0.009757079	0.23416528	-0.21711618	-0.16793598	0.104468726	-0.22243762	-0.1934959	0.042103507	-0.23175193	0.29153198	-0.0841455	-0.113689385	0.018922677	0.47833905	-0.19652998	-0.25981334	-0.0415918	0.6158937	-0.24640165	-0.21683729	-0.2509795	-0.063613065	0.14465408	0.0716531	-0.2960648	-0.04002865	0.10582013	0.20006913	-0.0020633168	-0.08074415	0.13031805	-0.0043939864	-0.11673823	-0.22256044	-0.06769422	0.26085475	-0.072804436	0.097306505	0.10618517	-0.35679686	0.0011842974	-0.017648721	-0.10653843	-0.055309758	-0.0102576995	-0.13018772	0.16609114	0.27347088	0.56799376	-0.03916969	-0.1331812	0.032829996	0.017555682	-0.3404892	0.23534521	-0.26232976	-0.16477172	0.048268992	-0.08652267	0.27598274	0.07829711	0.1376394	-0.18637414	-0.120058686	-0.012309356	0.24198869	-0.10872906	-0.078410864	-0.07528647	0.00062803173	-0.14229271	0.25899845	-0.037760057	0.29179075	0.14820775	-0.08137542	0.09141887	-0.30694333	0.060127355	0.08863587	-0.37034437	0.18794084	-0.032508362	-0.2518818	0.3663045	-0.36983883	0.15913825	-0.12863968	-0.040350925	-0.2667199	-0.07738332	-0.19352421	-0.35316476	-0.41303378	0.058913313	0.087456025	-0.23627593	0.09152191	-0.22676754	0.42447487	0.11874976	-0.14894833	-0.09914183	-0.19154385	-0.061804526	0.090727046	0.09677075	-0.13513665	0.2673164	0.30859128	-0.0114281885	0.20041353	0.25466865	0.14814459	-0.38150918	0.20410553	-0.27246514	-0.12394776	-0.083977826	-0.14756332	-0.19922715	-0.22276989	-0.23156096	0.1361921	0.3337029	0.01568196	-0.023077186	0.04754194	0.27065876	-0.00048069807	0.18295613	-0.30830565	-0.002992309	-0.2986428	0.15359797	-0.57123154	-0.4238662	0.36915466	0.19618641	-0.08661964	-0.30969232	0.07441842	0.25217488	-0.58810836	-0.19140957	0.34131387	0.38604116	-0.071561255	0.2302463	-0.18535383	0.2109294	-0.0026349744	-0.22546656	0.21847099	-0.09160706	0.16423704	-0.010858972	0.18950655	-0.3638371	-0.37821245	0.44708127	-0.21259585	-0.096746095	
102_22_ж_0_повествование	-0.34519425	-0.16424653	0.19293293	-0.12892923	0.1282177	0.097429976	-0.15660824	0.014097559	-0.086683825	0.22827072	-0.042189043	0.023948794	0.08216717	-0.15338096	-0.044600092	0.07853273	0.12567127	-0.01186716	0.18004322	-0.006712459	0.13531034	-0.1171935	-0.09982317	0.1463848	-0.27059838	0.07818401	-0.038394105	-0.0016578287	-0.100627065	-0.016764063	0.107236244	0.2540973	0.030848023	0.020801183	-0.1452637	0.048742015	-0.14415894	0.091165945	-0.057198267	0.12555435	0.0146185905	-0.22811642	-0.10321536	0.07443459	-0.055852316	-0.00990765	0.28967312	-0.17354718	-0.18836021	-0.28961536	-0.15647678	0.16977838	-0.16458526	-0.09945657	-0.16146205	0.083720505	-0.17665508	0.27686214	0.015900064	-0.032540448	-0.08279058	-0.14897512	-0.026078314	-0.011515314	-0.17256792	-0.29396182	0.16926566	0.007916287	-0.022222424	-0.18162921	0.023449063	-0.005500163	0.0028380677	-0.058779247	0.16229896	-0.103923246	-0.0122454045	-0.15260592	0.23904803	-0.1007388	-0.051263202	0.009145236	-0.05479418	-0.017727239	-0.099960506	0.16987857	0.12812687	0.18428257	0.096039474	0.15407519	-0.004774971	0.081114925	0.18257168	0.12095692	0.11951096	-0.008700083	-0.22908965	0.06870499	0.11366838	-0.006464562	0.12723804	0.25350273	0.029978702	-0.07281466	0.042606395	0.016422283	-0.08437993	-0.25253254	-0.12497666	0.17900291	0.038812973	0.16110013	0.02946348	-0.122444965	0.22876386	0.05663436	-0.10703707	0.0020832426	-0.093622714	-0.05623732	0.19791588	0.23525985	0.14926377	-0.09521232	-0.042835858	0.07563929	-0.10127367	0.02886433	-0.029463079	0.043861367	0.022322858	0.015514907	0.09756948	-0.26862735	-0.004109281	0.05323072	-0.054944504	-0.043612443	0.012501773	0.01292407	-0.041587852	-0.013662724	-0.0536155	-0.2876531	0.050791435	-0.20570011	-0.07386987	0.10531752	-0.16800328	-0.03474402	0.035821605	0.04493512	-0.24028918	-0.018530697	0.28145888	-0.049054064	0.048751477	-0.10300311	0.101235546	0.05099318	-0.13753803	-0.08913066	0.124802686	0.0098585235	0.21088707	0.004973451	-0.12781598	-0.13080429	0.1567025	0.01352937	-0.23512498	-0.26903957	0.2188051	0.2478334	-0.0041363975	-0.25142476	-0.12481072	0.023605373	-0.06264057	-0.23125474	-0.1513976	0.0054015964	0.10379541	0.020165527	0.096319735	0.09191952	0.1389658	0.0635793	0.14154242	-0.007729122	-0.12381561	0.003891874	-0.19282684	-0.0053353533	0.058190744	-0.1409119	-0.011467072	0.04127659	0.119501986	-0.10753769	-0.024741622	-0.055871494	0.098038375	-0.0054742754	0.010884026	0.12171741	-0.10531672	-0.1469095	-0.102367476	-0.07838014	0.0296767	-0.23846999	-0.013464336	0.107378386	0.019240478	0.1738292	-0.13949314	-0.13948469	-0.14477143	-0.024646863	0.03162238	0.042713054	-0.2204274	-0.027989626	-0.021431303	0.069528185	0.08705235	-0.0061767874	-0.097292446	-0.010310111	0.049787223	-0.059643567	-0.08723644	-0.12265549	0.0038067282	-0.08069323	0.016951075	0.030116325	-0.14429376	0.009119986	0.034309264	-0.0040877163	0.06629138	-0.14026552	-0.079040006	0.18487631	-0.022224909	0.048013836	-0.109488904	0.01506443	0.20556259	0.20394167	0.2068718	-0.19999442	0.06491684	-0.10662123	-0.073297374	0.058589775	-0.06288687	-0.004417211	0.054183703	-0.07677429	-0.103955224	0.08830547	-0.08255103	0.044067092	0.1887279	0.108603336	-0.08539024	-0.19333208	-0.29763532	-0.026883129	-0.002851537	-0.073200025	0.25155222	-0.06432036	0.011406584	-0.17052487	0.21028607	0.050434284	0.11486282	-0.19072752	0.11092754	0.21992931	-0.08301276	0.080388084	0.062059026	0.26300487	-0.034009535	0.05600643	0.059872895	-0.14164853	0.043238454	-0.11518936	0.17821196	-0.113635145	-0.0111974655	0.05135516	0.17036672	-0.18059544	
102_22_ж_1_описание	-0.2864133	-0.15457498	0.06786113	-0.11260716	0.11685155	0.02308195	-0.087899595	0.015308453	0.0022074385	0.0132778995	-0.0013460352	0.03620531	0.09684283	-0.14309567	-0.008033193	-0.079301864	-0.002858667	-0.02583111	-0.0591006	-0.0641115	0.12744862	-0.09783651	0.07492578	-0.013973466	-0.20306922	0.0068379673	0.068474464	0.009845688	-0.16852221	-0.11904972	-0.015914716	0.045123238	-0.015747381	-0.060575947	-0.17177087	0.044797346	0.021265313	-0.0830936	0.12552856	-0.0024047378	0.041915454	0.022909883	-0.10450577	0.077273	-0.12882408	0.011073957	0.10503626	-0.106769666	-0.024101174	-0.29032183	-0.15612568	0.056313116	-0.09854252	0.028188666	-0.014498558	-0.00441283	-0.026569026	0.11000962	0.11513463	0.12733792	-0.078476876	-0.061097555	0.037570637	0.034759883	0.14878887	-0.25589484	-0.03277179	0.05739985	0.016260078	-0.14007142	0.024791535	-0.032591663	-0.14662176	0.04785678	0.029372964	-0.03089886	0.11031656	-0.006547615	0.068000816	0.12253014	0.047176708	-0.029318644	-0.044001985	-0.08478019	-0.031276077	0.09635881	-0.03932753	0.15106347	-0.106434606	-0.0063887704	0.059688278	0.25608808	0.20520899	0.01186121	0.24495228	0.05495914	-0.073429585	0.005496002	-0.0060931724	0.08165101	0.0032534793	0.2217331	-0.20354836	-0.007112811	0.011560574	0.15215106	-0.021002315	-0.17191909	-0.026868261	0.25268844	0.20310694	0.029028747	0.09782811	-0.06355427	0.044093713	0.06515116	0.0064795124	0.017293548	-0.07993612	-0.067750335	0.19106013	0.06593054	0.15113261	0.024119731	-0.106981926	0.0024893102	0.1849476	0.05734195	0.038411982	0.04836277	0.06635169	0.086866386	0.076654464	-0.046985816	0.020463556	-0.11277735	-0.21786726	-0.06663636	-0.03930812	0.06994995	0.00614484	-0.052672748	-0.068596356	-0.08262792	-0.085629664	0.0024426777	-0.0022260016	-0.06265072	-0.05121902	-0.12931326	0.010479697	0.07112592	-0.3076789	0.020763865	0.3539784	-0.013472438	0.028188117	0.019609686	0.16612896	0.022666229	-0.07644393	0.016168036	0.19757496	0.15292107	-0.1128812	-0.1489941	-0.059225373	-0.2064178	0.19221957	0.051263995	-0.101022676	-0.06448343	0.18769248	0.09850429	0.046453238	-0.03224556	-0.09797384	0.0034116562	-0.008011343	-0.1489781	-0.07152234	0.049398974	0.097547986	-0.00031162964	0.19660358	0.09399351	0.047522526	-0.0074310517	0.20417075	0.028451022	-0.067960724	-0.19046374	-0.16740502	0.08631045	-0.12680265	0.038264982	0.052246734	-0.1446162	-0.14425442	-0.15834853	-0.012153442	-0.09920338	0.14020269	-0.009880064	0.14107612	0.06133507	-0.032858416	-0.11921881	-0.2101057	0.041983403	0.04291551	-0.025748303	0.018032495	-0.03748316	-0.061833177	0.05883904	-0.036686853	-0.06307769	0.001577913	-0.09801518	-0.057140272	-0.054781355	-0.08892253	0.095713034	0.0504724	-0.06904079	0.032070108	0.14136907	0.11582944	-0.0065167984	0.1940688	-0.0119857155	0.16522558	0.08400343	0.17425542	-0.032834426	-0.02653056	0.013104535	-0.1176626	0.125457	0.017614998	0.09158116	-0.12554523	0.045869336	0.03579183	0.06133006	-0.09652198	-0.011808966	0.0695176	-0.11002829	-0.15122005	0.015392695	0.080915734	-0.23037145	-0.0157682	-0.13690534	0.051082056	0.07095398	0.005616185	0.15021677	-0.02792614	-0.19216329	0.014626988	-0.026275368	-0.060234793	-0.14614542	0.14554246	-0.0013629976	-0.10227155	-0.12376095	-0.118149824	-0.18841255	0.09499194	-0.0035061256	-0.034286276	-0.013820603	-0.19119748	-0.0786722	-0.054059234	-0.07824874	0.109571695	-0.06898782	0.024524774	0.09668235	0.0869475	-0.05219582	-0.025248349	0.18348816	-0.0134465	-0.24788393	0.02551247	-0.06747233	-0.07643519	-0.04721306	0.11177778	0.1675072	-0.07711997	-0.04849143	0.06998832	-0.17258023	
104_24_ж_0_повествование	-0.26964778	-0.12932411	-0.10965195	-0.16886154	0.054698687	-0.016125409	0.026692994	0.028938377	0.17731877	0.12384633	0.013541278	0.062225856	0.04657127	-0.17310274	-0.011662759	-0.058555447	-0.021509532	0.014034137	-0.12068469	-0.094315544	0.024321629	-0.09329806	0.10013519	-0.07870101	-0.21428378	-0.10655182	-0.036864605	-0.09221016	-0.23972288	-0.014255095	-0.11468522	0.05383089	-0.02489895	-0.098050386	0.028463796	0.32130063	0.047579497	-0.111283585	-0.0865029	-0.114742495	-0.037841223	-0.041638743	-0.23060969	0.100615084	-0.04104522	0.087414905	0.16026698	-0.17734274	-0.03386171	-0.22956009	0.12714821	0.1046094	0.15168619	-0.018465169	0.04314448	-0.021617064	-0.07219246	0.20047447	0.05260787	0.04585453	-0.01458589	-0.06850964	-0.045160133	-0.015824098	0.043102205	-0.18449746	0.0016814684	0.059228934	-0.059456974	0.05829733	-0.008648725	-0.15811524	-0.15784696	0.004371397	0.022430994	0.03888603	-0.002311565	-0.1237385	0.18655813	0.085829675	-0.1773629	0.056642644	-0.018361602	0.07491052	-0.088234045	0.06910987	-0.017709164	0.09432181	0.021634916	0.20486222	-0.067098424	-0.08584942	0.056163814	0.0064843334	-0.06362559	0.053741995	-0.12018736	-0.14920232	0.030400764	-0.12864698	0.10576843	0.14353108	-0.1071167	-0.01293492	0.02208025	0.080070555	-0.032920934	-0.11341316	0.045494135	-0.006159054	0.15596026	0.057300128	-0.050772555	0.033644944	0.16222161	0.077789925	-0.15344647	0.014360245	-0.23333088	0.06885288	0.113541946	0.057155233	0.012748178	-0.08778792	-0.12389842	0.037514586	0.0137339905	0.115892805	0.089578725	0.11346612	0.21135202	-0.049579505	0.1775862	-0.19564387	-0.010937877	0.0037691817	-0.048765726	-0.06353956	-0.16475093	-0.07014617	-0.18217136	-0.15145448	0.013963893	0.065129	-0.06993408	-0.17131406	-0.16409327	-0.14804429	-0.10811598	-0.15085348	-0.023875337	-0.037265863	-0.2565905	0.06856255	0.18709868	-0.19209048	0.114177726	0.04255173	-0.0071180332	-0.014962491	-0.042269975	0.121733814	0.11690833	0.04787392	-0.05283514	0.007524632	0.11700487	0.026326057	0.25100806	-0.012555685	-0.11403793	-0.159796	0.28062242	0.23478004	0.004400231	0.13012893	-0.10185888	0.04897783	-0.043646593	-0.17780283	-0.10116838	0.17820221	0.16120927	-0.033159286	-0.047203366	0.116678864	0.08813712	0.14649491	0.08363396	-0.025086667	0.045052953	-0.119408734	-0.053243354	0.13059746	-0.07474071	-0.10165097	0.023341464	-0.15017985	-0.038500287	0.044129696	-0.043932863	-0.149189	0.03979424	0.011912132	0.18718314	0.19124217	-0.04888884	-0.09611221	-0.15907776	-0.014742017	0.015584756	0.09948805	0.054847937	0.08653757	-0.014187141	0.13568088	0.055607166	-0.054511882	-0.05753986	0.0052075014	0.123786606	0.15276672	-0.12689799	-0.09959637	0.0184844	-0.004903972	0.031728607	0.08943759	0.028964883	0.0009177469	0.007348884	-0.064780734	-0.110927366	-0.11946088	-0.22811185	-0.02348382	0.155768	0.05384755	-0.10700631	0.009038262	0.09215904	-0.11718304	-0.06853992	-0.018418822	-0.09429852	-0.16621046	-0.06283589	0.055090345	-0.035098445	0.008130871	-0.064719	0.07872456	0.07792532	-0.0098047685	-0.080995865	-0.13584825	0.035625637	-0.20926693	-0.012993779	-0.04655554	0.08631822	-0.03233744	-0.023987675	0.1424278	-0.08953089	-0.23938662	0.16329274	-0.05779399	-0.15877403	-0.005628502	-0.099975675	-0.10018334	0.011322226	-0.078501835	0.30666938	0.00089360774	-0.05726194	-0.059396192	0.1808039	-0.020597246	0.027103044	-0.16140637	-0.036413904	-0.06294418	0.24759705	-0.20360637	0.19817711	0.12221241	-0.088522926	0.1798699	0.20400302	-0.14703876	0.067844845	0.08830652	-0.04817521	0.15135413	0.001847785	-0.059825882	0.17030363	-0.121409364	
104_24_ж_1_описание	-0.07356024	-0.0144551685	-0.13330996	-0.16375022	0.061332975	0.059348766	-0.06973919	0.0022317942	0.13848999	-0.0002194643	0.037026778	0.11332525	0.06820799	-0.0018156528	0.056005526	-0.084457	0.063808985	0.07148675	0.11333206	-0.022309875	0.031716585	-0.09464289	-0.018913733	-0.055191875	-0.27980462	-0.020306494	0.071244255	-0.07111427	-0.067904696	-0.009183605	0.14605509	-0.026077699	-0.049838193	0.020515682	-0.25575823	0.11174822	-0.045476902	0.1393323	0.1496238	-0.02451523	-0.07220748	0.07902291	0.027082741	0.17009597	-0.061769802	-0.09355025	0.18984304	-0.1162405	0.034305967	-0.16061167	-0.09055679	0.019417284	-0.016203914	-0.09517737	0.042357635	-0.047556296	-0.11100108	0.14408636	0.073464386	0.015051257	-0.06355327	-0.1111426	0.040979486	-0.012106076	0.073875174	-0.16466	0.020660447	0.016556147	-0.09257198	-0.10432842	0.049567364	-0.08149743	-0.1884336	0.029661564	0.14333633	-0.0047984626	-0.0035079182	0.046209194	0.0403306	0.04897294	-0.084062226	-0.09186284	0.00326701	-0.1749471	-0.045516685	0.1910939	-0.03295029	0.11274583	-0.032001313	0.07345781	-0.06095452	-0.11770306	0.073542625	-0.006345291	0.118553855	0.025630983	-0.08579216	-0.042791877	-0.0047281156	-0.07040847	-0.047936372	0.16956393	-0.16748859	-0.09767474	0.03464375	-0.0027951715	-0.0016444058	-0.11551114	-0.04307861	0.10149074	0.107508555	0.09135657	-0.055243175	-0.13759425	0.07518787	0.12611833	-0.05275279	0.07442217	-0.030036386	0.021258477	0.10976796	0.07127085	-0.0008387479	-0.07758021	-0.0246895	-0.08695837	0.0015544613	-0.034006353	-0.007963723	0.09213002	0.09407684	0.037872005	0.1383476	-0.12652431	-0.041765776	0.007857373	-0.19727395	-0.08856229	-0.11078569	-0.001429991	-0.0076777413	0.05196682	-0.006790872	-0.00020605126	0.049074393	-0.017972512	0.07483387	0.074827075	0.06499722	-0.00084253773	-0.044049084	0.021056471	-0.16393107	0.082087316	0.22453329	-0.07818388	0.03771766	0.02409936	0.007737821	0.040170394	-0.03064614	0.1086695	0.11714776	0.18696028	-0.061596394	0.025692014	-0.002316922	-0.10644339	0.07228746	0.045442685	-0.116883546	-0.05577487	0.15648817	0.08186527	0.012407934	-0.055555426	-0.107912436	0.05368633	-0.051335026	-0.18765149	-0.060715258	0.036484733	0.10353002	0.08936491	0.029800622	-0.024911517	0.06396534	0.019025825	0.08525739	-0.01977807	0.048220634	-0.12134404	-0.11827719	0.088474885	-0.07778864	-0.03538997	0.03528766	-0.13626117	-0.071306266	-0.13299982	-0.05989395	0.05284218	0.19318952	-0.023522643	0.09091354	0.1991822	-0.05418469	-0.10454031	-0.09952316	-0.022081595	0.09955398	0.053820956	0.014994958	-0.0025586726	-0.062795304	0.1416819	-0.061855894	-0.10480727	-0.006518165	-0.14535025	-0.13632283	0.03300847	-0.045426052	-0.048654474	0.08908738	0.015602245	-0.041721046	0.12902346	-0.01040901	-0.017070081	0.07755161	0.032443915	0.03780787	-0.09047826	0.058827154	0.00019545555	-0.09839528	0.12050993	-0.22184797	0.04567735	0.12596855	0.019309994	-0.05735906	0.031227589	-0.04286485	-0.08545883	-0.045369208	-0.05660117	-0.11520676	-0.14298105	0.09380942	-0.020119134	0.13905118	-0.18389829	-0.042747255	-0.051215265	-0.062059306	-0.07030329	0.0335093	0.053877	0.015644716	-0.04363743	-0.08080498	0.046179578	-0.037216656	-0.05552027	0.1006172	-0.00048266666	-0.23797658	-0.050458405	-0.15784925	-0.0607409	0.025827624	0.08935244	0.031120505	-0.056513153	-0.16864362	-0.09137093	0.15777726	0.11692366	0.028278856	-0.03326606	0.04224573	-0.017407516	-0.07741897	-0.09310452	-0.048194125	0.053201392	-0.06267612	-0.040546156	0.10095067	-0.17051986	-0.06583196	0.10696802	0.103869535	0.026480705	0.00890347	0.07771934	0.15406977	-0.10462098	
