 	я_PRON	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
 	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	
100_22_ж_0_повествование	-0.11134943	-0.07030221	0.03189972	-0.18843244	-0.0033429351	-0.03611929	-0.045356285	0.10997497	0.08210613	0.043519843	0.10065317	0.07623132	-0.00052529713	-0.027474377	-0.012300897	-0.097262874	-0.025723483	0.023655409	0.10436939	-0.070057146	0.020334521	-0.019531162	-0.00964814	0.017281976	-0.12891456	-0.08431849	-0.039332174	-0.043593246	-0.09967953	0.036986932	0.043141488	0.031558093	0.037192248	0.05681558	1.0911198e-05	0.027956137	0.0014265655	0.08165702	0.035484836	-0.017604869	-0.015186517	-0.023062868	-0.07571167	0.13348737	-0.042629298	-0.003958907	0.07941823	-0.20271823	-0.08700925	-0.13216609	-0.030721953	0.08309685	0.09194401	-0.08505205	0.009428484	-0.056240775	-0.043199927	0.02732529	0.0054911664	0.00027275085	-0.01632318	-0.06203287	0.17397776	-0.012082537	0.07396359	-0.12865949	0.057468828	0.06537089	-0.1121959	-0.06721667	0.05296456	-0.041629083	-0.06395668	0.041711207	0.07313944	0.01902985	0.041089978	0.022915546	0.15036842	0.016379911	-0.047065288	0.04939127	-0.021399047	-0.093292035	-0.18322554	0.059782416	-0.006533972	0.07760058	-0.11965066	0.11160208	0.004207824	-0.048532076	0.041334935	-0.08800918	0.13325086	0.0039975713	-0.077549145	0.026619218	0.032643117	-0.109427996	-0.0055465214	0.12621553	-0.060187418	0.055182923	0.09254074	0.10481991	0.00928884	-0.15321437	-0.053772893	0.08624615	0.12905887	0.06436688	-0.11710332	-0.004243484	0.11214148	0.06770767	-0.03446632	0.041485675	-0.07410239	-0.0018547943	0.15784472	0.08117435	-0.07214935	-0.048060127	-0.10752817	-0.006184995	0.07507862	0.11925233	0.12632567	0.18915649	0.034041267	-0.026168194	-0.02949239	-0.19905293	0.00018053569	-0.019003037	-0.08067965	-0.037855674	-0.05968867	0.043485053	-0.016445735	0.0017400807	-0.0299936	-0.045049954	0.007027801	-0.015372021	-0.032778874	0.042090558	0.058902025	-0.11583775	0.042268038	0.0171602	-0.24753653	0.14967579	0.26498038	-0.02293307	0.036405526	0.004276221	0.059510004	-0.04827246	-0.0126131205	0.055815026	0.13808258	0.16069444	-0.06070127	0.02020643	0.0001449908	-0.06651016	0.093504004	0.026718553	-0.14141962	-0.074190326	0.21704213	0.07653933	-0.03586789	0.011909114	-0.051776897	-0.010324752	-0.051447198	-0.09148863	-0.13982537	0.026880184	0.05727719	0.054959524	0.08840685	0.053735916	0.15601636	0.08050088	0.11240162	-0.038285725	-0.0030148348	-0.023437105	-0.10746711	-0.008217973	0.043556783	0.07047742	-0.027562138	-0.000117902775	0.051472005	-0.1873553	0.044393163	0.000117572294	0.07484823	0.062703	0.054656275	0.048525304	-0.032762002	-0.08844904	-0.11424271	0.015121262	0.10879645	-0.0013462399	-0.00010739764	-0.015299902	0.025943384	0.195945	-0.03468739	-0.011307969	-0.03703619	-0.1183059	-0.076964125	-0.0033214185	-0.009099313	0.0021568523	0.09185081	-0.011113398	-0.040510636	0.11207483	-0.009335316	0.09013538	0.11260758	0.005247482	0.05098638	-0.022464683	0.0046284087	0.023326533	0.06391896	0.0642682	-0.1119377	-0.019058887	0.10931782	0.030247143	-0.111507766	-0.018734878	-0.07427646	-0.024019329	-0.03750599	0.03655259	-0.08760376	-0.121762596	-0.053203095	0.039487705	0.17643137	-0.15865989	-0.05177806	-0.15503182	-0.092827	-0.10640316	0.013056145	0.16269156	-0.019558523	-0.0903067	0.11301932	0.015509215	-0.10680012	0.0066139563	0.08363287	0.02009434	-0.14744624	-0.019031074	-0.07810521	-0.106914	0.057532776	-0.023095435	0.05258571	-0.08195029	-0.024197184	-0.019709902	0.1341821	0.045294303	0.19500124	-0.07217044	-0.017279243	-0.018019399	0.029383838	-0.02399123	-0.021187201	0.07953793	-0.017766502	-0.012496708	0.104885444	-0.064243235	-0.08295275	0.10639598	0.062433112	0.13726926	-0.19498113	0.043076415	0.09939116	-0.061627228	
100_22_ж_1_описание	-0.28754362	0.12278613	0.04054792	-0.01806657	0.23553136	0.09732051	-0.06025158	0.31573692	0.014349267	-0.028121846	-0.014407679	-0.18090943	0.06682824	-0.0034146837	0.18198724	0.014726669	0.1445463	-0.0031696274	0.20367242	-0.13252614	-0.045293555	0.16581313	-0.105882786	0.05093822	0.08000896	-0.16846824	-0.15651652	-0.16723314	-0.29609236	0.2540772	0.00088404474	0.26609534	0.008241894	0.19442935	0.06649926	0.25500467	-0.26324618	0.19266808	0.038538523	-0.18941942	-0.034418125	-0.15270488	0.008044059	0.22611016	-0.030507853	0.09578221	0.060139693	-0.20812915	-0.05311512	-0.17638819	-0.17402424	0.06868795	0.15453143	-0.17678249	0.019926535	-0.0072979913	-0.0636402	-0.035524152	0.03385073	0.16875187	-0.19690125	-0.07685462	0.118604526	-0.24296126	0.12804975	0.22038303	0.105749525	0.036426876	-0.050411887	-0.050363388	0.08532534	-0.15604664	-0.23996161	-0.16616124	-0.13650054	0.06373877	-0.0010412955	0.038809914	-0.02898426	0.2023379	-0.098885074	0.08129743	0.036948375	0.035426997	-0.29039127	0.07863128	0.13618399	0.073216334	-0.124407984	0.006880567	0.0033999162	-0.09941348	0.026829368	-0.07326136	0.23497656	0.0036969082	0.0067444155	0.01777002	-0.12861513	-0.14597078	0.059723075	0.24672481	-0.034480356	0.00288666	0.07436955	-0.23696865	-0.024203297	-0.008977101	-0.088590965	0.06306776	0.027016733	0.07951333	0.118431196	-0.39749685	0.045777142	0.23933284	0.05443972	0.098934144	0.15785456	-0.09459747	0.16655268	0.07959834	-0.029456904	-0.33978584	0.029319864	-0.028886452	-0.01727098	0.12562709	-0.2586205	0.19555646	-0.023308836	0.11659875	0.0147539675	0.062971905	0.13061342	-0.2223998	0.13188314	-0.060477193	0.16629776	-0.056337155	0.1021658	0.07664561	-0.10247791	0.049224265	-0.004013536	0.00452796	-0.08704217	0.07040453	-0.16729043	-0.29453567	0.0395466	0.27500135	-0.28333738	0.031234158	0.33467385	0.16494463	-0.088109836	0.16901782	0.009937206	-0.010883995	0.06909687	0.0893989	0.08438263	0.14922304	-0.41486025	0.12820186	-0.01964942	-0.19430499	-0.18796243	0.08286633	-0.0026210977	-0.05627067	0.3413901	0.04774837	-0.062238373	-0.0749949	0.25542513	0.11500792	-0.26601842	-0.24374759	-0.31271213	0.050876115	-0.034775067	0.14674875	0.032282453	0.17302465	0.011365607	0.14427188	0.095586576	-0.1273775	0.04242731	0.00082246267	-0.18159947	0.101908	-0.020612469	0.15582538	-0.05282563	-0.19469376	0.036548764	-0.5002577	0.185673	0.024043577	0.07751515	0.18857504	-0.0004940486	0.18539512	-0.22946441	0.18362689	0.13795446	-0.13214758	0.02040304	-0.035792124	-0.07278555	0.20354001	-0.20881808	0.19166175	0.12085628	-0.23593292	-0.11660522	-0.22428724	-0.13796327	0.10028081	-0.06908007	-0.06191204	-0.037455786	-0.12548243	0.20951076	0.45526463	-0.110562906	0.0966393	-0.023520704	-0.04214413	0.16172285	0.27225178	0.09986317	-0.06061275	0.30687007	0.042955976	0.20301318	-0.08731155	-0.19567601	0.1840332	0.0930436	-0.0994801	0.051506676	0.050183617	-0.02030006	-0.0083331205	-0.15673555	0.045946885	-0.05376874	0.023897532	-0.016793478	-0.046805434	-0.30098888	-0.3280001	-0.11570916	0.011217303	0.09108897	-0.12217435	0.18033919	0.13234425	-0.24201821	-0.037581727	-0.17417096	-0.18379427	-0.22908288	0.011077899	-0.041901395	-0.01561859	-0.099400885	0.17927155	0.16258493	-0.06869302	0.1703677	0.14738245	0.03253654	-0.13087645	0.09682368	-0.074000485	0.17546211	-0.36100522	0.053183183	0.058938637	-0.09073032	0.12001499	0.105996214	-0.10714531	-0.09977323	0.10335793	-0.029331498	-0.449543	0.031349823	0.225055	0.14152895	0.024586936	-0.25067857	0.00026762666	0.45598245	-0.22388092	
100_22_ж_1_описание	-0.2858476	0.07475809	0.026050335	-0.078757465	0.041689157	-0.066052586	-0.08190913	-0.022804074	0.15863395	0.13828163	0.005070551	-0.10423239	-0.04607036	-0.06216376	0.07993893	-0.13597052	0.014366793	0.058306605	0.02853169	-0.034500994	-0.13340494	-0.07711431	0.034982327	-0.16253309	-0.14252248	0.004405994	0.0076163127	-0.10813856	-0.23786156	0.003639862	0.017400127	0.13968381	0.04438695	0.01573887	-0.0085332	0.19872847	-0.16187847	0.057923388	0.088984124	-0.0137644885	-0.029237974	-0.042962782	0.11008571	0.13813762	0.017993405	-0.011478955	0.016880317	-0.13164525	-0.009219863	-0.26095894	-0.119772315	-0.08683219	-0.06435715	-0.09447028	-0.053098302	-0.088152565	0.0047660707	0.16427153	0.20871179	0.17621124	-0.10177902	-0.0014024914	0.05471737	-0.14645827	0.038301446	-0.16158138	-0.0783008	0.0068682046	-0.15256277	-0.23917246	0.18498829	-0.018796863	-0.116311766	-0.05900476	0.13307028	-0.0002993554	0.024984602	-0.06271758	0.10268451	0.082877256	-0.021109188	0.14476284	0.08665491	0.12848607	-0.03976847	0.16574508	0.07193449	0.08391098	-0.12538987	0.114995755	0.12935832	-0.02240101	0.13063987	-0.0025286719	0.19105525	-0.044525094	-0.0024468987	0.0074984855	-0.02362818	-0.039232	0.0010930293	0.24043742	-0.1319627	-0.03239138	0.20496564	-0.20279631	-0.097854495	0.011009408	-0.03198941	0.16708803	0.05968096	0.21095231	0.08601234	-0.15129995	0.04447328	0.23090371	0.08553778	0.12709317	0.07483679	-0.039646044	0.06451335	-0.052465826	-0.016603224	-0.34731138	0.010838951	0.047718354	0.06564383	0.17043945	-0.07925695	0.1372497	0.03601078	0.06155628	-0.013371818	-0.10435829	-0.102746084	-0.09598515	0.052722745	-0.120347634	0.042178404	-0.15142392	0.04183439	0.0009467706	-0.08823333	0.10901111	-0.0083067715	-0.016847659	0.022087794	-0.002874717	-0.04707191	-0.108733274	-0.006344256	0.05432806	-0.26059717	-0.027621668	0.23018222	0.017507434	-0.0034034871	-0.04703305	-0.10511394	-0.10431881	0.124039695	-0.010304895	0.14453551	0.16821745	-0.07415457	-0.060204327	-0.014623825	-0.022284929	0.19853167	0.22368641	-0.07642896	-0.05143404	0.2037786	-0.009254696	0.05272595	-0.042861305	-0.0417036	0.0065273223	-0.078188986	-0.12753947	-0.27883688	0.028062012	0.00084949733	0.09915516	-0.051201425	0.08706421	-0.121690415	0.07444314	0.05119034	-0.18736796	0.046183623	0.048503738	-0.047801487	0.08909203	-0.09678538	0.028124023	0.0100055095	-0.07749951	-0.01604746	-0.19020157	-0.055155374	-0.10549338	0.22200985	-0.11086353	-0.17231032	0.06872068	0.0022734895	-0.09381433	-0.008621051	-0.014684409	0.042175584	0.044184044	-0.009188557	0.09763629	-0.06451745	0.22837618	-0.023082402	-0.14261074	-0.11699419	-0.1535605	-0.1287349	0.11962571	0.031121928	-0.088525295	0.03758505	-0.06558373	-0.09446818	-0.017002603	-0.09091558	-0.09372084	-0.010043418	0.058349866	0.10224201	-0.113744214	-0.013361983	-0.019471679	0.14698213	0.07269765	-0.1794224	0.1370761	0.00026343763	0.014230715	-0.06938575	0.01384075	-0.1234135	0.087639496	-0.11742022	-0.083498046	-0.014976479	-0.24306998	-0.06404025	-0.16194415	0.13995242	-0.23652121	-0.12137721	-0.27868852	-0.14891781	0.14802328	0.033223227	0.06693556	0.079124235	0.097573005	-0.0690428	-0.084466875	-0.31155524	0.003600082	-0.027969208	-0.0366086	-0.17262039	-0.10978506	-0.00797342	-0.10615869	-0.0036835908	-0.085756585	0.124206066	0.15473327	-0.08959059	-0.004859855	0.03928701	0.11818329	0.14406672	-0.14529414	-0.08839323	0.016862947	0.08834025	0.002424276	-0.08800958	-0.022761606	-0.058919776	0.07927705	0.08744931	-0.27641895	-0.18839999	0.06598507	0.16340895	0.15354738	-0.10349536	-0.018423775	0.17821082	-0.08074735	
101_22_ж_0_повествование	-0.15536559	-0.10792026	0.029363602	0.0031480417	0.15128498	-0.035251796	0.039710373	-0.007694778	0.05115314	0.07784746	0.02012518	0.02791979	0.10921241	-0.05757216	-0.082047194	0.032094236	0.1747699	-0.061468337	0.07801118	-0.10884086	0.13998552	-0.08194585	0.03487415	-0.042930275	-0.14755572	-0.13849679	-0.043021716	-0.041654702	-0.116742395	-0.03256931	0.12704392	0.064850874	0.08907138	0.03608697	-0.005299301	0.1543294	-0.02527969	0.050235674	0.019862358	0.02540522	0.091195524	-0.077672526	-0.11826161	0.09124902	-0.0014379281	0.0065348744	0.13404849	-0.23769839	-0.07343697	-0.16957852	-0.06767082	0.007605058	0.07285754	-0.08652596	0.0010151295	-0.015231668	0.06464594	0.11127394	0.026107855	-0.019955844	0.004007999	-0.1067756	0.049002104	0.04189767	0.15916027	-0.21548292	0.014056023	0.2198515	-0.0832941	-0.21039315	0.056980863	0.077777155	-0.102453455	-0.030639652	-0.022562113	0.115985155	0.0038700588	0.07040334	0.075296015	0.0883606	0.02549943	0.058570947	0.03471589	-0.1902503	-0.23245801	0.027519114	-0.023134919	0.07878857	-0.016856914	0.13869762	0.04795386	-0.019040974	0.012395974	-0.05622408	0.21536785	0.16344476	-0.1179692	0.016015494	0.1021769	-0.062308997	-0.03432119	0.1881391	-0.16888489	0.08998153	0.13326903	-0.038991146	0.09273709	-0.101877294	-0.13032451	0.21707964	0.10980031	-0.07804215	-0.13051884	-0.041737307	0.09413439	-0.04561969	-0.039565958	0.0024069336	-0.18250966	-0.08910556	0.03418764	0.16479838	-0.12723598	-0.02672008	-0.023623846	0.01793971	0.15846618	-0.006713381	0.043053947	0.1308485	-0.09571487	0.1549563	0.04671313	-0.19585595	0.012270264	0.06859173	-0.18109451	-0.0019877758	-0.01530293	-0.037987687	-0.12563413	0.0074697193	-0.01608788	-0.0017350083	-0.011081108	-0.111705035	-0.07769312	-0.052171674	-0.12426189	-0.07507223	-0.052029118	0.031247627	-0.30106324	0.15049306	0.22933011	0.03684733	0.02282138	-0.05570002	-0.003148194	0.050685164	-0.069239624	0.06336662	0.15734452	0.069763005	-0.05402025	0.04267092	-0.07826339	-0.053715736	0.154458	0.05365005	-0.18911308	-0.2732809	0.2667213	0.09577654	0.043602	-0.057117514	-0.07484765	0.03378161	-0.03323096	-0.15204382	-0.09454	0.05315347	0.06017956	0.030954666	0.13877238	0.08345529	-0.011817122	-0.07744346	0.17488225	-0.04188971	-0.005925226	-0.10581669	-0.19436637	-0.005686069	0.07165219	0.03314825	0.0307357	-0.02667433	0.106361605	-0.20104547	0.124707	-0.10462646	0.108324125	-0.04626391	0.15531425	0.025443777	0.06546639	-0.15092717	-0.23331456	-0.04592122	0.033583336	-0.0014286824	0.008476978	0.0028530718	-0.04892958	0.1520785	-0.11572327	-0.025557581	-0.09066298	-0.21314037	0.05613806	-0.0074648266	-0.02346237	-0.041800823	0.16075593	-0.056137737	0.116616994	0.0661586	0.08136455	0.123340756	0.18741888	-0.1562238	0.039008185	-0.09952206	-0.02496823	-0.074332595	0.023372382	0.19948538	-0.1337922	0.16259141	0.030036978	-0.057703335	0.05793658	-0.1229224	-0.022011735	-0.009913001	0.023379998	0.00305623	-0.10787007	-0.09785219	-0.11261624	0.058388505	0.1916967	-0.23969178	-0.026657	-0.1339837	-0.10160412	0.031753022	-0.088318795	0.023128252	0.0285674	-0.1961399	-0.030584194	-0.005244688	-0.07847136	0.122049555	0.13151482	-0.018365245	-0.073853	-0.060083352	-0.15091078	-0.1290646	-0.060773738	-0.06729684	-0.013972829	0.038942553	0.008933894	-0.08814153	0.13323419	0.014745633	0.18698843	-0.043114178	-0.034494627	0.1417309	0.13545787	-0.10147929	-0.079534024	0.16903655	-0.13115422	0.0014984878	0.0651571	-0.017880425	-0.07003495	0.027373565	0.08894768	0.26065722	-0.067107216	0.06366885	0.12582251	-0.22351149	
101_22_ж_1_описание	-0.076435134	0.01482966	-0.016495666	-0.27229193	0.17353222	-0.020687433	0.052798606	0.09483894	-0.1000755	0.21057646	0.16339289	0.10696485	0.20104174	-0.03851355	-0.14975047	-0.09831716	-0.108840585	0.12620261	0.087422654	-0.072134726	-0.011878138	0.019945333	0.06557306	0.076662704	-0.23640576	0.0111408215	0.041390225	-0.091414936	-0.353484	0.008336579	0.09481144	-0.066552654	-0.108105555	-0.016803518	-0.02080735	0.026426122	-0.0912341	-0.010328909	0.030510645	0.03543306	-0.008254786	-0.13277952	0.019242605	0.19907956	0.021199118	0.054154195	0.07979267	-0.023778815	-0.057971686	-0.10034092	0.22319189	0.029135948	0.15031168	0.08330698	-0.009465955	-0.043238413	-0.19735762	0.15412751	0.18502982	-0.01687806	-0.21711758	-0.004691965	0.022488972	0.013514015	0.20127492	-0.13363181	-0.092446454	-0.08733559	0.010483059	0.017160702	0.06552875	-0.20210028	0.042322855	0.06957595	0.17469528	0.1627313	0.0022212327	0.06379652	0.111395344	0.10849432	-0.16200975	-0.02586856	0.09026877	-0.007867992	-0.08687777	0.13599652	-0.14369449	0.008515821	0.10450099	0.20404346	-0.040284526	-0.15486369	-0.01355353	-0.00019434393	0.17789671	0.07449697	-0.0554324	-0.15099308	0.15512985	-0.17408666	-0.08008603	0.14185752	-0.009128193	0.002316778	0.21279077	-0.034329213	0.09056734	-0.22872463	-0.044231344	0.21466306	0.20759435	0.19905512	-0.19611892	-0.17928162	0.22975376	0.122527696	-0.18218622	0.13503453	-0.18187293	0.0423251	0.174259	0.009806648	-0.039878406	-0.095283836	0.011510581	-0.020697787	0.037056513	-0.06012991	0.03336454	0.038242888	0.064523496	0.17735115	0.11639398	-0.18938133	0.14055853	0.14758587	-0.15653522	-0.15691257	0.0009966462	-0.0640682	0.005205407	-0.0070904493	0.19395332	-0.044737764	0.04913013	-0.045901604	-0.006597401	-0.117609575	-0.0057872823	-0.15375307	-0.023537764	0.0965833	-0.19768912	-0.0067208335	0.10309838	-0.14250997	0.22039692	-0.019543957	0.08913942	-0.08886874	-0.013899776	0.074794695	0.06867741	0.14992344	0.037558597	0.13291055	-0.05812182	-0.12319003	0.11388119	0.075153425	-0.13829601	-0.0024995357	0.11884855	-0.024412071	0.077692136	-0.0078283725	-0.006199377	0.043841213	-0.11564249	-0.17368199	0.0681242	0.18286657	0.006816566	0.052739747	-0.02822108	0.025826896	0.10346707	-0.123939015	-0.039462905	0.0045270384	0.14962085	0.05857073	0.043641917	0.111985564	-0.014765764	-0.0030948669	-0.05744828	-0.17611843	0.121221505	-0.021272248	-0.026139215	0.12871595	0.062993705	-0.013839671	0.17739324	0.14659277	-0.0847005	-0.05327932	-0.15211311	-0.06134542	0.1408468	0.14300016	-0.08877147	0.06370986	-0.051548153	0.35018808	-0.10573032	-0.017321656	-0.12543185	-0.0169002	-0.13239685	0.0041617034	-0.16270813	-0.029445449	-0.18690199	-0.24052215	-0.048403688	0.35661632	0.09219113	0.08102572	-0.01745672	0.027108222	0.036108475	-0.031022772	0.018251859	0.057838835	0.13137574	0.19474898	-0.17394944	0.11823505	0.25600004	0.081456766	0.122587785	0.10116017	0.01794841	-0.031386226	0.033567972	0.07194594	0.13702449	-0.15983276	0.038059033	0.014390722	0.18211488	-0.088856466	-0.08880868	-0.11128627	-0.07791819	0.04181553	0.057279956	0.15170702	-0.1321276	-0.010983392	0.071099564	0.14756958	-0.08389062	-0.031758834	0.019714529	0.17535041	-0.15232393	0.09607316	-0.2952396	-0.26685828	0.002740547	0.037919175	0.008333176	-0.23428781	-0.017644431	-0.06982612	0.19944912	0.014434675	0.021124672	-0.12702839	-0.0016435683	-0.13983253	0.10099147	-0.09315588	-0.11570462	0.10402606	-0.13379493	-0.08194717	0.13855447	0.052539628	-0.0019755934	0.044952415	0.06871326	0.014190537	-0.2567622	0.010371363	0.12107173	-0.06702987	
102_22_ж_0_повествование	-0.24081627	-0.08994217	-0.11373104	-0.10048221	0.13236544	-0.01870599	0.070635326	0.1236454	0.016105	0.10493989	0.06012059	0.12885605	0.09202765	-0.08339985	-0.02874746	-0.07132544	0.15554123	-0.09141182	0.12792575	-0.094714105	0.11916013	-0.052809633	-0.021016333	0.08849029	-0.26006335	-0.12502608	0.06509187	0.010955831	-0.08465775	0.001919654	0.027346015	0.1020152	-0.0010609671	0.08426519	0.10999262	0.056703907	-0.118780315	0.10901751	-0.062335312	-0.025437921	-0.038175635	-0.026577432	-0.010361662	0.20569286	-0.07053809	0.05354286	0.13779701	-0.018712122	-0.15575695	-0.16172053	-0.044530332	-0.021049099	0.09764075	-0.09020009	0.061986316	-0.0668981	-0.047808923	0.078424275	0.2566647	0.02033854	0.10353456	0.007598923	0.071942665	-0.06797302	-0.019142518	-0.17130898	0.0070985765	0.08461462	-0.013200641	0.029610122	0.14691636	-0.0043470813	-0.10182758	0.0022872712	0.14366098	0.1335383	0.061553072	0.036100496	0.17541246	0.05727468	-0.025266867	0.10753234	0.056314845	-0.021648671	-0.113933936	0.07421143	0.031895604	0.03025118	0.031918574	0.1401135	0.055707507	-0.03554272	0.02811265	0.014469186	0.095153585	0.015010381	-0.13774775	0.045630027	0.09736055	-0.09188817	-0.03942086	0.17051558	-0.10560471	0.07314554	0.0061968295	-0.006408331	-0.025532052	-0.16586652	-0.049664907	0.107898995	0.14153539	0.059604377	-0.06801962	-0.00016813874	0.17572415	-0.063451946	0.024179902	0.11495022	-0.053984493	-0.13029543	0.15760723	0.14728467	-0.039780967	-0.120819375	-0.11353184	0.103837445	0.07125756	-0.042979985	-0.068778835	0.17027237	0.0732559	-0.052814804	0.1330124	-0.11131237	0.086927876	0.013809077	-0.0667036	0.15197667	-0.060810804	-0.086043164	-0.1132568	-0.024199734	-0.0359693	-0.029947583	-0.089847244	-0.047039356	-0.058357723	-0.035939682	0.0053350898	-0.06551571	-0.08145417	-0.07158439	-0.23385191	0.06094127	0.12388621	-0.12532128	0.01609143	-0.10005983	0.08621761	-0.035262138	0.04918713	-0.013907093	0.19476953	0.04398314	-0.048727315	0.027758205	-0.13701966	-0.06727028	0.11156577	0.04078503	-0.20643361	-0.23710307	0.23400168	0.24551138	-0.11239294	-0.08013296	-0.0236056	-0.032652907	-0.068375446	-0.17288224	-0.20348087	0.094817854	0.16640678	0.037167523	0.094847396	-0.001101508	0.03857228	-0.06347426	0.053737193	-0.09664209	-0.0055334987	-0.09552032	-0.13086447	0.0071822405	0.08632742	-0.04899183	0.014206934	-0.15312484	0.007815598	-0.13029271	-0.013535853	0.010909517	0.12533508	0.030736417	-0.05531438	0.13351634	-0.18880649	-0.1423425	-0.056698374	-0.043878045	0.0017279417	0.03288096	0.03942777	-0.000666184	-0.001655063	0.0757835	-0.044285826	-0.07074816	-0.043911994	-0.10862279	0.12716833	0.065750115	-0.014692105	-0.003196165	0.05789254	-0.074612364	-0.007853898	0.14295496	-0.035305284	0.081769094	0.042759903	-0.059011005	0.049527474	-0.06462047	-0.0123075005	-0.06920462	-0.081882946	0.05887202	-0.13382357	-0.0031971268	0.16899215	0.10927744	-0.07685052	0.0038142665	0.034484945	-0.06165594	-0.12487598	-0.0038248985	0.024036989	-0.10803288	0.037990563	0.021074038	0.317215	-0.05431497	-0.024804173	-0.10263953	0.06266228	0.04384076	0.00503469	0.087941006	0.051996082	-0.16215739	-0.021847185	0.029351305	-0.06467921	0.06184826	0.116597235	0.04347544	-0.17579143	0.002410081	-0.15972297	-0.11754956	0.012435428	-0.017752897	0.048784234	-0.043004684	0.00038782126	-0.017845383	0.123096906	0.0265732	0.105419	-0.11482427	-0.027120605	-0.039911646	0.0010356728	0.0021220967	-0.058735143	0.11872248	0.0133188665	-0.060715377	0.1766787	-0.16642067	-0.09038098	0.05462439	0.112814285	0.06814866	-0.029521283	-0.0005982161	0.15577935	-0.13933846	
