	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni	Dim	T-Stat	P-value	Occ(м)	Occ(ж)	Occ	P-Bonferroni
9	200	2.6770081888513895	0.008195680250515725	73	125	198	1.6227446896021136															214	2.1715043018469045	0.03424261606802591	33.0	59.0	92.0	3.1503206782583835																													37	-2.0846927931286636	0.040368251467521515	29.0	72.0	101.0	4.077193398219673																													56	2.1713793960156624	0.03796545584273497	15.0	19.0	34.0	1.2908254986529888																																																	
10	10	-2.6628915589879636	0.008453109208236873	73	125	198	1.6737156232309007															193	2.106126360977639	0.037988794015794504	33.0	59.0	92.0	3.4949690494530943																													103	-2.055871403316933	0.04311726172570725	29.0	72.0	101.0	4.354843434296432																													170	2.1340772931516754	0.04484152868453587	15.0	19.0	34.0	1.5246119752742195																																																	
11	218	2.6633011551826113	0.008493343621405193	73	125	198	1.6816820370382284															14	2.151829849280426	0.038246851045839934	33.0	59.0	92.0	3.518710296217274																													93	2.0484648138873807	0.04316113025177774	29.0	72.0	101.0	4.359274155429552																																																																																				
12	2	2.6430385436484376	0.008906535353289525	73	125	198	1.763493999951326															297	2.104314913564686	0.03873593142200217	33.0	59.0	92.0	3.5637056908241997																													207	2.0321541418307785	0.04512990179547287	29.0	72.0	101.0	4.55812008134276																																																																																				
13	269	2.6392608043049073	0.008977278311158646	73	125	198	1.7775011056094119															77	2.10976176780823	0.039778038603992795	33.0	59.0	92.0	3.659579551567337																													259	-2.007100080475933	0.047835453545303955	29.0	72.0	101.0	4.831380808075699																																																																																				
14	78	-2.6607951448389433	0.009076842464342347	73	125	198	1.7972148079397847															278	2.080974587113274	0.04039610446652332	33.0	59.0	92.0	3.7164416109201457																																																																																																																							
15	108	2.6284344421216734	0.0092729588700358	73	125	198	1.8360458562670883															2	2.0795901068515033	0.040602819389105566	33.0	59.0	92.0	3.735459383797712																																																																																																																							
16	247	2.6412072133591664	0.009300924473173246	73	125	198	1.8415830456883027															31	-2.0743101525904395	0.04176044357753825	33.0	59.0	92.0	3.8419608091335187																																																																																																																							
17	79	-2.6192483445343453	0.009511066052089566	73	125	198	1.883191078313734															94	2.046441967759826	0.04404290238515652	33.0	59.0	92.0	4.0519470194344																																																																																																																							
18	228	-2.605610715719798	0.009876480204290312	73	125	198	1.9555430804494818															250	2.061252117551897	0.04516214712126806	33.0	59.0	92.0	4.154917535156661																																																																																																																							
19	59	-2.604077149484419	0.009940306355225222	73	125	198	1.968180658334594															151	-2.0630848563762854	0.045273119726130115	33.0	59.0	92.0	4.1651270148039705																																																																																																																							
20	279	-2.6079447127810576	0.00999604465641648	73	125	198	1.979216841970463															150	2.0282606591457535	0.045520281686918865	33.0	59.0	92.0	4.187865915196536																																																																																																																							
21	106	-2.583983453721033	0.010504668026921625	73	125	198	2.0799242693304816															178	2.051971237656454	0.04612607934560504	33.0	59.0	92.0	4.2435992997956635																																																																																																																							
22	47	-2.56555295473392	0.011153424221573536	73	125	198	2.20837799587156															183	-2.048177056155173	0.04629190988310023	33.0	59.0	92.0	4.258855709245221																																																																																																																							
23	69	2.562617153090162	0.0113830757179081	73	125	198	2.253848992145804															127	-2.024100996355104	0.04804853351944825	33.0	59.0	92.0	4.42046508378924																																																																																																																							
24	192	2.5549233975067382	0.011447099968325615	73	125	198	2.2665257937284715															292	2.0282498562980953	0.04809940836447682	33.0	59.0	92.0	4.4251455695318676																																																																																																																							
25	26	2.5523799687339803	0.011530559478643452	73	125	198	2.2830507767714034															253	-2.0091942366865285	0.04892651555166135	33.0	59.0	92.0	4.501239430752844																																																																																																																							
26	42	2.5213897434913872	0.01251229644287875	73	125	198	2.4774346956899924																																																																																																																																												
27	119	2.505382590278086	0.013150144807761548	73	125	198	2.6037286719367865																																																																																																																																												
28	183	-2.4894606166197173	0.013645794806813777	73	125	198	2.701867371749128																																																																																																																																												
29	5	-2.486879094813731	0.01386380282588205	73	125	198	2.745032959524646																																																																																																																																												
30	153	2.460797450687231	0.01472815463916096	73	125	198	2.91617461855387																																																																																																																																												
31	173	-2.460167641100972	0.014753192655540145	73	125	198	2.921132145796949																																																																																																																																												
32	132	2.45891702712933	0.014900411040664613	73	125	198	2.9502813860515933																																																																																																																																												
33	174	-2.4517908875888117	0.015126973174589194	73	125	198	2.9951406885686604																																																																																																																																												
34	90	-2.4493629957104077	0.015524459273342936	73	125	198	3.0738429361219013																																																																																																																																												
35	48	2.4423649539154297	0.01556326291739622	73	125	198	3.0815260576444516																																																																																																																																												
36	267	-2.4407390124160946	0.015587973844562387	73	125	198	3.0864188212233525																																																																																																																																												
37	29	2.435479271769754	0.01584552075967979	73	125	198	3.1374131104165985																																																																																																																																												
38	107	-2.4262970932164296	0.01617802874023961	73	125	198	3.203249690567443																																																																																																																																												
39	180	2.4251848915038545	0.016247268942125775	73	125	198	3.2169592505409037																																																																																																																																												
40	131	-2.4157676782076183	0.01662103683680454	73	125	198	3.2909652936872993																																																																																																																																												
41	238	-2.416767572637346	0.016626254201865812	73	125	198	3.291998331969431																																																																																																																																												
42	49	2.4131068485539204	0.01678227069361089	73	125	198	3.322889597334956																																																																																																																																												
43	111	-2.4117278370732107	0.016799216437191976	73	125	198	3.326244854564011																																																																																																																																												
44	50	2.4117329158304774	0.016887201945045758	73	125	198	3.34366598511906																																																																																																																																												
45	44	-2.3948244866697337	0.017570372893702876	73	125	198	3.4789338329531696																																																																																																																																												
46	122	-2.3921035141571276	0.017730279860473354	73	125	198	3.510595412373724																																																																																																																																												
47	121	-2.3759447539842395	0.01847614194108494	73	125	198	3.6582761043348184																																																																																																																																												
48	1	2.3728670641004372	0.0187315181197213	73	125	198	3.7088405877048176																																																																																																																																												
49	102	-2.3608556928661066	0.019278405741291856	73	125	198	3.8171243367757874																																																																																																																																												
50	209	2.3625002849209564	0.019418481492530497	73	125	198	3.8448593355210385																																																																																																																																												
51	253	-2.3572500031189043	0.01942592104405702	73	125	198	3.8463323667232903																																																																																																																																												
52	185	-2.355319357215117	0.019501300539432262	73	125	198	3.861257506807588																																																																																																																																												
53	134	2.356697469221546	0.01964895712714702	73	125	198	3.89049351117511																																																																																																																																												
54	41	2.341804903195797	0.02019589920670153	73	125	198	3.998788042926903																																																																																																																																												
55	299	-2.3396556737362273	0.02056150456503211	73	125	198	4.071177903876357																																																																																																																																												
56	38	-2.331008934283759	0.021145998844316404	73	125	198	4.186907771174648																																																																																																																																												
57	75	-2.317072025978759	0.02170649094149984	73	125	198	4.297885206416968																																																																																																																																												
58	137	2.306170858053982	0.022190352755537057	73	125	198	4.393689845596337																																																																																																																																												
59	232	2.3098042492251976	0.02236479051493608	73	125	198	4.428228521957344																																																																																																																																												
60	288	-2.303946698681547	0.022441240158385937	73	125	198	4.443365551360416																																																																																																																																												
61	239	2.2932155857101018	0.02291637139670167	73	125	198	4.537441536546931																																																																																																																																												
62	20	2.290784263271539	0.023099007762290902	73	125	198	4.573603536933598																																																																																																																																												
63	231	-2.28753282084726	0.023377763989294136	73	125	198	4.628797269880239																																																																																																																																												
64	256	2.280133919444064	0.023875283960069802	73	125	198	4.72730622409382																																																																																																																																												
65	193	2.2657970581320326	0.024660308550612804	73	125	198	4.882741093021335																																																																																																																																												
66	291	-2.2673409943101084	0.024716716255117278	73	125	198	4.893909818513221																																																																																																																																												
67	118	-2.2537547897324655	0.025361319416136237	73	125	198	5.0215412443949745																																																																																																																																												
68	262	2.247135543129668	0.026006404002059474	73	125	198	5.1492679924077756																																																																																																																																												
69	31	-2.242967450009874	0.026021122031685343	73	125	198	5.152182162273697																																																																																																																																												
70	154	-2.2399481509332944	0.02624261302840785	73	125	198	5.196037379624754																																																																																																																																												
71	293	2.2217986585153553	0.027442775961684113	73	125	198	5.433669640413455																																																																																																																																												
72	150	2.219254748314595	0.027653482139862608	73	125	198	5.475389463692796																																																																																																																																												
73	125	2.210606749992183	0.02832529624249317	73	125	198	5.608408656013648																																																																																																																																												
74	95	-2.2074499701820094	0.028443058147721002	73	125	198	5.6317255132487585																																																																																																																																												
75	273	-2.1997432232973226	0.028997265625607175	73	125	198	5.74145859387022																																																																																																																																												
76	230	-2.1981780165022085	0.02911938822163832	73	125	198	5.765638867884387																																																																																																																																												
77	109	2.193361579624757	0.029677456861363766	73	125	198	5.876136458550025																																																																																																																																												
78	254	2.1839962157254393	0.030196185185714652	73	125	198	5.978844666771501																																																																																																																																												
79	219	2.183388761406265	0.030210921662041475	73	125	198	5.981762489084212																																																																																																																																												
80	181	2.1841590314340995	0.030221861575246797	73	125	198	5.983928591898866																																																																																																																																												
81	168	2.180938001158798	0.030414931399714185	73	125	198	6.0221564171434085																																																																																																																																												
82	179	2.178530252190474	0.030736495033390116	73	125	198	6.085826016611243																																																																																																																																												
83	155	-2.1728522038372664	0.030999490584790745	73	125	198	6.137899135788567																																																																																																																																												
84	220	2.1734201989183015	0.031012226670955267	73	125	198	6.140420880849143																																																																																																																																												
85	3	2.17528460044339	0.03104898947455669	73	125	198	6.1476999159622245																																																																																																																																												
86	77	-2.1715050630920416	0.03173643711848732	73	125	198	6.28381454946049																																																																																																																																												
87	143	2.1560187939240185	0.03231198104122531	73	125	198	6.397772246162612																																																																																																																																												
88	189	-2.1480940658240133	0.03301391012785249	73	125	198	6.536754205314794																																																																																																																																												
89	124	2.147686003598077	0.03316491735980361	73	125	198	6.5666536372411155																																																																																																																																												
90	19	-2.1299233915827425	0.034450060555103273	73	125	198	6.821111989910448																																																																																																																																												
91	27	-2.1277392142329377	0.03464233840099837	73	125	198	6.859183003397677																																																																																																																																												
92	280	-2.1079477920768905	0.03633721251093794	73	125	198	7.194768077165712																																																																																																																																												
93	66	2.0994981531052974	0.03712565967711521	73	125	198	7.350880616068811																																																																																																																																												
94	100	2.0998664232361985	0.03717055773729221	73	125	198	7.359770431983859																																																																																																																																												
95	17	-2.0974827525619144	0.03725526488005092	73	125	198	7.376542446250082																																																																																																																																												
96	128	-2.0711879333338805	0.04026806839523593	73	125	198	7.973077542256714																																																																																																																																												
97	58	-2.0570846545331363	0.04113508664140363	73	125	198	8.14474715499792																																																																																																																																												
98	99	-2.0666323707951806	0.041166116079043254	73	125	198	8.150890983650564																																																																																																																																												
99	167	2.0539483662790357	0.041308379826292846	73	125	198	8.179059205605984																																																																																																																																												
100	33	-2.042809699965801	0.042668977432503245	73	125	198	8.448457531635643																																																																																																																																												
101	54	2.0398034477350206	0.04271468565243757	73	125	198	8.45750775918264																																																																																																																																												
102	146	2.039451705964836	0.04342988362517898	73	125	198	8.599116957785439																																																																																																																																												
103	171	2.0260566068317796	0.04444738993377026	73	125	198	8.800583206886511																																																																																																																																												
104	199	-2.019763326227531	0.045107423098672855	73	125	198	8.931269773537226																																																																																																																																												
105	6	-2.0241952170253668	0.04516279354213094	73	125	198	8.942233121341925																																																																																																																																												
106	11	-2.0126774904763685	0.045549061311682	73	125	198	9.018714139713037																																																																																																																																												
107	73	2.0079685564640055	0.04630969483986742	73	125	198	9.169319578293749																																																																																																																																												
108	86	-2.0072359958694315	0.04652736562121363	73	125	198	9.212418393000299																																																																																																																																												
109	117	2.002091715549688	0.04694241495706923	73	125	198	9.294598161499708																																																																																																																																												
110	296	-1.9966537923146361	0.047246796207794844	73	125	198	9.35486564914338																																																																																																																																												
111	225	-1.9858508898222358	0.048515926045307814	73	125	198	9.606153356970948																																																																																																																																												
112	70	1.9858465540343915	0.04913045344940463	73	125	198	9.727829782982116																																																																																																																																												
113	161	1.9926335445901708	0.04961649558062493	73	125	198	9.824066124963736																																																																																																																																												
