	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	буду_AUX	0.3417169099984834	0.0033054627555829676	14	8.038885421577778	чтобы_SCONJ	-0.23834745090629933	0.04377822605153339	8.0	42.771326852348125
1	что_PRON	0.23747387892441615	0.04457967550119198	8	108.4177708188989					
