	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
9																					125	0.2946165358158993	0.029001647465428458	55	1.5950906105985652	12	0.1967443629619945	0.02486196331989039	130.0	3.2320552315857505	154	-0.35707623153088425	0.011780678040801419	49.0	0.5772532239992695											75	0.403498305341287	0.0004404783933309981	72.0	0.031714444319831864						208	-0.27346818178477167	0.021983365556001846	70.0	1.5388355889201293											270	0.20013651574309438	0.04478565205591545	101.0	4.52335085764746						84	-0.45615526164848025	0.019170854846706834	26.0	0.4984422260143777	104	-0.32692653864680343	0.04826706022174428	37.0	1.7858812282045384
10																					30	0.2941823826954578	0.02925034271487585	55	1.6087688493181718	182	0.1958422790874189	0.02554567421047593	130.0	3.3209376473618706	242	0.3560860423351929	0.012033341391428242	49.0	0.5896337281799838											277	-0.40271518489597224	0.0004530198599299852	72.0	0.03261742991495894						289	-0.2734550552556738	0.021989984881581784	70.0	1.5392989417107248											147	0.1983548925070089	0.0467637832262555	101.0	4.723142105851805						228	0.45335929157286714	0.0200166335082864	26.0	0.5204324712154464					
11																					70	0.292256315500993	0.03037524311486145	55	1.6706383713173798	289	-0.19531914306212794	0.025949487553495507	130.0	3.373433381954416	203	-0.3548079151734719	0.012366336381403963	49.0	0.6059504826887941											231	0.3967341845455542	0.000560093450232581	72.0	0.04032672841674584						129	0.27278614710080423	0.022329547361829932	70.0	1.5630683153280953											273	-0.19694837832619458	0.04837609634000419	101.0	4.8859857303404235						68	0.45298023621957906	0.020133605969065056	26.0	0.5234737551956915					
12																					7	-0.2922113161744313	0.03040195003466526	55	1.6721072519065894	255	-0.19462582574519802	0.0264930594581366	130.0	3.444097729557758	78	-0.3538154924966306	0.012630312899748246	49.0	0.618885332087664											159	0.3944132930285942	0.0006075120949601959	72.0	0.043740870837134106						154	0.27261258547639594	0.022418378447191453	70.0	1.5692864913034017											274	-0.19671054039699512	0.04865322687676931	101.0	4.9139759145537						198	-0.4504117702896748	0.020940986982956097	26.0	0.5444656615568585					
13																					226	0.29159887723688116	0.03076738217578568	55	1.6922060196682125	71	0.18762539797047986	0.03254765577463873	130.0	4.231195250703035	168	0.3536193382744361	0.012683055615774532	49.0	0.6214697251729521											82	0.3942944609208013	0.0006100355665173034	72.0	0.04392256078924585						112	0.2721925968533258	0.022634577653011106	70.0	1.5844204357107774											298	0.19616114059480153	0.04929841250798844	101.0	4.9791396633068326						219	-0.4502423690954686	0.02099515125922918	26.0	0.5458739327399587					
14																					142	-0.290803918722014	0.031247177153598933	55	1.7185947434479414	138	-0.18691841496310896	0.03321958597192021	130.0	4.318546176349627	3	0.3528336171021384	0.012896218540801885	49.0	0.6319147084992923											234	0.3866543368269429	0.0007937856578688387	72.0	0.057152567366556384						297	-0.2690149817167719	0.024328456713781938	70.0	1.7029919699647356																					152	-0.4476713751230244	0.021831310581531944	26.0	0.5676140751198305					
15																					6	-0.28894256131316365	0.032395028836063586	55	1.7817265859834972	145	-0.1821371830862633	0.03807858519184998	130.0	4.9502160749404975	246	0.35260759527924435	0.012958102368082883	49.0	0.6349470160360613											36	0.38656838648378405	0.000796111938966631	72.0	0.057320059605597426						288	0.26404862290683173	0.027190480547946635	70.0	1.9033336383562645																					212	-0.44629353802926824	0.02229045430339543	26.0	0.5795518118882812					
16																					250	0.28764241210350405	0.03321743666823025	55	1.826959016752664	256	-0.180568103872448	0.03979797719236983	130.0	5.173737035008077	265	0.35212448254050926	0.013091229253322038	49.0	0.6414702334127799											124	-0.38600254633996656	0.0008115817638150144	72.0	0.058433886994681036						66	-0.2630063045558035	0.027825905918211893	70.0	1.9478134142748325																					33	-0.44600840328336516	0.02238644491230907	26.0	0.5820475677200359					
17																					3	0.28717302026432595	0.03351858124040533	55	1.8435219682222934	1	-0.1805220359427032	0.0398494262147201	130.0	5.180425407913614	181	0.3517264507904958	0.013201788713883554	49.0	0.6468876469802941											295	0.3785583938091318	0.0010421238214363851	72.0	0.07503291514341973						204	-0.2612518727560386	0.028923714348940838	70.0	2.0246600044258587																					65	-0.4459185231364223	0.022416772638774826	26.0	0.5828360886081455					
18																					145	-0.28632098180860077	0.034071013324414826	55	1.8739057328428155	157	-0.18036684374602324	0.04002315662931033	130.0	5.2030103618103425	48	0.3507535537626188	0.013475393030060531	49.0	0.660294258472966											142	0.37299121731088686	0.0012516432810546127	72.0	0.09011831623593211						53	0.2608576668329525	0.029175335045466703	70.0	2.0422734531826694																					40	0.44563642847733803	0.02251217519229448	26.0	0.5853165549996565					
19																					135	-0.2860411479255227	0.034254088560931324	55	1.8839748708512227	214	-0.17990206770609882	0.04054725410705899	130.0	5.271143033917669	140	-0.3496231722968526	0.013799360625214386	49.0	0.6761686706355049											177	0.3729511683654701	0.001253279315459663	72.0	0.09023611071309574						178	-0.2606060409902641	0.02933690819365571	70.0	2.0535835735559																					172	-0.444430468950396	0.022923751584222243	26.0	0.5960175411897783					
20																					190	0.2860253579166205	0.03426444311997355	55	1.8845443715985453	252	0.1794096119187819	0.04110882535950115	130.0	5.34414729673515	291	-0.34919423138750627	0.013924024875412597	49.0	0.6822772188952172											17	-0.36425553754973283	0.0016578213021042419	72.0	0.11936313375150541						143	-0.26008238270104683	0.029675571860230267	70.0	2.0772900302161186																					179	0.44426357226009694	0.022981189415847984	26.0	0.5975109248120476					
21																					245	0.28533529521583206	0.034719507421490256	55	1.9095729081819641	290	-0.17783757076505902	0.04294524549805472	130.0	5.582881914747114	147	-0.3488215158509972	0.01403312799839934	49.0	0.6876232719215677											251	-0.3630272937025799	0.0017235739296052226	72.0	0.12409732293157602						115	0.2575604788032602	0.03135293111838105	70.0	2.1947051782866733																					188	0.44231103810446615	0.023661883784822355	26.0	0.6152089784053812					
22																					229	-0.2843717374650406	0.03536330649578564	55	1.94498185726821	72	0.17705057096115145	0.04389003813001472	130.0	5.705704956901914	238	-0.34844974702376647	0.014142680376991021	49.0	0.69299133847256											65	-0.362323096158264	0.0017623217043149855	72.0	0.12688716271067896						22	-0.25093710657329854	0.03614068069579258	70.0	2.5298476487054806																					79	0.44052312818897643	0.02429944993062582	26.0	0.6317856981962713					
23																					78	-0.2842604087120354	0.03543832407981855	55	1.9491078243900202	273	-0.17500105840492067	0.04643215627498704	130.0	6.036180315748315	105	-0.3476605755432612	0.014377654425950076	49.0	0.7045050668715537											224	0.36182848853677646	0.0017900034923615013	72.0	0.1288802514500281						155	0.2502755220879696	0.036650711476933384	70.0	2.565549803385337																					3	0.4354276362854249	0.02619323990970188	26.0	0.6810242376522488					
24																					249	-0.2842509397978946	0.035444710678333526	55	1.949459087308344	43	-0.17382617085523228	0.04794386906893862	130.0	6.2327029789620205	130	-0.34759031829081294	0.014398733916898582	49.0	0.7055379619280305											264	-0.35452095668614286	0.0022471220772260193	72.0	0.16179278956027338						4	-0.25015857080480475	0.0367414925360273	70.0	2.571904477521911																					243	0.43431144687183937	0.026623603652121658	26.0	0.6922136949551632					
25																					67	-0.2832715418341915	0.03611046642740552	55	1.9860756535073036						202	-0.3448242698119341	0.01524985917795203	49.0	0.7472430997196494											152	-0.35293704084294736	0.0023590343228124156	72.0	0.16985047124249392						124	-0.2495761961044174	0.037196341590033426	70.0	2.60374391130234																					262	-0.43355849115066747	0.026917130038715032	26.0	0.6998453810065909					
26																					21	-0.2830877134140022	0.03623657253266336	55	1.9930114892964848						200	0.3446714251496354	0.015298113812917643	49.0	0.7496075768329645											51	0.34950325215345024	0.0026189584951217594	72.0	0.18856501164876668						199	-0.24955697855366502	0.03721143049195989	70.0	2.6048001344371925																					168	-0.43335154678166077	0.026998259745187186	26.0	0.7019547533748669					
27																					59	0.2829100514196621	0.03635879471034308	55	1.9997337090688696						89	0.34462922362982806	0.015311460156677906	49.0	0.7502615476772174											213	-0.34505516515564494	0.0029936087770711293	72.0	0.2155398319491213						164	0.24905697639616195	0.03760580768623029	70.0	2.6324065380361206																					157	-0.4331872658896132	0.027062804292806993	26.0	0.7036329116129818					
28																					252	0.2825587229980843	0.036601495010287755	55	2.0130822255658263						225	0.34459076957235407	0.015323629989380014	49.0	0.7508578694796206											198	-0.33897690681114057	0.0035827212702992718	72.0	0.25795593146154755						153	-0.24760685939200536	0.03876930024205553	70.0	2.7138510169438868																					42	-0.4327998289987474	0.027215518316854814	26.0	0.7076034762382252					
29																					238	-0.28234358379396124	0.03675077548183135	55	2.0212926515007243						7	0.3438280692438567	0.015566714919831342	49.0	0.7627690310717358											249	-0.33851173854977645	0.00363179288279239	72.0	0.2614890875610521						14	-0.24669133938371682	0.03951914562839753	70.0	2.7663401939878267																					98	0.43233976741149577	0.02739776098286693	26.0	0.7123417855545402					
30																					101	-0.2813057202056754	0.03747802041770766	55	2.0612911229739215						271	0.34327732025605506	0.01574428183349492	49.0	0.7714698098412511											16	-0.3319915609276226	0.004385364013256285	72.0	0.31574620895445255						30	0.24581104346115532	0.04025145250280893	70.0	2.8176016751966255																					125	-0.4299016420578666	0.028380073779485735	26.0	0.7378819182666291					
31																					183	0.2811411943679009	0.03759439082797085	55	2.067691495538397						31	-0.3424839363516131	0.016003104914449104	49.0	0.7841521408080061											29	-0.3312700610465658	0.004476730771453108	72.0	0.32232461554462377						111	0.24384565473777783	0.04192709505052254	70.0	2.934896653536578																					120	-0.4290526537053896	0.028728715163653933	26.0	0.7469465942550022					
32																					95	0.28107859690203224	0.03763874485455961	55	2.070130967000779						189	-0.3421010671514147	0.016129296150221413	49.0	0.7903355113608492											47	0.3297722760222877	0.004671806502280549	72.0	0.33637006816419956						271	-0.24363657564958238	0.0421086986920786	70.0	2.947608908445502																					194	0.42897276187620764	0.028761699924033043	26.0	0.7478041980248591					
33																					233	-0.2810011282714372	0.03769369585184515	55	2.073153271851483						182	-0.3418115096493692	0.01622529351589122	49.0	0.7950393822786698											211	-0.32853795267821206	0.004838188486579691	72.0	0.34834957103373776						1	-0.2430462074076766	0.04262500141390483	70.0	2.983750098973338																					224	0.4288885999623342	0.02879648064541829	26.0	0.7487084967808756					
34																					299	-0.2809736054640433	0.03771323461961236	55	2.07422790407868						72	-0.3413258719701126	0.016387388178191912	49.0	0.8029820207314037											89	0.3229057846596444	0.0056657929189301475	72.0	0.40793709016297064						221	0.23870538895480853	0.04658411364550358	70.0	3.2608879551852503																					289	-0.42783561143206655	0.029234508022298693	26.0	0.760097208579766					
35																					27	-0.2809659824095135	0.037718647796287814	55	2.0745256287958296						252	0.34065028218397525	0.01661517225522938	49.0	0.8141434405062397											296	0.319883289053167	0.006159514053610202	72.0	0.44348501185993455						185	0.2380770418910341	0.047181509994719505	70.0	3.302705699630365																					60	-0.427741999276159	0.02927370737521043	26.0	0.7611163917554712					
36																					265	0.28018511955340863	0.03827655431955167	55	2.105210487575342						113	0.3406211311377553	0.016625061153320318	49.0	0.8146279965126956											190	-0.3160345629116394	0.006842807247070599	72.0	0.4926821217890831						83	0.23744014217514972	0.04779345232914636	70.0	3.3455416630402453																					159	0.4264049122609806	0.029838233137355934	26.0	0.7757940615712543					
37																					62	0.27961049734262905	0.03869144476173678	55	2.128029461895523						185	-0.33967800396334114	0.016947706644199794	49.0	0.8304376255657899											207	0.31332333853308547	0.0073633241837636	72.0	0.5301593412309792																															104	0.42599300816313335	0.030013894155013217	26.0	0.7803612480303437					
38																					287	0.2787155272959629	0.039345020557340765	55	2.163976130653742						12	-0.339538275618354	0.016995957186285333	49.0	0.8328019021279813											12	-0.3105846969487334	0.007924065321175601	72.0	0.5705327031246432																															252	-0.4257465550337332	0.030119393680651238	26.0	0.7831042356969322					
39																					98	0.2785442870608429	0.03947110507057676	55	2.170910778881722						213	0.33695017155015045	0.017910984464464375	49.0	0.8776382387587544											248	-0.30915946960022306	0.008230421916775022	72.0	0.5925903780078016																															242	-0.42462297677004124	0.03060414875251698	26.0	0.7957078675654415					
40																					224	0.27839298453985767	0.03958278644431162	55	2.177053254437139						8	-0.33616768468785624	0.018195721617755362	49.0	0.8915903592700127											91	0.3067184857640024	0.008779247749867073	72.0	0.6321058379904293																															16	0.4242518159823729	0.030765651788860766	26.0	0.79990694651038					
41																					44	0.27824837809063346	0.03968976856419258	55	2.182937271030592						221	0.3351652734527759	0.01856608110659026	49.0	0.9097379742229227											217	-0.3062629613457078	0.008885135071635408	72.0	0.6397297251577494																															211	0.42415604353046793	0.03080743610976793	26.0	0.8009933388539662					
42																					58	-0.2781088698748822	0.03979320469853429	55	2.188626258419386						162	-0.33499324396102875	0.018630277853856365	49.0	0.9128836148389619											163	0.30395029523680983	0.009440111470260429	72.0	0.6796880258587509																															141	0.42346759228582187	0.031109141724127133	26.0	0.8088376848273054					
43																					206	-0.2780412978469402	0.03984338470481055	55	2.19138615876458						235	-0.33411712332425486	0.018960145121303108	49.0	0.9290471109438523											242	-0.30145066539877535	0.010073741280332005	72.0	0.7253093721839043																															71	-0.4234141738430415	0.031132650520032116	26.0	0.809448913520835					
44																					146	0.27799442015927817	0.03987822741085342	55	2.1933025075969383						132	-0.3339464190031891	0.01902498864444261	49.0	0.9322244435776879											94	0.2980215233817253	0.011003106779632949	72.0	0.7922236881335724																															170	-0.42169222969645204	0.03189812797521947	26.0	0.8293513273557063					
45																					167	0.27748517156564106	0.04025835635959345	55	2.2142095997776394						53	-0.33388089203597304	0.019049929409410696	49.0	0.9334465410611241											77	0.29435547511517646	0.012078251581960067	72.0	0.8696341139011248																															113	-0.42122556002602934	0.03210816062119364	26.0	0.8348121761510346					
46																					104	-0.27748087288711476	0.04026157776932541	55	2.2143867773128973						244	-0.3330374044592253	0.01937345347984787	49.0	0.9492992205125456											131	-0.2942455407127959	0.012111851582752338	72.0	0.8720533139581683																															80	-0.42100092831609337	0.032209654426813054	26.0	0.8374510150971394					
47																					114	0.2774232958075512	0.040304746237013835	55	2.2167610430357607						272	0.3320237683703137	0.019768372219273172	49.0	0.9686502387443854											19	0.2900091370469351	0.013469900476482452	72.0	0.9698328343067366																															156	-0.4207540257731109	0.032321507183365475	26.0	0.8403591867675023					
48																					235	-0.2773649704501987	0.04034851458856527	55	2.2191683023710898						239	0.3318936500489989	0.01981955621012859	49.0	0.9711582542963009											261	-0.28618148637315144	0.014808168607750593	72.0	1.0661881397580426																															276	-0.42032056704119164	0.032518627125463745	26.0	0.8454843052620573					
49																					160	-0.2771634775831635	0.04050001961291835	55	2.2275010787105094						90	-0.3317842332845168	0.019862683539947853	49.0	0.9732714934574448											187	0.28530449612362274	0.015130448238005472	72.0	1.089392273136394																															230	0.4189566148968003	0.033145190085041715	26.0	0.8617749422110845					
50																					164	-0.2770304390886078	0.04060030945830212	55	2.2330170202066166						289	0.33096601731624453	0.02018770830747482	49.0	0.9891977070662661											15	-0.2816388031802529	0.016543793457846213	72.0	1.1911531289649273																															43	-0.4183438091562528	0.033429824759241104	26.0	0.8691754437402687					
51																					57	-0.27696398755199375	0.04065047986013295	55	2.235776392307312						13	-0.33023542917031723	0.020481707515118082	49.0	1.003603668240786											55	-0.2782548204443074	0.017947763213517605	72.0	1.2922389513732675																															112	-0.4182304357078011	0.03348269796940522	26.0	0.8705501472045357					
52																					207	0.27674058398442336	0.040819522223512726	55	2.2450737222932						66	0.3298194609850451	0.020650707325185286	49.0	1.011884658934079											88	0.27638768355432924	0.01876524762350988	72.0	1.3510978288927116																															277	0.4171785939851468	0.03397643511359654	26.0	0.88338731295351					
53																					46	0.27649967166208145	0.041002460887381666	55	2.2551353488059918						92	0.32957742365890713	0.020749582645955503	49.0	1.0167295496518196											96	0.2726267505997939	0.020508978817665075	72.0	1.4766464748718855																															294	-0.416790361828843	0.03416013637520559	26.0	0.8881635457553453					
54																					268	-0.27648361505380675	0.041014677542886326	55	2.2558072648587477						141	0.329128659793515	0.02093396499103225	49.0	1.02576428456058											35	-0.2723140583916778	0.02065998675362206	72.0	1.4875190462607883																															187	0.416308946293946	0.03438903136672411	26.0	0.8941148155348269					
55																					31	-0.27644425952339724	0.04104463383077207	55	2.257454860692464						22	0.32874938814067584	0.02109087057424557	49.0	1.0334526581380328											126	0.26980598581407583	0.02190587682031853	72.0	1.577223131062934																															131	-0.41517913755053815	0.03493102825074715	26.0	0.9082067345194258					
56																					28	-0.2761420885697887	0.04127523791512494	55	2.2701380853318716						212	-0.32843633822751084	0.021221125781290217	49.0	1.0398351632832206											6	-0.26553113286960633	0.02417686026174143	72.0	1.7407339388453829																															247	-0.4135984617922535	0.035700742757357476	26.0	0.9282193116912943					
57																					54	-0.27608296580471836	0.041320482348079134	55	2.272626529144352						24	0.32800481008575594	0.02140178878180395	49.0	1.0486876503083935											191	-0.2641867190993121	0.024931109734686832	72.0	1.7950399008974518																															82	-0.412562079690512	0.03621271398330651	26.0	0.9415305635659693					
58																					201	-0.276076096938931	0.04132574147753304	55	2.272915781264317						243	0.327925551553172	0.021435111510648724	49.0	1.0503204640217876											144	-0.2617761963815291	0.02633341483178887	72.0	1.8960058678887985																															222	-0.4122150321786405	0.036385457195159794	26.0	0.9460218870741547					
