	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB
	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni	Word	Pearson C	P-value	Occ	P-Bonferroni
0	что_PRON	0.1495893874559661	0.01557542149108136	21	37.87942506630987	что_PRON	-0.13045399018315454	0.03516592892808798	10.0	41.319966490503376	свой_DET	0.12496883565591319	0.043679128017193536	12.0	42.67450807279808	к_ADP	-0.15412383061795273	0.012670159755038069	11.0	15.128170747515455	два_NUM	-0.18172658278261591	0.0032153483374674106	13.0	3.1574720673929972	мама_NOUN	-0.15873041219012535	0.010218005488064289	5	10.800431800883954	ведь_SCONJ	-0.13898732509337644	0.024733417053591254	6	36.72912432458301	так_ADV	-0.18037710176730398	0.0034543575777759242	5.0	1.951712031443397	это_PRON	-0.1397547873133245	0.023941710333572206	13.0	16.807080654167688	они_PRON	-0.1381942945983496	0.025575082530238314	7.0	18.209458761529678	они_PRON	-0.15748400745366958	0.010836142525950209	7.0	4.67037742868454	и_CCONJ	-0.12338243625304979	0.04644223001499202	9.0	31.16273634005965	не_PART	-0.12611075250468756	0.04177677754931793	12.0	13.911666923922871
1	мочь_VERB	0.14576658541000387	0.01846165006796252	11	44.89873296528485	к_ADP	-0.1263566956207073	0.041376311759991104	11.0	48.61716631798955						работать_VERB	0.13369528598155708	0.030830861860952456	5.0	36.812049061977234						за_ADP	-0.14550752963872923	0.018673077117309294	6	19.737442512995923	стоить_VERB	0.13644381741268688	0.02752049980890706	14	40.867942216226986	девушка_NOUN	-0.1250812319657767	0.043488712612901964	6.0	24.57112262628961	он_PRON	-0.12377478501341269	0.04574559295183939	10.0	32.11340625219125	что_SCONJ	-0.1307887071229339	0.03469553586235015	9.0	24.703221533993307															
2	тот_DET	0.12478604941114822	0.043990288780652	6	106.98438231454566																					а_CCONJ	-0.12302645169865434	0.047081961632376185	7	49.76563344542163	мысль_NOUN	0.13466028806926822	0.029631825559346014	10	44.00326095562883																														
3	старуха_NOUN	0.12261382032698055	0.04783269729967547	6	116.32911983281075																					лицо_NOUN	0.12198371615749812	0.04899838152934356	9	51.791289276516146	жизнь_NOUN	-0.12240198262314482	0.048221981199864955	15	71.60964208179946																														
