	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
46																										231	0.22033447771761752	0.0391324632147925	88.0	3.4436567629017403																75	-0.1834047024122746	0.03257607040841111	136.0	4.430345575543911	260	0.28280134338605395	0.019453552456480998	68	1.3228415670407079																																																		
47																										122	0.22020688330385035	0.03924902610809754	88.0	3.453914297512583																102	-0.18325078742434472	0.03272468154591457	136.0	4.450556690244381	186	0.2793372279204852	0.02106061793369476	68	1.4321220194912436																																																		
48																										166	-0.21788259583559572	0.04142356542965477	88.0	3.64527375780962																8	-0.18301690800847675	0.032951600187595506	136.0	4.4814176255129885	16	-0.27777382973387227	0.02182211758464795	68	1.4839039957560607																																																		
49																										92	-0.21644114745566204	0.042821829034379186	88.0	3.7683209550253682																66	0.182471906212775	0.03348555413897546	136.0	4.554035362900662	218	-0.2765341484241657	0.022442464747658097	68	1.5260876028407506																																																		
50																										286	-0.2159348170487205	0.04332220028735077	88.0	3.812353625286868																185	-0.1822649867394743	0.03369018694639216	136.0	4.581865424709334	153	-0.2753172166541245	0.023065931967883903	68	1.5684833738161055																																																		
51																										176	-0.21505782897709702	0.04420034637075878	88.0	3.8896304806267725																25	0.181310624078581	0.034647740886936465	136.0	4.712092760623359	4	-0.27528252453977353	0.023083918968778427	68	1.569706489876933																																																		
52																										261	-0.21388451565950764	0.04539824346195185	88.0	3.995045424651763																135	-0.1811362658991087	0.03482514224788828	136.0	4.736219345712806	111	0.27527826755842505	0.023086126927549095	68	1.5698566310733384																																																		
53																										56	0.2113259187353474	0.048103829081841125	88.0	4.233136959202019																297	0.18102510634149968	0.03493864179127167	136.0	4.751655283612948	176	0.27328266931125517	0.024141104278276013	68	1.641595090922769																																																		
54																										196	0.2108286488763531	0.0486448144195332	88.0	4.280743668918921																270	0.18075690776801315	0.03521377239496979	136.0	4.789073045715892	152	0.27255422534219853	0.024536238315890344	68	1.6684642054805434																																																		
55																										199	0.2104120750653489	0.049101863786209024	88.0	4.320964013186394																60	-0.1802864434754909	0.03570081340245163	136.0	4.855310622733422	118	0.27101129685399594	0.025391283457604247	68	1.7266072751170887																																																		
56																																														159	-0.18000797065353322	0.03599176574727128	136.0	4.894880141628894	110	0.27063174548895735	0.025605437956025167	68	1.7411697810097113																																																		
57																																														149	0.1797461296899331	0.03626716186743243	136.0	4.93233401397081	97	-0.26940013237922433	0.02631089447884157	68	1.7891408245612266																																																		
58																																														189	-0.17950088569524147	0.03652671029620527	136.0	4.967632600283917	60	0.2680230745522091	0.02711902086775686	68	1.8440934190074665																																																		
59																																														271	0.1793192941996415	0.03671990034430009	136.0	4.993906446824812	142	0.26452282929764004	0.029267850552906195	68	1.9902138375976213																																																		
60																																														223	0.1792547374637392	0.03678878746183209	136.0	5.003275094809164	196	0.2637055727682354	0.02978967437677626	68	2.0256978576207856																																																		
61																																														9	-0.17902321191858267	0.03703673920789332	136.0	5.036996532273491	251	-0.26306280405550025	0.030205557024078133	68	2.053977877637313																																																		
62																																														235	-0.17881565509527533	0.03726021628599801	136.0	5.067389414895729	11	0.2613593006232547	0.03133139247667073	68	2.1305346884136096																																																		
63																																														128	-0.17835508379076387	0.03776017076643421	136.0	5.135383224235053	207	-0.26127218663093305	0.03138989843453812	68	2.134513093548592																																																		
64																																														108	0.17831422255379784	0.03780479725710926	136.0	5.141452426966859	85	-0.2597477003387316	0.03242866120287012	68	2.2051489617951683																																																		
65																																														41	-0.17767727699460972	0.03850619070298104	136.0	5.236841935605421	294	0.259188477874686	0.03281685024565275	68	2.231545816704387																																																		
66																																														187	-0.17763486310162338	0.038553281942678604	136.0	5.24324634420429	282	-0.2567221234776538	0.03457557216419614	68	2.3511389071653377																																																		
67																																														28	-0.17465341315998262	0.04198693817010381	136.0	5.710223591134118	243	-0.25504012828357875	0.035819544829990856	68	2.435729048439378																																																		
68																																														247	0.17455904783507387	0.04209966436016891	136.0	5.7255543529829716	114	-0.2541638795794028	0.03648223707648585	68	2.480792121201038																																																		
69																																														296	-0.17454465923832013	0.042116874804417795	136.0	5.72789497340082	112	0.25137273637742313	0.03866152005580069	68	2.628983363794447																																																		
70																																														294	-0.1738092236782625	0.04300441369363615	136.0	5.848600262334516	257	-0.250991487333517	0.038967414761212536	68	2.6497842037624526																																																		
71																																														44	-0.17288575096725886	0.04414096419172392	136.0	6.003171130074453	41	-0.2487304166077825	0.040823133180574366	68	2.775973056279057																																																		
72																																														47	-0.17213603432074312	0.04508200581871596	136.0	6.13115279134537	174	0.24781808396544577	0.04159234411237358	68	2.8282793996414033																																																		
73																																														216	-0.1708986433918126	0.04667172991366263	136.0	6.347355268258117	55	0.24688251147856632	0.0423935613731514	68	2.8827621733742954																																																		
74																																														218	0.17054306858518317	0.04713708514452759	136.0	6.410643579655753	169	0.2468251627038184	0.04244308645927232	68	2.8861298792305177																																																		
75																																														254	0.17039459830191048	0.0473325330338073	136.0	6.437224492597792	74	0.2467735765568061	0.042487675907864196	68	2.8891619617347652																																																		
76																																														256	0.16970410960132531	0.048250374680847155	136.0	6.562050956595213	229	0.24673892308005196	0.04251765101635418	68	2.891200269112084																																																		
77																																														19	-0.16942529609772689	0.04862515785031456	136.0	6.613021467642779	46	-0.24462405846746876	0.044380350856018665	68	3.017863858209269																																																		
78																																														160	0.1686698783171972	0.049652757689343616	136.0	6.752775045750732	91	0.243503055128313	0.045394658522388186	68	3.0868367795223968																																																		
79																																																			278	-0.24227195067338592	0.04653050302321026	68	3.1640742055782978																																																		
80																																																			21	0.24211328175351465	0.046678580096513676	68	3.17414344656293																																																		
81																																																			256	-0.24115138877655667	0.04758457825592865	68	3.235751321403148																																																		
82																																																			13	-0.2406335060406154	0.04807831780652725	68	3.269325610843853																																																		
83																																																			203	0.23868936499736873	0.0499694906045041	68	3.3979253611062785																																																		
