	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
9											21	0.18231732449204538	0.027093525921197435	147.0	3.982748310416023						33	0.22204851245479765	0.0180908947310067	113.0	2.044271104603757	115	0.25770023544559123	0.015351926351567636	88.0	1.350969518937952	187	-0.20053074785506814	0.026782055579827563	122.0	3.2674107807389627											251	0.22179235659525076	0.009457687314332532	136.0	1.2862454747492242	295	0.3527396052703717	0.0031746316079230698	68	0.21587494933876875																					107	-0.2546157819641734	0.03341142693613728	70.0	2.3387998855296095											7	-0.393995919060387	0.025666051572383844	32.0	0.821313650316283						213	-0.3946528178159184	0.01563985549104247	37.0	0.5786746531685715
10											91	0.1746330925801685	0.03438541483531405	147.0	5.054655980791165						201	0.22015967285164872	0.019122471893595904	113.0	2.160839323976337	162	0.2575751469084227	0.015403490247328322	88.0	1.3555071417648923	150	-0.19631051796361418	0.03022478785963255	122.0	3.687424118875171											1	0.22077590071335176	0.009798648022297829	136.0	1.3326161310325046	197	-0.35124951638088764	0.0033142739339756394	68	0.22537062751034348																					234	-0.2521114731493629	0.03524990527022152	70.0	2.4674933689155063											131	0.3925698847250628	0.026254047587851607	32.0	0.8401295228112514						34	0.3943309455088927	0.015732410453641092	37.0	0.5820991867847204
11											207	-0.17405967785319637	0.03499051241657278	147.0	5.143605325236198						123	0.21775364193209826	0.020509650793163005	113.0	2.3175905396274197	214	-0.25469571304736144	0.016632548159738858	88.0	1.4636642380570195	70	-0.18904235987016355	0.03703408990084156	122.0	4.518158967902671											192	0.21810070603144646	0.010748299530193116	136.0	1.461768736106264	213	-0.3493051053701971	0.003504699606034746	68	0.2383195732103627																					36	0.23702734144264384	0.04819354953984374	70.0	3.3735484677890617											165	-0.3858603167188943	0.029170693432653653	32.0	0.9334621898449169						97	-0.39250331509645203	0.016266726288897422	37.0	0.6018688726892046
12											225	0.16843915388631184	0.0414124015699797	147.0	6.087623030787015						249	0.21214896523159613	0.02408047655461867	113.0	2.7210938506719096	14	-0.25247260240586744	0.01763847767929633	88.0	1.552186035778077	158	0.18614664615833693	0.04008523165252215	122.0	4.890398261607703											20	0.21667228886830137	0.011287771734173764	136.0	1.5351369558476318	32	0.34651524771710124	0.003794910944425061	68	0.25805394422090416																					55	0.23579242454173138	0.0494069169252495	70.0	3.4584841847674648											5	0.3791685442169376	0.03233782462898546	32.0	1.0348103881275348						289	-0.39143732853457053	0.01658535233721824	37.0	0.613658036477075
13											230	0.1674591406684177	0.04262758575624977	147.0	6.266255106168716						47	0.2112428642999013	0.024705032366677385	113.0	2.7916686574345446	12	0.24982155681088383	0.018906132839319696	88.0	1.6637396898601333	166	-0.18274687790497213	0.043933433732977506	122.0	5.359878915423256											181	0.2150838209481713	0.011915474442552542	136.0	1.6205045241871456	12	0.34393883525918084	0.004081664810201916	68	0.27755320709373027																																				71	0.3774806220445005	0.033179322528180406	32.0	1.061738320901773						295	0.38558630303627905	0.018429026661029527	37.0	0.6818739864580925
14											72	0.16479868934334138	0.04607774287168	147.0	6.77342820213696						18	0.20926538354824242	0.02611627657016378	113.0	2.9511392524285074	221	-0.24685424769743827	0.02041709707055083	88.0	1.796704542208473	42	0.18267704566087564	0.04401559662676555	122.0	5.369902788465398											300	0.21448854782045124	0.012158468933608477	136.0	1.653551774970753	128	0.33833309526234	0.004772843851405948	68	0.32455338189560445																																				178	-0.37617093308074284	0.03384443074930668	32.0	1.0830217839778138						36	0.3839838745272267	0.01896286687042937	37.0	0.7016260742058866
15																					285	-0.20685516700478615	0.02792876557669876	113.0	3.1559505101669596	158	-0.24572193358521566	0.02102035523838659	88.0	1.8497912609780198	74	0.18209021980110301	0.04471111500399214	122.0	5.454756030487041											12	0.21283134151867072	0.012857963300317328	136.0	1.7486830088431566	202	-0.3371981457616554	0.004924755634005286	68	0.33488338311235943																																				196	-0.3745929556067686	0.03466010691227704	32.0	1.1091234211928653						250	-0.3772203302558515	0.021360671346064994	37.0	0.7903448398044047
16																					192	-0.2011972838167993	0.03260783066357336	113.0	3.6846848649837898	150	-0.2453951508062603	0.021197265780736368	88.0	1.8653593887048003																69	0.21279411901550999	0.01287407076566304	136.0	1.7508736241301734	108	-0.3362933023847694	0.0050489127017439754	68	0.3433260637185903																																				115	0.3719509795681681	0.03606138313390788	32.0	1.1539642602850522						99	-0.37509575640019815	0.02216403997378755	37.0	0.8200694790301394
17																					248	0.20103952899293576	0.03274725069837262	113.0	3.700439328916106	252	-0.24464742616573096	0.021606860785631125	88.0	1.901403749135539																103	0.21239055964570414	0.013049841207000992	136.0	1.7747784041521348	139	-0.33344810795345636	0.00545751426121002	68	0.37111096976228136																																				59	0.3699383097285914	0.03715933989319267	32.0	1.1890988765821655						197	-0.370178274379028	0.02412023920641383	37.0	0.8924488506373116
18																					247	-0.19987699019685995	0.03379028292998718	113.0	3.8183019710885517	142	0.24349990120932372	0.02224861976456471	88.0	1.9578785392816946																259	-0.21238674256904247	0.013051513705480503	136.0	1.7750058639453483	298	-0.33017259643385405	0.005963790371511048	68	0.4055377452627512																																				226	-0.3655728943371892	0.03963363182449116	32.0	1.268276218383717						191	0.3679472252352781	0.025053820291092353	37.0	0.926991350770417
19																					48	0.1992627973215517	0.03435255935511633	113.0	3.881839207128145	228	0.24329551536748212	0.022364615480767985	88.0	1.9680861623075827																53	-0.20697069575717336	0.015621877790126157	136.0	2.1245753794571574	162	0.32953319866884084	0.006067304964414237	68	0.4125767375801681																																				111	0.3621206918447436	0.04168281818854748	32.0	1.3338501820335193						183	0.36785725723400553	0.025092085944767528	37.0	0.9284071799563985
20																					10	-0.19692133603964795	0.03656896688960811	113.0	4.132293258525716	127	0.24238686631282721	0.02288657699610392	88.0	2.014018775657145																231	-0.20189956357116118	0.018416873929173003	136.0	2.5046948543675285	125	-0.3290986764563858	0.0061385507135953464	68	0.41742144852448354																																				133	0.3615008602942045	0.042059594711047345	32.0	1.345907030753515						235	-0.3649356158530031	0.02636128049311439	37.0	0.9753673782452325
21																					199	-0.19672094103612722	0.036764119105517676	113.0	4.154345458923498	213	-0.24205366675157108	0.023080566860567874	88.0	2.031089883729973																282	0.19897206823633623	0.020219739666482835	136.0	2.7498845946416655	255	-0.32774325883914424	0.006365540785407131	68	0.4328567734076849																																				132	-0.36054368630392714	0.042646797361059176	32.0	1.3646975155538936						70	-0.3611398850061945	0.028088949623288152	37.0	1.0392911360616617
22																					167	-0.19569384232239478	0.037778134177300735	113.0	4.268929162034983	187	0.23934584432730457	0.024709730720027183	88.0	2.1744563033623923																179	0.19778803776569837	0.020991040701579887	136.0	2.8547815354148645	7	-0.32558863358586065	0.006741574244181918	68	0.45842704860437045																																				75	0.35406283848796627	0.04679771696172758	32.0	1.4975269427752826						242	0.36011115445869846	0.028572928266895548	37.0	1.0571983458751353
23																					176	-0.1950762095503073	0.03839912336875473	113.0	4.339100940669284	133	-0.2392888984988635	0.02474501670703755	88.0	2.1775614702193047																111	-0.1976881479577237	0.021057255296168895	136.0	2.86378672027897	293	-0.3203438508744766	0.007739518957738869	68	0.5262872891262431																																														35	-0.35787163841394576	0.029650306623825177	37.0	1.0970613450815316
24																					223	0.19361631422953277	0.039901044892597146	113.0	4.508818072863478	259	0.2386310084675295	0.025155791358737398	88.0	2.213709639568891																57	0.19750163214209385	0.021181373982910038	136.0	2.880666861675765	56	-0.31654281235066206	0.00854140197489499	68	0.5808153342928594																																														248	-0.35611041459694376	0.030520860387857705	37.0	1.129271834350735
25																					62	0.1881577786177136	0.045959060041683965	113.0	5.193373784710288	81	-0.23793577868623017	0.025596167837060754	88.0	2.252462769661346																171	0.19739162660546603	0.02125487320774916	136.0	2.8906627562538856	151	0.31490101393733055	0.008909618176309834	68	0.6058540359890687																																														169	0.34911619405766	0.03418770661130574	37.0	1.2649451446183124
26																					101	-0.18790331110199948	0.046259165537514454	113.0	5.227285705739133	86	0.23712619512721222	0.0261172190642731	88.0	2.298315277656033																163	-0.19675408068475853	0.021685183510005184	136.0	2.949184957360705	245	-0.3077333252199799	0.010684145265325979	68	0.7265218780421666																																														68	0.3470891808827452	0.035315225534606816	37.0	1.306663344780452
27																					41	-0.18786235017994024	0.046307624416870044	113.0	5.232761559106315	240	0.23614276083313146	0.02676225162873103	88.0	2.3550781433283308																154	-0.1965153295089997	0.021848246701181788	136.0	2.971361551360723	94	-0.30370673142746035	0.011809856563049413	68	0.8030702462873601																																														218	-0.3458779125380745	0.03600334842620077	37.0	1.3321238917694285
28																					148	-0.18648240950244885	0.047964965762913155	113.0	5.420041131209186	129	-0.2352714074244465	0.027345013869422376	88.0	2.406361220509169																248	-0.19556659506720198	0.02250668433218004	136.0	3.0609090691764855	116	0.303460134564171	0.011882018576411673	68	0.8079772631959937																																														161	0.3416770475087406	0.038475037819238465	37.0	1.4235763993118231
29																										209	-0.23512614375273752	0.02744320492160202	88.0	2.415002033100978																51	0.19468638571115812	0.02313274384067642	136.0	3.1460531623319934	120	-0.29818679118278013	0.013519222295918402	68	0.9193071161224513																																														74	0.3403533245098638	0.039281851686968995	37.0	1.4534285124178528
30																										242	-0.23267081374518928	0.029148637914264457	88.0	2.5650801364552724																253	-0.19446113603438633	0.02329533767957838	136.0	3.1681659244226594	183	0.2980326740114125	0.01356986282870843	68	0.9227506723521732																																														253	0.3371065318654337	0.041319052188534884	37.0	1.5288049309757907
31																										276	-0.23263053798831415	0.029177343217713977	88.0	2.56760620315883																152	-0.19280039479628328	0.02452468034728155	136.0	3.335356527230291	240	0.29739470989701733	0.013781233492626969	68	0.9371238774986339																																														6	-0.3363177521427786	0.04182667180375494	37.0	1.5475868567389328
32																										30	-0.23238082279449718	0.02935585395470065	88.0	2.583315148013657																76	-0.1926068263347127	0.0246715199156745	136.0	3.355326708531732	200	-0.29723866154021067	0.013833365809912427	68	0.9406688750740451																																														190	-0.33534574563560954	0.042459136577901395	37.0	1.5709880533823517
33																										68	0.23210973281738337	0.029550688695539642	88.0	2.6004606052074886																173	-0.1922203351138967	0.024966963185004288	136.0	3.3955069931605832	65	0.29376553102993885	0.015038496183141799	68	1.0226177404536423																																														275	0.33435316566041356	0.04311294693390034	37.0	1.5951790365543126
34																										201	0.22871476155154202	0.03208464310391734	88.0	2.823448593144726																14	0.19172285691497626	0.025351701956367136	136.0	3.4478314660659306	107	-0.29278169612202615	0.015395876262362263	68	1.046919585840634																																														50	-0.33390879059232115	0.0434082803426031	37.0	1.6061063726763147
35																										70	-0.22851526725657367	0.03223906594092714	88.0	2.8370378028015883																142	0.19115781632670184	0.025794834328731704	136.0	3.5080974687075117	209	-0.2910303798001278	0.016050133274367676	68	1.0914090626570019																																														105	0.3334614383900538	0.04370724089758851	37.0	1.617167913210775
36																										107	0.22737210440883288	0.03313606975578478	88.0	2.9159741385090605																233	-0.19051784790945075	0.026304711363241678	136.0	3.5774407454008683	231	0.2904042573283776	0.01628976507569062	68	1.1077040251469623																																														247	-0.3314366473901818	0.045081246435511	37.0	1.668006118113907
37																										177	-0.22729253041372416	0.033199282490775445	88.0	2.9215368591882394																166	0.18967649694199137	0.02698811699834606	136.0	3.6703839117750645	5	-0.28915199110718687	0.01677826290928401	68	1.1409218778313128																																														112	0.33116183103866653	0.045270388830078286	37.0	1.6750043867128965
38																										44	0.22724426390187275	0.033237674268144966	88.0	2.924915335596757																98	-0.18944713589817455	0.02717702851172066	136.0	3.69607587759401	249	-0.2872561077898387	0.017541720880612427	68	1.1928370198816451																																														266	0.3306089742123354	0.0456528302278508	37.0	1.6891547184304796
39																										251	-0.2247705584086051	0.03525587329057131	88.0	3.102516849570275																272	0.18853721485959574	0.027937635739775788	136.0	3.7995184606095074	300	-0.28722187917288683	0.01755577346559873	68	1.1937925956607136																																														232	0.32967890251541015	0.04630208121247939	37.0	1.7131770048617374
40																										247	-0.22465731450396226	0.03535067157829453	88.0	3.1108590988899185																85	0.18707748873728075	0.02919571369948264	136.0	3.970617063129639	98	0.28703354442708173	0.017633267029924765	68	1.199062158034884																																														131	0.32854464870111316	0.04710390265884707	37.0	1.7428443983773416
41																										290	0.223365653549428	0.036447142949638356	88.0	3.2073485795681753																94	0.1867940258967756	0.029445527290979986	136.0	4.004591711573278	115	0.2869444276225886	0.017670037644518747	68	1.2015625598272748																																														241	0.3252638249410123	0.04948620030872013	37.0	1.8309894114226446
42																										211	0.2215531268148135	0.038033658528547024	88.0	3.346961950512138																22	0.186569768177354	0.029644449827373024	136.0	4.031645176522732	275	0.2864325298312979	0.017882526730322368	68	1.216011817661921																																																		
43																										73	-0.2206362257355489	0.03885795236934341	88.0	3.4194998085022204																139	0.18623294206386515	0.029945369892006135	136.0	4.072570305312834	232	0.28560695086036053	0.018229832830767442	68	1.2396286324921861																																																		
44																										97	-0.22054491265300236	0.038940853007106355	88.0	3.426795064625359																299	-0.18605405671176048	0.030106238718417038	136.0	4.094448465704717	284	0.2850625242993137	0.018462006730593648	68	1.2554164576803681																																																		
45																										120	0.22045271337249348	0.03902470789460961	88.0	3.4341742947256453																35	0.1841483543925328	0.031866071200598575	136.0	4.333785683281406	103	-0.28363422880592637	0.01908316262732365	68	1.297655058658008																																																		
