Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
она_PRON,0.13,0.01947,47,21.34,fpi_lex_описание.tsv
изобразить_VERB,-0.12,0.024,12,26.31,fpi_lex_описание.tsv
