Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
женщина_NOUN,0.12,0.03377,31,24.72,fpi_lex_описание.tsv
она_PRON,-0.11,0.04504,16,32.97,fpi_lex_описание.tsv
