Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
что_SCONJ,0.15,0.03113,19,17.59,big5_lex_повествование.tsv
на_ADP,0.15,0.03329,13,18.81,big5_lex_повествование.tsv
ты_PRON,0.14,0.04666,16,26.36,big5_lex_повествование.tsv
