Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
не_PART,-0.18,0.00403,12,1.34,big5_lex_описание.tsv
человек_NOUN,0.16,0.00971,14,3.23,big5_lex_описание.tsv
