Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
дочь_NOUN,-0.16,0.00787,14,9.25,big5_lex_описание.tsv
она_PRON,-0.16,0.01008,40,11.85,big5_lex_описание.tsv
на_ADP,0.15,0.01368,31,16.08,big5_lex_описание.tsv
а_CCONJ,-0.14,0.02381,16,27.98,big5_lex_описание.tsv
я_PRON,0.23,0.04827,15,56.72,big5_lex_рассуждение.tsv
