Word/Dim,T-Stat,P-value,Occ(м),Occ(ж),Occ,P-Bonferroni,Text
рождение_NOUN,-4.82,0.0,1,27,29,0.0,fpi_lex_повествование.tsv
ты_PRON,-3.31,0.00099,3,25,28,0.96,fpi_lex_повествование.tsv
пара_NOUN,-3.04,0.00257,0,11,11,2.48,fpi_lex_повествование.tsv
я_PRON,-3.17,0.00281,0,10,10,1.4,big5_lex_рассуждение.tsv
пройти_VERB,-2.28,0.02316,2,9,11,22.37,fpi_lex_повествование.tsv
не_PART,-2.17,0.03038,6,26,32,29.35,fpi_lex_повествование.tsv
но_CCONJ,-2.16,0.03147,2,12,14,30.4,fpi_lex_повествование.tsv
мой_DET,-2.07,0.03853,3,12,16,37.22,fpi_lex_повествование.tsv
каждый_DET,-2.03,0.04275,10,35,45,41.29,fpi_lex_повествование.tsv
