Word/Dim,T-Stat,P-value,Occ(м),Occ(ж),Occ,P-Bonferroni,Text
я_PRON,-3.12,0.00193,13,65,78,2.84,fpi_lex_повествование.tsv
очень_ADV,-2.89,0.00397,4,26,30,5.85,fpi_lex_повествование.tsv
и_CCONJ,-2.79,0.00541,13,48,61,7.98,fpi_lex_повествование.tsv
глаз_NOUN,-2.67,0.00817,0,9,10,12.03,fpi_lex_описание.tsv
они_PRON,-2.22,0.02735,1,10,11,40.28,fpi_lex_описание.tsv
о_ADP,-2.18,0.02954,2,11,13,43.51,fpi_lex_повествование.tsv
то_PRON,2.1,0.03814,9,4,13,37.26,big5_lex_описание.tsv
как_SCONJ,-2.06,0.03963,2,17,19,58.38,fpi_lex_повествование.tsv
