Word/Dim,T-Stat,P-value,Occ(м),Occ(ж),Occ,P-Bonferroni,Text
она_PRON,-3.53,0.00048,1,18,19,0.36,fpi_lex_описание.tsv
как_SCONJ,-2.49,0.01403,1,9,10,5.48,big5_lex_повествование.tsv
с_ADP,-2.19,0.02892,5,27,32,21.81,fpi_lex_повествование.tsv
и_CCONJ,-2.15,0.03278,2,14,16,12.82,big5_lex_описание.tsv
