Word/Dim,T-Stat,P-value,Occ(м),Occ(ж),Occ,P-Bonferroni,Text
сессия_NOUN,-3.7,0.00024,0,16,16,0.16,fpi_lex_повествование.tsv
очень_ADV,-3.24,0.00129,0,12,12,0.82,fpi_lex_повествование.tsv
мы_PRON,-2.53,0.01168,2,17,19,7.45,fpi_lex_повествование.tsv
очередь_NOUN,-2.14,0.03572,2,11,13,13.75,big5_lex_рассуждение.tsv
