Word/Dim,T-Stat,P-value,Occ(м),Occ(ж),Occ,P-Bonferroni,Text
я_PRON,-2.73,0.00647,6,27,33,3.32,fpi_lex_повествование.tsv
новый_ADJ,-2.18,0.02961,1,10,11,15.22,fpi_lex_повествование.tsv
