Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
написать_VERB,-0.13,0.00275,11,6.38,fpi_lex_повествование.tsv
следующий_ADJ,-0.12,0.00576,10,13.38,fpi_lex_повествование.tsv
но_CCONJ,0.11,0.0092,58,21.36,fpi_lex_повествование.tsv
так_ADV,0.11,0.01125,86,26.14,fpi_lex_повествование.tsv
ведь_SCONJ,0.09,0.03796,14,88.18,fpi_lex_повествование.tsv
друг_PRON,-0.09,0.03879,12,90.1,fpi_lex_повествование.tsv
вот_PART,0.09,0.03942,32,91.57,fpi_lex_повествование.tsv
интересный_ADJ,-0.09,0.0449,15,104.31,fpi_lex_повествование.tsv
думать_VERB,-0.08,0.04902,20,113.87,fpi_lex_повествование.tsv
