Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
человек_NOUN,-0.12,0.0058,17,11.89,fpi_lex_повествование.tsv
учиться_VERB,-0.11,0.01085,22,22.24,fpi_lex_повествование.tsv
надеяться_VERB,0.09,0.03496,25,71.64,fpi_lex_повествование.tsv
человек_NOUN,-0.11,0.04284,13,87.78,fpi_lex_описание.tsv
хотеться_VERB,0.08,0.0475,51,97.32,fpi_lex_повествование.tsv
