Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
по_ADP,-0.19,0.00071,11,1.05,fpi_lex_описание.tsv
но_CCONJ,-0.16,0.00361,24,5.32,fpi_lex_описание.tsv
все_PRON,-0.11,0.00836,12,12.32,fpi_lex_повествование.tsv
разный_ADJ,-0.14,0.00903,18,13.3,fpi_lex_описание.tsv
смотреть_VERB,-0.14,0.01157,17,17.05,fpi_lex_описание.tsv
но_CCONJ,0.09,0.0341,28,50.24,fpi_lex_повествование.tsv
на_ADP,-0.11,0.0451,29,66.43,fpi_lex_описание.tsv
сторона_NOUN,-0.11,0.04791,11,70.58,fpi_lex_описание.tsv
кстати_ADV,-0.08,0.04857,10,71.54,fpi_lex_повествование.tsv
