Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
на_ADP,-0.17,0.0019,52,3.76,fpi_lex_описание.tsv
с_ADP,-0.11,0.00858,23,16.93,fpi_lex_повествование.tsv
мочь_VERB,0.12,0.02418,16,47.68,fpi_lex_описание.tsv
к_ADP,-0.11,0.04005,19,78.97,fpi_lex_описание.tsv
