	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	еще_ADV	еще_ADV	еще_ADV	еще_ADV	еще_ADV	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
9	49	0.14619680400605192	0.03094595378507265	218.0	6.746217925145838						279	0.18512726510900435	0.0496400790418464	113.0	5.609328931728643						248	-0.24423814047534403	0.006705773295408129	122	0.8181043420397918																67	0.35085478460695857	0.021066830486966975	43.0	0.9058737109395799											230	-0.30864779622354854	0.03280809574004145	48.0	1.5747885955219894											113	0.2503376982577301	0.04429642875128704	65.0	2.8792678688336575					
10	94	0.14383575008800584	0.033791632234208266	218.0	7.366575827057402																225	-0.24306398201558457	0.006982592656264453	122	0.8518763040642632																24	-0.34906693863298477	0.021777402744872564	43.0	0.9364283180295203											262	0.303605138101972	0.03592364921995804	48.0	1.724335162557986											64	0.24895534504857678	0.04552141637390009	65.0	2.9588920643035057					
11	183	-0.14320914685123667	0.03458313959033706	218.0	7.539124430693479																269	0.240685006858476	0.007574707042534169	122	0.9241142591891686																214	0.3445815248724054	0.023648952457462555	43.0	1.0169049556708898											71	0.2922706555614578	0.04382234086070536	48.0	2.1034723613138575											196	-0.2487969290168408	0.04566356069260651	65.0	2.968131445019423					
12	288	-0.1426742272349209	0.03527122489496127	218.0	7.689127027101557																115	-0.24039432335958713	0.0076500212311894755	122	0.933302590205116																84	-0.3445801085609044	0.023649563978009117	43.0	1.016931251054392											291	-0.2885912031885869	0.046672200817875514	48.0	2.2402656392580247											14	0.24578176689323075	0.04843933386655785	65.0	3.14855670132626					
13	70	0.13623449805683205	0.04450621644002542	218.0	9.702355183925542																14	0.24000997570954713	0.007750620324247788	122	0.9455756795582302																95	0.3419003417749128	0.02483050530824972	43.0	1.067711728254738											137	0.2867467708702328	0.0481565079701585	48.0	2.3115123825676083																				
14	210	0.13620431772668876	0.044553860888646615	218.0	9.712741673724961																47	-0.23995849519253132	0.007764183330288797	122	0.9472303662952333																93	0.34072994479284635	0.025361496644277174	43.0	1.0905443557039185											198	0.2850187174737654	0.049581730969676614	48.0	2.3799230865444776																				
15	272	0.13538092231414506	0.045870301014822215	218.0	9.999725621231242																168	0.23957923256909955	0.00786475235203506	122	0.9594997869482773																171	-0.34051373638217597	0.02546061483931323	43.0	1.094806438090469											147	0.28481116175950455	0.04975519103245644	48.0	2.388249169557909																				
16	279	-0.1347056362043098	0.04697408701094065	218.0	10.240350968385062																2	0.23742300029494826	0.008458715228736896	122	1.0319632579059013																226	-0.34019532661649043	0.025607173361339865	43.0	1.1011084545376142																																			
17	81	0.13310844660459356	0.04967331364519182	218.0	10.828782374651817																267	-0.23572776344051596	0.008953154715510694	122	1.0922848752923047																227	-0.3399826223670375	0.02570546832827099	43.0	1.1053351381156524																																			
18																					51	0.23546291915913187	0.009032659468533598	122	1.1019844551610989																206	0.3398129060642316	0.0257841228429673	43.0	1.108717282247594																																			
19																					285	-0.23531311361959006	0.009077905310387383	122	1.1075044478672607																269	-0.33946708928098057	0.025945010763144313	43.0	1.1156354628152054																																			
20																					16	0.2342513902033509	0.009404343799448826	122	1.1473299435327566																42	-0.33771319382771264	0.02677391372457826	43.0	1.151278290156865																																			
21																					294	-0.2339555800646878	0.009497116191556926	122	1.1586481753699451																168	0.3371950146771736	0.027022979779185222	43.0	1.1619881305049646																																			
22																					49	0.23299956526423718	0.0098024771904064	122	1.1959022172295808																79	0.337048031109487	0.027093977845196012	43.0	1.1650410473434285																																			
23																					196	-0.23267861082671687	0.009906913012183688	122	1.20864338748641																173	0.33381524638555204	0.028695147556367945	43.0	1.2338913449238216																																			
24																					4	0.23130275052700563	0.010365778096331223	122	1.2646249277524093																14	0.33294406553024986	0.029139805637290614	43.0	1.2530116424034965																																			
25																					129	-0.23066437768574488	0.010584952637588442	122	1.29136422178579																167	-0.3328788587935083	0.029173316053810266	43.0	1.2544525903138415																																			
26																					262	0.229942202735221	0.010837796209265425	122	1.3222111375303818																122	-0.3322992012586553	0.02947261367417338	43.0	1.2673223879894553																																			
27																					29	0.2293307783843776	0.011055992589690544	122	1.3488310959422463																288	0.3322309152941172	0.029508038931845143	43.0	1.2688456740693412																																			
28																					274	0.22840017953162875	0.011395487979636113	122	1.3902495335156058																238	0.3321021573448068	0.029574931643765425	43.0	1.2717220606819133																																			
29																					105	-0.22808101390296007	0.011514010408777777	122	1.4047092698708887																229	-0.3304969900429505	0.030419443708173413	43.0	1.3080360794514567																																			
30																					200	0.22772304337302046	0.011648227029948988	122	1.4210836976537766																106	-0.3291533249451923	0.031141618221710833	43.0	1.3390895835335659																																			
31																					256	0.2275884367524032	0.01169904956814719	122	1.4272840473139572																88	0.3278386790420823	0.03186184675371062	43.0	1.3700594104095567																																			
32																					297	0.22749219749659377	0.01173550496916164	122	1.4317316062377201																62	-0.3274363781227207	0.03208497460858236	43.0	1.3796539081690415																																			
33																					163	-0.2272086004707988	0.011843510641710443	122	1.444908298288674																199	-0.32668552162851283	0.03250487018299668	43.0	1.3977094178688572																																			
34																					22	0.2269606302989072	0.011938660339041798	122	1.4565165613630995																243	0.3248111134842312	0.033572888237901874	43.0	1.4436341942297806																																			
35																					186	-0.22608030725264847	0.012281879164078724	122	1.4983892580176044																70	-0.32478743899946455	0.033586560261161476	43.0	1.4442220912299435																																			
36																					93	-0.22596739728961676	0.012326518899700918	122	1.5038353057635119																222	0.32351789483811255	0.03432646553890102	43.0	1.476038018172744																																			
37																					223	0.22521932487919982	0.01262587539956624	122	1.5403567987470812																252	-0.32096445708073146	0.035855264925125495	43.0	1.5417763917803964																																			
38																					209	0.22490112718803684	0.012755122921627091	122	1.556124996438505																37	-0.32001832424577953	0.0364357405551506	43.0	1.5667368438714757																																			
39																					108	0.22351170777697638	0.013333126892778662	122	1.6266414809189969																49	-0.3187566192228508	0.03722180057129081	43.0	1.6005374245655049																																			
40																					146	-0.2226941880063667	0.013683793573990436	122	1.6694228160268332																125	0.31870976625412983	0.03725125614577135	43.0	1.601804014268168																																			
41																					208	0.22216856601232696	0.013913478406231515	122	1.697444365560245																217	-0.3185673667651447	0.037340897284439546	43.0	1.6056585832309005																																			
42																					39	-0.22197586300160163	0.013998523231157594	122	1.7078198342012265																23	-0.3174246923438961	0.03806663460944836	43.0	1.6368652882062795																																			
43																					106	-0.2211769507906147	0.014355954959995781	122	1.7514265051194853																210	-0.31702147105298145	0.03832546910571508	43.0	1.6479951715457486																																			
44																					288	-0.2211018255260299	0.014389971166848568	122	1.7555764823555253																39	0.3162174044333367	0.03884591306735888	43.0	1.6703742618964317																																			
45																					204	-0.22079423403568477	0.014529979598997695	122	1.7726575110777187																201	0.31404739693975453	0.040279389714316376	43.0	1.732013757715604																																			
46																					260	-0.22046769453016826	0.01467990910055733	122	1.7909489102679943																89	-0.3101149786691573	0.04298701741613151	43.0	1.8484417488936549																																			
47																					155	-0.22044674535149691	0.01468957364249523	122	1.792127984384418																258	-0.3078673696555073	0.044599935941674274	43.0	1.9177972454919938																																			
48																					97	0.22032618567796886	0.014745299472108318	122	1.7989265355972148																267	0.3067513959339359	0.045418845008584875	43.0	1.9530103353691497																																			
49																					238	-0.22011849145385542	0.01484173270079643	122	1.8106913894971643																143	0.30582318615525006	0.04610922791178798	43.0	1.9826968002068832																																			
50																					25	0.219414641515052	0.015172625281480702	122	1.8510602843406456																162	0.3041414094259391	0.04738175810462263	43.0	2.0374155984987734																																			
51																					134	0.21927312204033872	0.015239925216330193	122	1.8592708763922836																																																							
52																					164	-0.21888108630936745	0.015427715775410064	122	1.8821813246000278																																																							
53																					254	0.21853734288390825	0.015594025108176675	122	1.9024710631975543																																																							
54																					8	-0.21825212416646878	0.0157331993075175	122	1.9194503155171352																																																							
55																					281	-0.21683777509151636	0.016439392577375533	122	2.005605894439815																																																							
56																					249	0.21528055151898423	0.017248570218186907	122	2.1043255666188028																																																							
57																					284	-0.21387738160343842	0.0180070170938262	122	2.1968560854467967																																																							
58																					283	-0.21319954917204642	0.018383620182860737	122	2.24280166230901																																																							
59																					121	-0.21286890839036632	0.018569781087547463	122	2.2655132926807906																																																							
60																					211	-0.2127459863247507	0.018639404129751493	122	2.274007303829682																																																							
61																					136	0.2115521641869892	0.019327398223224868	122	2.357942583233434																																																							
62																					85	0.21110880007647567	0.01958842964616088	122	2.3897884168316272																																																							
63																					88	-0.21069465064299242	0.01983500189104891	122	2.419870230707967																																																							
64																					235	-0.21057622821295177	0.019905997167871104	122	2.428531654480275																																																							
65																					231	-0.21043098968773738	0.019993367899803563	122	2.4391908837760345																																																							
66																					253	-0.2104229499190241	0.019998214000221046	122	2.4397821080269675																																																							
67																					295	-0.20978004388570864	0.020389027618630477	122	2.487461369472918																																																							
68																					299	-0.20927586250239552	0.020700097767544563	122	2.5254119276404365																																																							
69																					170	-0.2091778685018494	0.02076103004646945	122	2.532845665669273																																																							
70																					63	-0.2090454942329066	0.020843584928779926	122	2.542917361311151																																																							
71																					162	-0.20898460943290922	0.020881650340130134	122	2.5475613414958764																																																							
72																					66	0.20896861823609011	0.020891658012225613	122	2.548782277491525																																																							
73																					86	-0.20823935335446714	0.021352456728892334	122	2.604999720924865																																																							
74																					48	0.2081378896136315	0.021417255860173415	122	2.6129052149411565																																																							
75																					44	-0.2075344171209474	0.0218061633986102	122	2.6603519346304445																																																							
76																					84	0.2074744279070667	0.021845152945111038	122	2.6651086593035465																																																							
77																					130	-0.20733075358075254	0.021938776609654934	122	2.676530746377902																																																							
78																					153	0.20652717376149668	0.022468800084395883	122	2.741193610296298																																																							
79																					179	0.20649212280601084	0.022492166942283925	122	2.7440443669586387																																																							
80																					265	0.20622097678685897	0.022673633284055604	122	2.766183260654784																																																							
81																					175	-0.20541167639148622	0.02322275227123113	122	2.8331757770901977																																																							
82																					296	-0.20527884108025118	0.023313963066358925	122	2.8443034940957888																																																							
83																					272	0.20521047174942542	0.023361028156151386	122	2.850045435050469																																																							
84																					91	-0.20515224212616037	0.023401177318245498	122	2.8549436328259508																																																							
85																					65	-0.2046598275713865	0.023743066665287575	122	2.896654133165084																																																							
86																					132	-0.2035158061488975	0.024553929556777626	122	2.9955794059268706																																																							
87																					181	0.2024395786100203	0.025338253182225882	122	3.0912668882315577																																																							
88																					286	0.2016199967333236	0.025949810022996542	122	3.1658768228055783																																																							
89																					189	-0.20113069228649946	0.0263208933520332	122	3.2111489889480502																																																							
90																					59	-0.20101065321985004	0.026412618263356027	122	3.2223394281294353																																																							
91																					289	-0.20068281256297543	0.02666452025432047	122	3.2530714710270976																																																							
92																					138	0.20055648898638598	0.026762128490755863	122	3.2649796758722154																																																							
93																					114	0.2002371579482823	0.027010230035698017	122	3.295248064355158																																																							
94																					214	0.20001451584545224	0.02718436758934263	122	3.316492845899801																																																							
95																					228	-0.1999500459135907	0.027234970451090072	122	3.322666395032989																																																							
96																					12	-0.19984668422249696	0.027316267196271185	122	3.3325845979450848																																																							
97																					50	0.1990647298644661	0.027938020027805825	122	3.4084384433923107																																																							
98																					6	-0.19896870941965383	0.028015192499517307	122	3.4178534849411113																																																							
99																					102	-0.19725294915290878	0.029425053073830778	122	3.589856475007355																																																							
100																					58	-0.19707159450992043	0.029577536194584548	122	3.608459415739315																																																							
101																					19	-0.19682064290445858	0.029789642850813414	122	3.6343364277992367																																																							
102																					1	0.1966664431947383	0.02992061333762126	122	3.650314827189794																																																							
103																					101	0.19662792573391163	0.029953404569974865	122	3.6543153575369334																																																							
104																					81	0.19662119688264276	0.029959136199984616	122	3.655014616398123																																																							
105																					300	0.19646197397791648	0.030095034019656908	122	3.6715941503981426																																																							
106																					216	-0.19609319662691865	0.030411798121570667	122	3.7102393708316215																																																							
107																					68	-0.19549172484284516	0.030934503780571505	122	3.7740094612297237																																																							
108																					293	0.19505372137368573	0.03131992279061805	122	3.8210305804554023																																																							
109																					36	-0.19472688445244504	0.03161016490492606	122	3.8564401184009793																																																							
110																					257	0.19352506553042986	0.032697083931069106	122	3.989044239590431																																																							
111																					247	0.19336341754339256	0.03284566095711268	122	4.007170636767747																																																							
112																					250	0.19290772219160568	0.03326758431839356	122	4.058645286844014																																																							
113																					94	0.19288603760099546	0.033287775463460186	122	4.061108606542143																																																							
114																					110	-0.19270009727019036	0.03346133526981192	122	4.082282902917054																																																							
115																					157	0.1920924470998558	0.034033866154579734	122	4.1521316708587275																																																							
116																					174	-0.19182184059747917	0.03429148155409744	122	4.183560749599888																																																							
117																					9	-0.19139143437994238	0.034704614055120736	122	4.23396291472473																																																							
118																					98	0.1910848567969467	0.03500144067267558	122	4.270175762066421																																																							
119																					90	-0.19081399263947527	0.0352654677182839	122	4.302387061630636																																																							
120																					60	-0.19004742905045172	0.03602179396247363	122	4.394658863421783																																																							
121																					232	-0.18989148375951512	0.03617731663362352	122	4.41363262930207																																																							
122																					185	-0.18964248268852635	0.03642681442328982	122	4.444071359641359																																																							
123																					203	-0.1887954374332412	0.037286415413417	122	4.548942680436874																																																							
124																					169	-0.18853054522704882	0.03755870889550592	122	4.582162485251723																																																							
125																					197	0.18809505904507226	0.038009993506040625	122	4.6372192077369565																																																							
126																					46	0.1879616685336299	0.03814913075139391	122	4.654193951670057																																																							
127																					199	0.18753898068654798	0.0385928563733292	122	4.7083284775461625																																																							
128																					33	0.18723681939583106	0.038912704428146185	122	4.747349940233835																																																							
129																					207	0.18665518909849932	0.03953464094400531	122	4.8232261951686475																																																							
130																					239	0.18466270720946473	0.041728700821589915	122	5.0909015002339695																																																							
131																					116	-0.18436706828016872	0.04206276137569796	122	5.131656887835152																																																							
132																					263	-0.18364893393373016	0.042883541484496024	122	5.231792061108515																																																							
133																					291	-0.18236227278384265	0.044387542204004156	122	5.415280148888507																																																							
134																					41	-0.1820729923624078	0.04473167084576926	122	5.45726384318385																																																							
135																					143	0.1820293083347388	0.04478383007209885	122	5.46362726879606																																																							
136																					23	0.18191476807441034	0.044920833019091305	122	5.480341628329139																																																							
137																					261	0.18164409152248615	0.04524597975728063	122	5.520009530388237																																																							
138																					7	0.1807151158993565	0.04637683420236301	122	5.657973772688287																																																							
139																					119	0.18040187996528448	0.046763397577775555	122	5.705134504488617																																																							
140																					111	-0.1784392377227009	0.04924688273359754	122	6.0081196934989																																																							
