	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
9						69	-0.19896989700755965	0.002904403461722899	222.0	0.6447775685024836	203	-0.13589471823601784	0.008325564791872393	376	3.13041236174402						38	-0.16223480997806003	0.03195161317882784	175.0	5.591532306294872											77	0.12578614442118008	0.028319054944060968	304.0	8.608992702994534	289	-0.20856687241614344	0.03109454783177369	107.0	3.327116617999785						245	-0.17656200708587333	0.0397606426088443	136.0	5.4074473948028245	64	-0.1930360207022264	0.02717161696196829	131.0	3.5594818220178457					
10						295	0.1915917342920937	0.004168416168856826	222.0	0.9253883894862155	182	-0.13587175671729057	0.008336621468153045	376	3.134569672025545						282	0.1620476479168561	0.032152659247632186	175.0	5.626715368335632											129	0.12413068672787102	0.030483430528391333	304.0	9.266962880630965	98	0.20710240236642016	0.03232367690463101	107.0	3.458633428795518						219	0.17653533054327694	0.03979106327551699	136.0	5.411584605470311	259	-0.19295426188447962	0.02723800950172339	131.0	3.568179244725764					
11						283	-0.1908995272938983	0.004309366373878733	222.0	0.9566793350010787	118	-0.135378662360517	0.008577240092170493	376	3.2250422746561056						134	0.16019945064768343	0.034196312277703006	175.0	5.984354648598026											61	0.12325365384709198	0.03168631056389491	304.0	9.632638411424054	212	-0.20277331471329277	0.03619943644225224	107.0	3.87333969932099						168	0.1754981801787701	0.04098900874994257	136.0	5.574505189992189	124	0.19215817939385824	0.02789173505443924	131.0	3.6538172921315404					
12						159	0.1905083216791348	0.004390910064767857	222.0	0.9747820343784643	58	-0.13536990457519923	0.0085815690103289	376	3.2266699478836665						112	-0.155759812808012	0.039559238104322485	175.0	6.922866668256435											212	0.12120805134025461	0.034650212523133384	304.0	10.533664607032549	292	0.1996164409516091	0.039265761048400565	107.0	4.20143643217886						176	0.17497405131509833	0.04160579808648845	136.0	5.658388539762429	25	0.1902667713617538	0.029498727814474546	131.0	3.8643333436961655					
13						34	-0.1897409107770754	0.004554917065034774	222.0	1.0111915884377198	209	0.1350431100530523	0.008744498480421112	376	3.287931428638338						208	0.15518445077733892	0.04030347458352063	175.0	7.0531080521161105											225	0.12081999595754647	0.03523828295769448	304.0	10.712438019139123	14	0.19882268362382263	0.04007006191710623	107.0	4.287496625130366						115	-0.1720062105962569	0.04524664688971728	136.0	6.15354397700155	34	-0.18989391522221305	0.02982463418176908	131.0	3.9070270778117497					
14						170	0.18768798721433907	0.005021083244582424	222.0	1.114680480297298	141	0.13346762177637464	0.00956924472721878	376	3.598036017434261						132	0.15178696993860843	0.044942020895680675	175.0	7.864853656744118											39	-0.11922569392738598	0.03774406556792876	304.0	11.474195932650343	35	-0.1970685052164999	0.041896481788376586	107.0	4.482923551356294						83	0.1690161559473226	0.0491795000605387	136.0	6.688412008233263	5	0.1892036642786524	0.03043604691702606	131.0	3.987122146130414					
15						272	-0.1875238602453332	0.0050601404207064205	222.0	1.1233511733968253	52	-0.13345441216227155	0.009576442342479763	376	3.6007423207723908						3	0.15164035803030335	0.045151838872783755	175.0	7.901571802737157											218	-0.11547517175655438	0.044239041504189516	304.0	13.448668617273613	95	-0.1961249404892274	0.04290729331471124	107.0	4.591080384674103											278	0.1888448534202158	0.030758057171632755	131.0	4.029305489483891					
16						30	0.1868594119167817	0.005221061005495362	222.0	1.1590755432199704	210	0.13288806367985315	0.009889589865114908	376	3.7184857892832053						14	-0.14846121146875946	0.04990675938948372	175.0	8.733682893159651											103	-0.11435278871517314	0.046356291555954776	304.0	14.092312633010252	255	-0.19606166744083753	0.04297579650391002	107.0	4.598410225918372											51	0.1886252051677	0.030956600714046288	131.0	4.055314693540064					
17						251	-0.18665913056712996	0.005270459158063753	222.0	1.1700419330901533	90	-0.1326158001363529	0.010043339573388845	376	3.776295679594206																					74	0.11420246395305113	0.046646205265687954	304.0	14.180446400769139	261	-0.19546793861800132	0.0436230527425635	107.0	4.667666643454295											37	0.18799084640829064	0.0315361222420837	131.0	4.131232013712965					
18						64	-0.18575530228820952	0.005498638095818321	222.0	1.2206976572716672	121	-0.1324804514389429	0.010120558302680972	376	3.8053299218080454																					59	0.11355934490118139	0.04790371158585515	304.0	14.562728322099966																41	-0.18741686051175976	0.032068389502543024	131.0	4.2009590248331365					
19						240	-0.18378134075490785	0.006028033963430565	222.0	1.3382235398815854	176	0.13224613780962965	0.010255483603979954	376	3.8560618350964626																																									138	-0.18730323476597646	0.032174654034210055	131.0	4.214879678481517					
20						172	-0.18265028526218574	0.006351512867072555	222.0	1.4100358564901072	287	0.13154312812059377	0.010669918060324081	376	4.011889190681854																																									202	-0.18711751395845608	0.03234898503612992	131.0	4.2377170397330195					
21						42	-0.18069723350205963	0.0069467559093310234	222.0	1.5421798118714871	139	0.1311317546989235	0.010919248375431295	376	4.105637389162167																																									68	0.18707132583128597	0.03239246453445371	131.0	4.243412854013436					
22						90	0.18003541000179496	0.007159472404467949	222.0	1.5894028737918846	25	0.13074211933146365	0.011160144698017325	376	4.196214406454514																																									216	-0.18582228192919725	0.033587160374906874	131.0	4.399918009112801					
23						273	0.17649398164933827	0.008399415706725373	222.0	1.8646702868930327	109	0.13035701239493128	0.011402849035631947	376	4.287471237397612																																									191	-0.18518921361956903	0.03420677165614699	131.0	4.481087086955255					
24						178	-0.1729266601221804	0.009837734142088205	222.0	2.1839769795435813	300	0.12947067474085236	0.011979250393839343	376	4.504198148083593																																									299	-0.18498810992305104	0.03440560997025152	131.0	4.50713490610295					
25						85	-0.17275288429726232	0.009913058564084963	222.0	2.200699001226862	239	0.12862216892105408	0.012554998260958565	376	4.720679346120421																																									27	0.18490783542716285	0.03448525229243867	131.0	4.517568050309466					
26						223	-0.17191247577590538	0.01028458736086624	222.0	2.283178394112305	238	-0.12854109526022037	0.012611267037054065	376	4.741836405932329																																									265	0.18475367514227278	0.03463863507854856	131.0	4.537661195289861					
27						118	0.17147284929052006	0.010483799111254887	222.0	2.327403402698585	79	-0.12793142584711628	0.01304157566578146	376	4.903632450333829																																									161	0.18462555404376232	0.03476654783040987	131.0	4.554417765783692					
28						177	-0.17103985697985885	0.010683329478122077	222.0	2.371699144143101	22	0.12756151465171925	0.01330892018648932	376	5.004153990119985																																									197	0.18460005034863836	0.03479205757322523	131.0	4.557759542092505					
29						80	0.17060556463456775	0.010886820260914021	222.0	2.416874097922913	173	-0.1274006943672819	0.013426646173827654	376	5.048418961359198																																									1	0.18385322375350174	0.035546096056240956	131.0	4.656538583367565					
30						120	-0.17057545637788546	0.010901053685905934	222.0	2.4200339182711175	254	0.1272226298327726	0.013558063951012429	376	5.097832045580673																																									113	0.18360655907539686	0.03579815026612568	131.0	4.689557684862463					
31						89	-0.16960165796827625	0.011370353884467988	222.0	2.5242185623518933	155	-0.1267099429570185	0.013942786418524682	376	5.24248769336528																																									293	0.18341133754301905	0.03599870375727705	131.0	4.715830192203293					
32						189	0.1676925567272944	0.012342350806911392	222.0	2.7400018791343292	233	-0.12622483207203683	0.014315620411583374	376	5.382673274755349																																									287	0.1821849740325655	0.0372803344197522	131.0	4.883723808987538					
33						169	0.16598795360449076	0.013271247925398489	222.0	2.9462170394384644	36	-0.12603318931468147	0.014465304755186693	376	5.438954587950197																																									133	0.18174068125264392	0.03775402472435556	131.0	4.945777238890578					
34						49	-0.16595321140195538	0.013290801770242023	222.0	2.950557992993729	230	-0.12585533589468295	0.014605446849837724	376	5.491648015538984																																									15	0.18167253420459886	0.03782712656727948	131.0	4.955353580313612					
35						253	0.16515931241059956	0.013744575183952267	222.0	3.0512956908374034	262	0.12579988071005585	0.01464938666917608	376	5.508169387610206																																									44	-0.18123103702516838	0.03830361214310406	131.0	5.017773190746632					
36						100	-0.16508242232773251	0.013789237197310669	222.0	3.0612106578029685	1	0.12577391061933135	0.014670003898114847	376	5.515921465691182																																									71	0.18096748591781134	0.038590445797146794	131.0	5.05534839942623					
37						185	0.16493320767712802	0.013876272611165752	222.0	3.0805325196787967	108	0.1255919904090222	0.0148151429462001	376	5.570493747771238																																									209	0.1809226123912232	0.038639462807228235	131.0	5.061769627746899					
38						86	0.164738612713094	0.013990501419546041	222.0	3.105891315139221	268	-0.12553954724306615	0.014857216345347087	376	5.586313345850505																																									136	0.18063304376310108	0.03895702827584782	131.0	5.103370704136065					
39						82	0.16381963070324088	0.014541161254861434	222.0	3.2281377985792385	153	0.12543350779915272	0.014942608730017742	376	5.618420882486671																																									170	0.18057636783723308	0.03901943959415035	131.0	5.111546586833696					
40						110	0.1636288706930579	0.014657815625739812	222.0	3.2540350689142383	228	-0.12528037812566617	0.015066682271827246	376	5.665072534207044																																									125	0.18018002445786288	0.039458241358897826	131.0	5.169029618015616					
41						91	0.16285543691465523	0.015139225268966447	222.0	3.3609080097105513	193	0.12525944266607258	0.015083715292141519	376	5.671476949845211																																									48	0.17986294767575367	0.03981225915370317	131.0	5.215405949135115					
42						179	-0.16245922139963476	0.015391156945187555	222.0	3.4168368418316373	158	0.12508608641687893	0.015225407598447179	376	5.724753257016139																																									261	0.17939657812226917	0.040337800394409117	131.0	5.2842518516675945					
43						14	-0.16207621950909473	0.015638162748628608	222.0	3.471672130195551	192	0.12474737658534113	0.015505622935963364	376	5.830114223922225																																									9	-0.17892853973551504	0.04087105502698016	131.0	5.3541082085344005					
44						32	0.16175370578280038	0.01584883782164943	222.0	3.5184419964061733	295	-0.12439833125328353	0.015799108008368864	376	5.940464611146693																																									187	-0.17885353214721456	0.04095706061017448	131.0	5.365374939932856					
45						66	-0.16154668337244163	0.01598537331206381	222.0	3.548752875278166	281	-0.12414526466899904	0.016014924116944232	376	6.021611467971031																																									74	-0.17883582710814672	0.04097738374684985	131.0	5.3680372708373305					
46						125	-0.16122104957599645	0.016202213920941108	222.0	3.596891490448926	77	-0.12411929438284827	0.01603721704509306	376	6.029993608954991																																									150	0.17876345247172487	0.04106054847702566	131.0	5.378931850490361					
47						266	0.1607903292235644	0.016492973142779407	222.0	3.6614400376970284	120	0.12411049735301262	0.01604477458549904	376	6.0328352441476385																																									195	-0.17855603838519046	0.04129966846957867	131.0	5.410256569514806					
48						79	0.1599597615782966	0.017066523193276836	222.0	3.7887681489074576	70	0.12329121324263043	0.016762433926902003	376	6.3026751565151535																																									106	-0.17799720624197435	0.04194973279953028	131.0	5.495414996738466					
49						244	0.1597539068028337	0.017211336100571004	222.0	3.8209166143267628	189	-0.12311772812587757	0.016917951214999238	376	6.3611496568397135																																									227	0.17790434812186504	0.04205857531462702	131.0	5.5096733662161395					
50						209	-0.1597164464077316	0.017237803220077504	222.0	3.826792314857206	50	0.12245854337634503	0.01752042276976712	376	6.587678961432436																																									221	0.17785243860077293	0.04211952327514119	131.0	5.517657549043496					
51						122	0.15960143903587795	0.017319281717235475	222.0	3.844880541226275	143	0.12167989037011928	0.018256146273514805	376	6.8643109988415665																																									36	-0.1778274883721151	0.04214884408614643	131.0	5.521498575285182					
52						201	-0.15882108636881123	0.0178810448543123	222.0	3.9695919576573306	116	-0.12108104879782944	0.01884015990602349	376	7.083900124664833																																									96	0.1777368944983224	0.04225545101130772	131.0	5.535464082481311					
53						280	0.15767589475896535	0.018734136468948375	222.0	4.15897829610654	14	0.1205235168879956	0.01939844843185948	376	7.293816610379165																																									175	-0.17759804878657987	0.042419276078904174	131.0	5.5569251663364465					
54						225	0.1575210242586985	0.018852176716470773	222.0	4.185183231056512	200	0.12015355871777848	0.01977680633211898	376	7.436079180876736																																									233	-0.1775669343609653	0.04245606094760369	131.0	5.561743984136083					
55						71	0.15668181787457222	0.019503107761677112	222.0	4.329689923092319	171	0.11971104385348136	0.020237783909228667	376	7.6094067498699784																																									79	-0.17743250853239184	0.04261529177883917	131.0	5.582603223027932					
56						243	-0.15630980353382457	0.01979784335994616	222.0	4.395121225908047	17	-0.11963368673418383	0.020319320178226765	376	7.640064387013264																																									110	-0.1773778940578296	0.042680126445274656	131.0	5.59109656433098					
57						262	-0.15597107342769917	0.020069560714127965	222.0	4.455442478536408	112	-0.11924155102736755	0.020737045889593738	376	7.7971292544872455																																									268	-0.17729603986793033	0.04277745262586151	131.0	5.603846293987858					
58						83	0.15591512859500375	0.020114747316209727	222.0	4.46547390419856	232	0.11871945338926546	0.021304774235671068	376	8.010595112612322																																									210	0.1771617717904999	0.042937501468773044	131.0	5.624812692409269					
59						235	-0.1547923267585492	0.02104045879520987	222.0	4.670981852536592	208	0.1185814573164847	0.02145706524038063	376	8.067856530383116																																									200	0.17714296816370534	0.042959955457231636	131.0	5.627754164897344					
60						241	0.1542262825034315	0.021520963058291806	222.0	4.777653798940781	124	0.1183127747253015	0.021756290709525335	376	8.180365306781527																																									288	-0.17711061440582793	0.04299861303276108	131.0	5.632818307291701					
61						250	-0.15388584828476842	0.021814497021915957	222.0	4.842818338865342	277	0.11829674589030872	0.021774255413685398	376	8.187120035545709																																									162	-0.17709539056743756	0.04301681314038849	131.0	5.635202521390893					
62						130	0.15381121537629966	0.021879308509365546	222.0	4.857206489079151	205	-0.11813420764145201	0.02195715152685366	376	8.255888974096976																																									224	0.17707478832679754	0.04304145337747756	131.0	5.6384303924495605					
63						60	0.15369733094562002	0.021978526833918932	222.0	4.879232957130003	66	0.11800430512012804	0.02210427995171258	376	8.311209261843931																																									153	0.17699325762165105	0.04313907960668421	131.0	5.651219428475631					
64						191	-0.15354703387873225	0.022110063460830855	222.0	4.90843408830445	292	0.1177206783109839	0.02242848837860273	376	8.433111630354626																																									19	-0.17667291732683205	0.04352445310609	131.0	5.701703356897791					
65						160	-0.15271985056133047	0.022846231973082252	222.0	5.07186349802426	216	-0.11758651163607442	0.02258328089542907	376	8.49131361668133																																									236	-0.17665297772864538	0.04354853541128308	131.0	5.704858138878084					
66						168	-0.1526506502370433	0.022908765923575745	222.0	5.085746035033815	186	-0.11677187126059216	0.02354315555437465	376	8.852226488444868																																									296	-0.17663050462676616	0.04357569092048928	131.0	5.708415510584096					
67						9	0.1521227388120935	0.02339070005164457	222.0	5.192735411465095	10	-0.11642522854418434	0.023962173016478915	376	9.009777054196071																																									13	-0.17650139941826073	0.04373196998815141	131.0	5.7288880684478345					
68						108	-0.15176430382365078	0.02372287766655995	222.0	5.2664788419763084	267	-0.11633116746554151	0.0240769780308945	376	9.052943739616332																																									63	-0.17643480429365274	0.04381276465421518	131.0	5.739472169702188					
69						54	-0.1503360278349395	0.0250872025300942	222.0	5.569358961680913	282	0.11617849874579066	0.024264327045065984	376	9.12338696894481																																									77	-0.17642465322274728	0.043825091090543535	131.0	5.741086932861203					
70						164	0.1500841623764026	0.025334659936078013	222.0	5.624294505809319	169	-0.11617367432511208	0.024270267840791587	376	9.125620708137637																																									118	-0.17641944393304942	0.04383141784996306	131.0	5.741915738345162					
71						97	-0.14973684567282097	0.025679337337186126	222.0	5.70081288885532	136	0.11616837059320152	0.02427680030981893	376	9.128076916491917																																									83	-0.17628018729557995	0.04400082984102918	131.0	5.764108709174823					
72						146	-0.1497292443114823	0.02568692576075489	222.0	5.7024975188875855	221	-0.11602281092789679	0.024456675822032363	376	9.19571010908417																																									127	-0.1762596585909195	0.04402585008212691	131.0	5.767386360758625					
73						258	-0.14906969528019293	0.026352728845364368	222.0	5.8503058036708895	96	-0.11596995317741114	0.02452227894705316	376	9.220376884091989																																									253	-0.17606034927538206	0.04426938452020242	131.0	5.799289372146517					
74						173	0.1489149739987729	0.026511044579654156	222.0	5.8854518966832226	177	0.11565359192721039	0.024918106230423433	376	9.36920794263921																																									198	0.17584776601651392	0.044530375618198996	131.0	5.8334792059840685					
75						62	-0.1488723070347987	0.0265548460524929	222.0	5.895175823653424	183	-0.11561039348695824	0.02497258089280758	376	9.38969041569565																																									231	-0.17571223393362925	0.04469743882156746	131.0	5.855364485625337					
76						228	0.14772330923493895	0.027757964554449385	222.0	6.162268131087764	290	-0.11542757908921829	0.02520425439965946	376	9.476799654271957																																									219	0.17482806458747166	0.04580017685988354	131.0	5.999823168644744					
77						102	0.14766165850373522	0.027823817993639987	222.0	6.176887594588077	78	-0.11539641025295996	0.025243937765646023	376	9.491720599882905																																									111	-0.1747376998474909	0.04591414488861406	131.0	6.014752980408442					
78						282	-0.1469455416846944	0.02859860663534059	222.0	6.348890673045611	164	-0.11522265567129925	0.02546614610349445	376	9.575270934913913																																									154	-0.17439911540080627	0.04634326920138922	131.0	6.070968265381987					
79						7	-0.14678323491519144	0.02877675423991625	222.0	6.388439441261408	53	-0.11496008661173174	0.025805133544223126	376	9.702730212627895																																									251	0.17425913184266956	0.04652165779851399	131.0	6.094337171605333					
80						230	0.14673876840460412	0.028825725889170976	222.0	6.399311147395957	44	-0.11495563534494949	0.025810913654394193	376	9.704903534052217																																									92	0.17413655201774142	0.04667833664627898	131.0	6.114862100662546					
81						113	-0.14662453983807006	0.028951854334225317	222.0	6.42731166219802	299	-0.11492266235743129	0.02585376485271673	376	9.72101558462149																																									35	0.17410122745392315	0.04672356910595313	131.0	6.12078755287986					
82						256	-0.14645181325806483	0.029143470887893992	222.0	6.469850537112467	185	-0.11492246894423089	0.02585401639024849	376	9.721110162733432																																									188	-0.17406051554191831	0.04677574517812389	131.0	6.12762261833423					
83						1	-0.1459651253013003	0.029689224594905684	222.0	6.591007860069062	179	0.11486556187332606	0.025928116714508467	376	9.748971884655184																																									190	0.17402962397471666	0.046815367897087054	131.0	6.132813194518404					
84						192	-0.14583869808768446	0.02983241529468032	222.0	6.622796195419031	51	0.1146428263834676	0.026219908445451676	376	9.85868557548983																																									300	0.17397939099695228	0.04687985825080302	131.0	6.141261430855196					
85						181	-0.14531234124173192	0.03043491892961525	222.0	6.756552002374586	103	0.11452641883444233	0.026373528184843884	376	9.9164465975013																																									283	0.17394000830212897	0.046930470385925405	131.0	6.147891620556228					
86						292	-0.14520065228916995	0.030564092213525382	222.0	6.785228471402635	159	-0.11433986793070106	0.026621329362640753	376	10.009619840352924																																									61	-0.17387403288015102	0.047015359609185604	131.0	6.1590121088033145					
87						50	-0.14417091122388156	0.03177722180779027	222.0	7.054543241329439	154	-0.11392263268320939	0.027182814597120006	376	10.220738288517122																																									137	0.17364622280621775	0.047309460206061166	131.0	6.1975392869940125					
88						93	0.14406851471971915	0.03190006548571583	222.0	7.0818145378289135	231	-0.11379286233249084	0.02735951274154833	376	10.287176790822171																																									2	0.17362140957327232	0.04734158599002287	131.0	6.201747764692995					
