	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
89						157	0.14338922578164318	0.03272528033810912	222.0	7.265012235060224	20	0.11317491155678173	0.028214531230319875	376	10.608663742600273																																									178	0.17356305780246248	0.04741720569822388	131.0	6.211653946467328					
90						274	0.14193488191845335	0.03455324800724064	222.0	7.670821057607422	198	0.11279529792998307	0.02875106906553803	376	10.8104019686423																																									168	0.1735066269144237	0.047490431529392974	131.0	6.22124653035048					
91						119	0.14092361432748793	0.03587476402875468	222.0	7.964197614383539	197	0.11270351964889982	0.02888209227817261	376	10.859666696592901																																									291	-0.17344625261958782	0.047568878422253824	131.0	6.231523073315251					
92						75	0.1404469799596504	0.03651231913607675	222.0	8.105734848209039	223	0.11259702247685847	0.029034769675040328	376	10.917073397815162																																									102	-0.17339752977103778	0.04763226457193775	131.0	6.239826658923845					
93						76	0.1402660698451526	0.03675680552186715	222.0	8.160010825854508	91	-0.11242663922025159	0.029280474879267944	376	11.009458554604747																																									158	0.1732407537561509	0.04783669919167648	131.0	6.266607594109619					
94						299	0.1396983162752918	0.037533093341679744	222.0	8.332346721852904	278	0.11226725144063493	0.029511934724424732	376	11.096487456383699																																									235	0.1732313546127707	0.047848978717440725	131.0	6.268216211984735					
95						238	0.13930410826293496	0.038080205437146394	222.0	8.4538056070465	180	0.11196690492698032	0.029952353649159894	376	11.26208497208412																																									119	0.17302084785732522	0.0481246822855742	131.0	6.30433337941022					
96						167	-0.13807249141794406	0.03983311938570302	222.0	8.84295250362607	2	0.11187925429214436	0.030081937803095746	376	11.310808613964001																																									171	0.17276556861481665	0.048460793440826586	131.0	6.348363940748283					
97						150	-0.137505777694919	0.04066226449379824	222.0	9.02702271762321	286	0.11138924957822585	0.030815242968095766	376	11.586531356004008																																									211	0.17270756248531655	0.048537437751835895	131.0	6.358404345490502					
98						147	0.1373438318952913	0.04090185569637537	222.0	9.080211964595332	150	0.11136113322357423	0.03085777959964704	376	11.602525129467287																																									121	-0.1727067133807919	0.048538560432216694	131.0	6.358551416620387					
99						59	0.13726441830643474	0.041019777846612884	222.0	9.10639068194806	111	-0.1112348169159962	0.031049500837561285	376	11.674612314923044																																									193	0.17267767371297746	0.04857696946351259	131.0	6.3635829997201485					
100						153	-0.13713541250795014	0.04121194983356095	222.0	9.14905286305053	54	0.1112195441406948	0.031072750512174223	376	11.683354192577507																																									141	0.1726297692797841	0.0486403849148693	131.0	6.371890423847878					
101						247	-0.13681352467477856	0.04169475131798093	222.0	9.256234792591766	220	0.11107057030779276	0.0313003142684828	376	11.768918164949532																																									28	0.17252647904014065	0.04877735337302219	131.0	6.389833291865907					
102						11	0.1364142684489083	0.04230019715164509	222.0	9.39064376766521	41	0.11071895481172225	0.03184307564293894	376	11.97299644174504																																									271	-0.17242346802574454	0.048914270133768575	131.0	6.407769387523683					
103						197	-0.1360959368029805	0.04278820315121771	222.0	9.498981099570331	18	0.11067817059939247	0.031906548148304216	376	11.996862103762385																																									59	-0.17231638361393722	0.0490569388751262	131.0	6.426458992641533					
104						284	0.1357453407333412	0.04333113246190102	222.0	9.619511406542026	199	-0.11051189124118006	0.0321664480949228	376	12.094584483690973																																									93	-0.1722171240944421	0.04918949057931344	131.0	6.44382326589006					
105						111	0.13490460883928793	0.04465667189795455	222.0	9.913781161345911	168	0.11028802704308097	0.032519207372957895	376	12.227221972232169																																									75	0.17215468418825655	0.04927302526345358	131.0	6.4547663095124195					
106						296	0.1348788572605013	0.04469780346616654	222.0	9.922912369488971	256	0.11023374772990184	0.03260523470612348	376	12.25956824950243																																									143	-0.17211393935900438	0.04932759878036758	131.0	6.461915440228154					
107						162	-0.13283725575741215	0.04806124572321246	222.0	10.669596550553166	104	-0.10958368138876984	0.033650701185020046	376	12.652663645567538																																									257	0.17187314196688902	0.04965114647269694	131.0	6.504300187923299					
108						29	-0.13269381900810584	0.04830528690352735	222.0	10.723773692583073	37	0.1093557964875412	0.03402389371991903	376	12.792984038689553																																																		
109						68	-0.13199959297668193	0.049501088594334025	222.0	10.989241667942153	87	-0.10934443559019132	0.03404259058841161	376	12.800014061242765																																																		
110						44	0.13187573463486402	0.049717005449490315	222.0	11.03717520978685	131	-0.1089571920704729	0.03468513648482885	376	13.041611318295647																																																		
111											73	0.10870031996717577	0.03511702728277399	376	13.204002258323019																																																		
112											269	0.10859615730751063	0.035293459124563595	376	13.270340630835912																																																		
113											253	-0.10809914828111018	0.03614570768015027	376	13.5907860877365																																																		
114											296	-0.10781153142002015	0.036646835383975666	376	13.779210104374851																																																		
115											75	-0.10771031881119926	0.036824579256129586	376	13.846041800304725																																																		
116											7	-0.1076266506839553	0.03697206414793763	376	13.90149611962455																																																		
117											284	-0.10748479269967116	0.03722326724157719	376	13.995948482833025																																																		
118											49	0.10676272243440632	0.03852445552524273	376	14.485195277491266																																																		
119											126	-0.10672852777791103	0.038587018224339374	376	14.508718852351604																																																		
120											119	0.10667838438393319	0.03867891630675397	376	14.543272531339493																																																		
121											95	-0.10652970131258328	0.03895249820049129	376	14.646139323384727																																																		
122											85	0.10636605196787388	0.03925550939961058	376	14.760071534253578																																																		
123											288	-0.10616015326586951	0.03963957867634879	376	14.904481582307145																																																		
124											140	0.10562079308301517	0.04066075056970262	376	15.288442214208185																																																		
125											146	0.10532434541109349	0.04123141303902342	376	15.503011302672805																																																		
126											194	-0.10505916570231669	0.0417475957398449	376	15.697095998181682																																																		
127											29	0.10483389851824958	0.04219035711248368	376	15.863574274293864																																																		
128											122	-0.10470576599617448	0.04244396171146957	376	15.95892960351256																																																		
129											67	-0.10464916432822051	0.04255639807167549	376	16.001205674949983																																																		
130											100	0.1046344968300232	0.04258557521250921	376	16.012176279903464																																																		
131											128	-0.10447679287085603	0.04290035174143014	376	16.130532254777734																																																		
132											59	-0.10408588187521786	0.04368906431834721	376	16.42708818369855																																																		
133											106	-0.10390229224409339	0.044063668212448434	376	16.567939247880613																																																		
134											19	-0.10369272750786221	0.044494569839055934	376	16.72995825948503																																																		
135											115	-0.10322235304002428	0.04547464814265338	376	17.09846770163767																																																		
136											86	-0.1031796804629982	0.04556445095649337	376	17.132233559641506																																																		
137											240	-0.10307923552382653	0.04577642115684602	376	17.211934354974105																																																		
138											16	0.10224619211318259	0.04756649142956178	376	17.885000777515227																																																		
139											38	-0.10208503001360056	0.047919482831972636	376	18.01772554482171																																																		
140											274	-0.10181313990229973	0.04851996933479077	376	18.243508469881327																																																		
141											26	0.1017137891870122	0.04874095601809566	376	18.32659946280397																																																		
142											15	0.10170130057254324	0.04876879400911266	376	18.33706654742636																																																		
143											130	-0.10156346595460847	0.0490769210198508	376	18.4529223034639																																																		
144											4	0.10155607812910128	0.049093482226143785	376	18.459149317030064																																																		
145											81	0.10123496053903897	0.04981785527404005	376	18.731513583039057																																																		
