Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
там_ADV,-0.16,0.01953,12,20.64,big5_lex_повествование.tsv
но_CCONJ,0.13,0.03313,12,35.02,big5_lex_описание.tsv
