Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
он_PRON,-0.18,0.003,19,3.58,big5_lex_описание.tsv
мать_NOUN,0.13,0.04328,15,51.68,big5_lex_описание.tsv
