	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	они_PRON	они_PRON	они_PRON	они_PRON	они_PRON	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
35																																																								14	-0.4863793920024657	0.007465646612665619	29	0.21650375176730297															
36																																																								56	0.4817497088510577	0.008141467102618481	29	0.23610254597593594															
37																																																								222	0.4757422581655854	0.009094708504726878	29	0.26374654663707947															
38																																																								270	-0.4754331362733271	0.009146196432852187	29	0.2652396965527134															
39																																																								185	0.4735205291094519	0.009470246618209614	29	0.2746371519280788															
40																																																								174	0.472091092404775	0.009718688342838086	29	0.2818419619423045															
41																																																								50	-0.47024219328396044	0.010048134745907713	29	0.29139590763132367															
42																																																								58	0.4647632000926641	0.011079947259910874	29	0.32131847053741536															
43																																																								299	0.46427127645198024	0.011176775008964168	29	0.32412647525996086															
44																																																								97	-0.46195302593273213	0.01164267555850171	29	0.33763759119654957															
45																																																								74	0.4597500650158391	0.012100346691939254	29	0.3509100540662384															
46																																																								16	-0.4558508827464714	0.012947251845368787	29	0.3754703035156948															
47																																																								102	0.4522245204272439	0.013778707487164473	29	0.3995825171277697															
48																																																								181	-0.45199435065438376	0.01383294686028599	29	0.40115545894829374															
49																																																								278	-0.4435923378819474	0.015938072663341084	29	0.4622041072368914															
50																																																								171	-0.4422505299015393	0.016297644636605522	29	0.4726316944615601															
51																																																								209	-0.4405365369872079	0.01676670072417724	29	0.48623432100114															
52																																																								126	0.44052326424570665	0.016770376099781843	29	0.48634090689367343															
53																																																								145	-0.4404865028327091	0.016780559240714886	29	0.4866362179807317															
54																																																								256	-0.44018021599045704	0.016865601678930486	29	0.48910244868898406															
55																																																								219	-0.43962900111050857	0.01701954818299558	29	0.4935668973068718															
56																																																								225	0.4373585651358452	0.01766595477245951	29	0.5123126884013258															
57																																																								265	-0.43537109710030425	0.01824832221374386	29	0.5292013441985719															
58																																																								195	-0.4351711435243368	0.018307779514556033	29	0.530925605922125															
59																																																								103	-0.433272095911189	0.018880481732633615	29	0.5475339702463748															
60																																																								77	0.43233606591722107	0.019168150240424037	29	0.5558763569722971															
61																																																								279	0.43081052930172903	0.019644724435086976	29	0.5696970086175223															
62																																																								221	-0.42484968863775247	0.02160136042548859	29	0.6264394523391691															
63																																																								216	0.4236414622267989	0.022016821404088675	29	0.6384878207185716															
64																																																								66	-0.42341692432414013	0.022094748340094214	29	0.6407477018627322															
65																																																								21	0.42180255724533344	0.022661705231171208	29	0.657189451703965															
66																																																								134	-0.4209449655752201	0.022967699993984174	29	0.666063299825541															
67																																																								277	0.4162702176595422	0.024695732272488592	29	0.7161762359021692															
68																																																								157	0.41616841701108354	0.024734512031577796	29	0.7173008489157561															
69																																																								121	0.41580623741945005	0.024872883431889405	29	0.7213136195247928															
70																																																								122	-0.4131635971272759	0.02590175022513961	29	0.7511507565290487															
71																																																								54	-0.412998581651241	0.025967129663987752	29	0.7530467602556448															
72																																																								94	-0.4114612030693132	0.02658272937772525	29	0.7708991519540322															
73																																																								57	-0.41004799223830923	0.027159042517358126	29	0.7876122330033857															
74																																																								71	0.41001228763077535	0.02717373359480523	29	0.7880382742493517															
75																																																								235	-0.4095461462396294	0.027366126803333637	29	0.7936176772966754															
76																																																								187	-0.40949098022384545	0.027388968920402722	29	0.7942800986916789															
77																																																								65	0.40846017657195677	0.02781864463431269	29	0.806740694395068															
78																																																								143	-0.40768433954463035	0.02814564162177846	29	0.8162236070315754															
79																																																								262	-0.4072004486410149	0.028351166593199802	29	0.8221838312027943															
80																																																								85	-0.40679805845880146	0.02852300219319162	29	0.827167063602557															
81																																																								136	-0.40364623337867933	0.029898404766804956	29	0.8670537382373438															
82																																																								73	-0.4031875113302249	0.030102989101912912	29	0.8729866839554744															
83																																																								251	-0.40134630995683374	0.030935584497517373	29	0.8971319504280039															
84																																																								150	-0.400695723257182	0.031234198732051605	29	0.9057917632294965															
85																																																								230	0.39558477498492084	0.03366206851655385	29	0.9761999869800617															
86																																																								20	-0.3951871242451482	0.03385717017020849	29	0.9818579349360462															
87																																																								30	0.3928797913022876	0.035007292728876316	29	1.015211489137413															
88																																																								9	0.3924271066826587	0.03523658692553443	29	1.0218610208404983															
89																																																								153	-0.3923835079012441	0.03525873426135902	29	1.0225032935794116															
90																																																								186	0.3906472612811259	0.036149858602064905	29	1.0483458994598822															
91																																																								190	-0.3896338995833743	0.03667827165024442	29	1.063669877857088															
92																																																								239	-0.38810381184334636	0.03748786608967792	29	1.0871481166006596															
93																																																								43	-0.38769449414721274	0.03770685572040658	29	1.0934988158917909															
94																																																								42	0.3869747301245072	0.03809442530370008	29	1.1047383338073022															
95																																																								38	0.3866533976921652	0.03826848035369823	29	1.1097859302572486															
96																																																								25	-0.38622462146248726	0.038501726232933256	29	1.1165500607550645															
97																																																								296	0.38372436787607944	0.039884598024042005	29	1.156653342697218															
98																																																								178	-0.3811926187885064	0.04132508866854175	29	1.1984275713877108															
99																																																								169	0.38039941553306744	0.041784845197255414	29	1.211760510720407															
100																																																								220	-0.38037381648939106	0.041799750626363784	29	1.2121927681645497															
101																																																								48	-0.37538086787046554	0.04478911034063916	29	1.2988841998785357															
102																																																								269	-0.3678841171919535	0.049594155225556186	29	1.4382305015411294															
