	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
9						288	0.1561919247110806	0.021051172149232262	218.0	4.5891555285326335	278	0.22483018740483002	0.03520604262576915	88.0	3.0981317510676853																					286	0.34312905734597243	0.008974362877283005	57.0	0.5115386840051313						200	-0.36199209973205926	0.0014165386925915333	75	0.106240401944365																155	0.3133481248869602	0.011033517433035022	65.0	0.7171786331472765
10						129	0.15593561148469826	0.021265766680771556	218.0	4.635937136408199	181	0.22410171840297605	0.03581887150060479	88.0	3.1520606920532215																					202	0.3338091497910767	0.011161043170552363	57.0	0.6361794607214847						278	-0.35986572300749603	0.0015183909062528934	75	0.113879317968967																38	0.31257731344769585	0.011243139214502004	65.0	0.7308040489426303
11						218	-0.15554207790766977	0.02159892919159294	218.0	4.708566563767261	186	-0.22395550474899265	0.03594294543208437	88.0	3.1629791980234248																					267	-0.33150755397413345	0.01176705905054418	57.0	0.6707223658810183						54	-0.35812267870568426	0.0016067575512882818	75	0.12050681634662114																131	0.31043132471866636	0.011845017050147589	65.0	0.7699261082595933
12						42	-0.1554525306877735	0.021675366264426024	218.0	4.725229845644873	124	0.2233983533028937	0.036419037411759315	88.0	3.20487529223482																					210	0.3251859696052664	0.013579627165505676	57.0	0.7740387484338235						174	0.35650015589285	0.0016931515165326556	75	0.12698636373994918																114	-0.30799880091233917	0.012560788611776468	65.0	0.8164512597654704
13						142	0.15398658141633334	0.022960341229578688	218.0	5.005354388048154	101	0.22268407921757855	0.037037104349034206	88.0	3.2592651827150103																					109	-0.3236208326129153	0.01406376396015272	57.0	0.801634545728705						292	-0.3558394438063598	0.0017295149135211684	75	0.12971361851408764																273	-0.30783005266844	0.012611800314359278	65.0	0.819767020433353
14						177	-0.15288027825785538	0.023973083283609045	218.0	5.226132155826772	198	0.22243460610877247	0.03725503243374243	88.0	3.278442854169334																					292	0.32166639736813185	0.014689052829670386	57.0	0.837276011291212						248	-0.3544053066915588	0.0018108754433435975	75	0.1358156582507698																146	-0.30661756276251523	0.01298362046786529	65.0	0.8439353304112438
15						266	0.15236869827125346	0.024454258708711173	218.0	5.331028398499035	58	-0.2183612809920149	0.04096770781839396	88.0	3.6051582880186688																					204	-0.32037457756436055	0.015115301436628434	57.0	0.8615721818878207						134	-0.35354393630256337	0.0018613819715042569	75	0.13960364786281926																150	-0.3047228049716849	0.013583607189653749	65.0	0.8829344673274937
16						117	-0.1517930439664192	0.025005615824572988	218.0	5.451224249756911	294	-0.21814832274681015	0.04116999221739073	88.0	3.6229593151303847																					7	0.31748568812220007	0.016106995041175555	57.0	0.9180987173470067						172	-0.35324487026065626	0.001879211861132744	75	0.14094088958495582																235	-0.3046567573369743	0.013604945667712073	65.0	0.8843214684012848
17						146	-0.15081527542107973	0.025966619710758778	218.0	5.660723096945413	275	-0.21667226861504654	0.04259502874172333	88.0	3.748362529271653																					81	-0.3157871417945884	0.016715631777945657	57.0	0.9527910113429024						236	0.35257164428366033	0.001919911939986602	75	0.14399339549899515																39	0.30444458472120495	0.013673689413777904	65.0	0.8887898118955637
18						104	0.15019003726082897	0.026597618417278895	218.0	5.798280814966799	110	-0.21501978900970617	0.04423876811299139	88.0	3.8930115939432426																					141	0.31507362003158423	0.01697710225329086	57.0	0.9676948284375791						150	-0.3514737424643336	0.0019879884557806858	75	0.14909913418355142																16	-0.3042677365327411	0.01373121664958383	65.0	0.892529082222949
19						208	-0.14950119316900576	0.02730799244499076	218.0	5.953142353007985	167	0.21254441685681122	0.04679917755399975	88.0	4.118327624751978																					112	-0.31476887712577306	0.017089834430824395	57.0	0.9741205625569905						29	-0.3509838919304034	0.00201905599425009	75	0.15142919956875675																33	-0.3037418411193554	0.013903520084954945	65.0	0.9037288055220715
20						298	0.14938221154018486	0.027432325091391332	218.0	5.9802468699233104	76	-0.2122188988871669	0.04714481420850785	88.0	4.148743650348691																					190	-0.3075571224071284	0.019950213354739586	57.0	1.1371621612201563						180	-0.3495924614436294	0.0021096974998971473	75	0.15822731249228605																102	0.3019092634226623	0.014518577107603495	65.0	0.9437075119942272
21						64	-0.14898541145700558	0.027850482257592808	218.0	6.071405132155232	182	-0.21150218184735914	0.04791326662526971	88.0	4.216367463023734																					43	0.30722166119711647	0.0200926047717389	57.0	1.1452784719891171						173	0.3485898351567478	0.0021772588196518074	75	0.16329441147388557																272	-0.3016923136309289	0.014592917526885055	65.0	0.9485396392475286
22						214	-0.1468384323451774	0.030208881377069178	218.0	6.58553614020108	239	0.21120519402678628	0.04823470820862958	88.0	4.244654322359403																					27	-0.3024650446676752	0.022206262531182814	57.0	1.2657569642774205						153	-0.3467195374767384	0.002308497687181343	75	0.17313732653860073																199	-0.30012319868226095	0.015140407842207528	65.0	0.9841265097434893
23						210	-0.1462219293890484	0.030916805146978654	218.0	6.739863522041347	280	-0.2103105487089651	0.04921378970027769	88.0	4.3308134936244365																					176	-0.3018633531434443	0.02248656462667541	57.0	1.2817341837204983						167	-0.3458279514443222	0.0023735222622484715	75	0.17801416966863537																201	0.29982079170202375	0.015247927135390948	65.0	0.9911152638004116
24						30	-0.14522650159815698	0.03208968706192359	218.0	6.995551779499342																										152	-0.3001569779638243	0.023297806903098146	57.0	1.3279749934765943						155	0.34578711006427343	0.0023765398243387782	75	0.17824048682540836																207	-0.2994771664431197	0.01537089702620385	65.0	0.9991083067032502
25						68	0.14442448101819494	0.033062033131135156	218.0	7.207523222587464																										87	-0.29972504471625916	0.023507029862763165	57.0	1.3399007021775005						233	0.34505716737085573	0.0024310547356258803	75	0.182329105171941																183	0.29886201404311014	0.01559316396593285	65.0	1.0135556577856353
26						152	0.1439615346937132	0.03363461253614156	218.0	7.332345532878861																										14	0.29953343325283965	0.023600350420219515	57.0	1.3452199739525124						121	0.34336667032580587	0.0025616335956817077	75	0.1921225196761281																292	-0.2984259148338257	0.01575240204943917	65.0	1.023906133213546
27						290	-0.14331459951010253	0.03444884449431321	218.0	7.509848099760279																										270	-0.29632931074473146	0.025207768311874126	57.0	1.4368427937768251						202	0.3433244680206764	0.0025649722745974364	75	0.19237292059480773																121	0.29827854152769073	0.015806528824009805	65.0	1.0274243735606374
28						168	0.14326387824343687	0.034513383245600764	218.0	7.523917547540966																										195	0.2962880759512621	0.02522904052582219	57.0	1.4380553099718647						294	0.3431681252269953	0.0025773747353110546	75	0.1933031051483291																153	-0.29784941378965535	0.015965047461893627	65.0	1.0377280850230857
29						175	-0.14187455430772514	0.03632148935568245	218.0	7.918084679538773																										264	-0.296097121562221	0.025327747187938503	57.0	1.4436815897124946						272	-0.33592277005213694	0.0032144587326619757	75	0.24108440494964817																87	0.29688363425255565	0.016326800229133385	65.0	1.06124201489367
30						230	0.1416395565032813	0.036635114609482815	218.0	7.986454984867254																										32	-0.29497026768239	0.025916871707076815	57.0	1.4772616873033784						269	-0.3358552103408018	0.003221008024850926	75	0.24157560186381946																91	0.29668328065649535	0.016402720695644704	65.0	1.0661768452169058
31						154	0.13887098308595672	0.04050574024513686	218.0	8.830251373439836																										211	0.293149722035902	0.026892986236964653	57.0	1.5329002155069853						188	0.3356289713498352	0.0032430265904548937	75	0.24322699428411704																257	-0.2964677940188531	0.016484713171385834	65.0	1.0715063561400793
32						94	-0.13631053957867809	0.0443863620526887	218.0	9.676226927486136																										150	0.2928212820661485	0.027072329972737362	57.0	1.5431228084460296						251	0.3338486665669238	0.0034210326372765124	75	0.25657744779573843																177	-0.2957551965746402	0.01675836245783485	65.0	1.0892935597592652
33						196	0.13564847363597413	0.0454390181299922	218.0	9.9057059523383																										61	0.2919125360019398	0.02757378648228788	57.0	1.5717058294904092						283	0.33330268332587426	0.003477341764251788	75	0.26080063231888406																22	-0.2950783848597655	0.017021863721445447	65.0	1.106421141893954
34						249	0.1354652558700546	0.045733990382937274	218.0	9.970009903480326																										56	-0.29060387861058046	0.02830958727263772	57.0	1.61364647454035						296	0.3327853901393844	0.003531452411660271	75	0.26485893087452034																203	0.29456723239981786	0.017223213503650473	65.0	1.1195088777372808
35						55	0.13504439002037302	0.046417635901937725	218.0	10.119044626622424																										259	0.2901430614685836	0.028572569576465413	57.0	1.6286364658585286						114	-0.33219941049783086	0.003593652990810328	75	0.2695239743107746																3	-0.2939728721759472	0.017459900241561452	65.0	1.1348935157014943
36						45	-0.13435287115749536	0.04755946589012217	218.0	10.367963564046633																										279	-0.2890780801216867	0.029188176204891156	57.0	1.663726043678796						291	0.3321917765692807	0.003594469715188139	75	0.26958522863911044																68	-0.29278778816965195	0.017940141095393915	65.0	1.1661091712006044
37						217	0.13316336162277861	0.04957840884435374	218.0	10.808093128069114																										266	0.2886386649946121	0.029445391977385178	57.0	1.678387342710955						35	-0.3310823469001076	0.003714935763220117	75	0.27862018224150875																81	0.29274178379321025	0.017959009256706283	65.0	1.1673356016859084
38																																				92	-0.28452336255669847	0.031947637895879066	57.0	1.8210153600651067						95	0.32921423321813525	0.0039259199550753954	75	0.2944439966306547																192	-0.290520144637121	0.018890603410134623	65.0	1.2278892216587505
39																																				12	0.2844690076736155	0.03198183761151642	57.0	1.822964743856436						25	-0.32915080223765825	0.0039332672071540325	75	0.29499504053655246																67	-0.29047276471038813	0.01891091194898929	65.0	1.2292092766843037
40																																				297	0.2837471356963505	0.03243893540714105	57.0	1.84901931820704						73	-0.3286429942116709	0.003992529094333096	75	0.29943968207498217																75	0.2896222778105587	0.019278639057516287	65.0	1.2531115387385587
41																																				159	-0.2829983249661596	0.0329188281295281	57.0	1.8763732033831018						19	0.32863142341318946	0.003993888622307599	75	0.29954164667306993																66	-0.28935409960207736	0.019395849236836835	65.0	1.2607302003943943
42																																				191	0.2802948497793365	0.03470086408770835	57.0	1.977949252999376						88	0.32826632800910466	0.00403699796300832	75	0.30277484722562403																58	0.2888846834182372	0.019602475447864167	65.0	1.2741609041111708
43																																				221	0.2790571976907607	0.035543016658964185	57.0	2.0259519495609584						295	0.32765904609850727	0.0041096206236985264	75	0.3082215467773895																83	0.2886291930028596	0.019715722858398003	65.0	1.2815219857958702
44																																				154	-0.2767014198764409	0.03719285255405036	57.0	2.1199925955808707						234	-0.32605946875667596	0.004306494144422893	75	0.32298706083171697																200	-0.287946090620616	0.020021253214412303	65.0	1.3013814589367998
45																																				174	-0.27639124484088623	0.03741472746244408	57.0	2.1326394653593126						64	-0.32555775494703465	0.004369946270425031	75	0.3277459702818773																186	0.2875333575547345	0.020207803137352716	65.0	1.3135072039279265
46																																				47	-0.27588943647977787	0.037776000616495206	57.0	2.1532320351402268						220	-0.32528837631750596	0.004404356020927786	75	0.330326701569584																234	-0.28732378513118056	0.02030309231762697	65.0	1.3197010006457532
47																																				245	0.27535903283086643	0.03816099264435187	57.0	2.1751765807280563						52	-0.324442054240158	0.004514032807154093	75	0.33855246053655697																9	0.28729434092468414	0.02031651071952082	65.0	1.3205731967688534
48																																				273	-0.2745271548271469	0.03877133859333673	57.0	2.2099662998201937						102	0.3243586807576584	0.004524967359144787	75	0.339372551935859																115	0.2870919927186578	0.02040892982827054	65.0	1.3265804388375853
49																																				194	-0.2743589429426517	0.03889573007182192	57.0	2.2170566140938495						230	0.32247814729819607	0.004777924493311863	75	0.35834433699838975																25	-0.28679635743257886	0.020544599437231508	65.0	1.335398963420048
50																																				41	0.2720516863255937	0.040635454450933556	57.0	2.3162209037032127						217	-0.319797618383331	0.005160142512009049	75	0.3870106884006787																245	-0.28674459267384245	0.020568433519793226	65.0	1.3369481787865598
51																																				131	-0.27095175374280095	0.041487126980710116	57.0	2.3647662379004766						85	-0.3185217926580468	0.005351385168871232	75	0.4013538876653424																60	0.2850063493285145	0.021382547738834693	65.0	1.389865603024255
52																																				288	-0.26963315090981443	0.04252742942861973	57.0	2.4240634774313246						44	0.31803112360469105	0.005426587310550838	75	0.4069940482913128																220	-0.2841999882730323	0.021769411345846444	65.0	1.4150117374800188
53																																				73	0.2695790743154574	0.04257054651037986	57.0	2.426521151091652						181	-0.31722284397316836	0.005552506144330501	75	0.41643796082478757																291	0.2841619602122676	0.021787801696013572	65.0	1.4162071102408822
54																																				291	-0.26955710492976664	0.04258807370326525	57.0	2.427520201086119						239	-0.31667472918843814	0.00563935719509891	75	0.42295178963241825																178	-0.2831825733975539	0.02226599858817627	65.0	1.4472899082314576
55																																				99	0.2682943038737469	0.043605555363979545	57.0	2.4855166557468342						127	0.3160588286504075	0.005738379037273877	75	0.43037842779554075																267	0.2823150082865628	0.02269700761377201	65.0	1.4753054948951807
56																																				17	0.26809379788640275	0.04376893148115933	57.0	2.494829094426082						36	0.3157066126258467	0.005795694186591446	75	0.43467706399435846																275	0.2818415053484399	0.02293521535303698	65.0	1.4907889979474036
57																																				192	0.26550502436754864	0.04592381632903731	57.0	2.617657530755127						81	-0.3156149478096931	0.005810693183671683	75	0.43580198877537624																36	0.2814557604800618	0.023130837441236278	65.0	1.503504433680358
58																																				4	0.2630923872130299	0.04800957280704873	57.0	2.7365456500017773						75	0.3135562723011704	0.006156701188458978	75	0.46175258913442335																31	0.28097685649869275	0.02337566883703691	65.0	1.5194184744073993
59																																				212	-0.26143156224962677	0.0494898681874068	57.0	2.8209224866821874						165	-0.31349671954697905	0.0061669751755498185	75	0.4625231381662364																169	0.2805201187175783	0.02361120974743936	65.0	1.5347286335835586
60																																														83	0.3132348278544402	0.006212336124406555	75	0.46592520933049164																108	-0.28009113802430724	0.023834263412549274	65.0	1.5492271218157028
61																																														169	0.3128060707558477	0.0062872341530477984	75	0.47154256147858487																47	0.27965915687165516	0.024060677047450692	65.0	1.563944008084295
62																																														92	-0.312203309502443	0.006393873955949717	75	0.4795405466962288																243	-0.2792916397275436	0.024254733575145446	65.0	1.576557682384454
63																																														51	-0.3120708283611342	0.006417524867453078	75	0.48131436505898084																297	-0.2780173040311717	0.02493789481444287	65.0	1.6209631629387866
64																																														184	0.31153564131978306	0.0065138544006287805	75	0.4885390800471585																233	0.2779570789467519	0.02497057934484899	65.0	1.6230876574151842
65																																														53	0.31078957358648945	0.006650265156177365	75	0.49876988671330236																72	-0.27720085148897017	0.02538407912233638	65.0	1.6499651429518647
66																																														125	-0.3103718318322123	0.006727737991740719	75	0.504580349380554																209	-0.2768966613789219	0.025552031212015634	65.0	1.6608820287810162
67																																														271	-0.3090271144178157	0.0069825450448780645	75	0.5236908783658548																195	-0.2767966353588279	0.02560746300828041	65.0	1.6644850955382267
68																																														137	-0.307987559868922	0.007185305768292043	75	0.5388979326219032																185	0.2766761640993652	0.025674359745404256	65.0	1.6688333834512767
69																																														284	0.3064466652526058	0.007495369607357582	75	0.5621527205518186																130	0.2749801245553358	0.026631923680308426	65.0	1.7310750392200478
70																																														253	0.306412849293858	0.007502303901348123	75	0.5626727926011093																62	-0.2747572718193813	0.026759953046044796	65.0	1.7393969479929117
71																																														38	0.30511390958969925	0.007772963828060764	75	0.5829722871045573																239	-0.2729475087667267	0.02781900212086846	65.0	1.8082351378564498
72																																														126	0.30466187652150345	0.007869143241988607	75	0.5901857431491455																254	-0.2726833121528726	0.02797651728512027	65.0	1.8184736235328176
73																																														116	0.30439004425238897	0.007927482436794538	75	0.5945611827595904																242	0.2718293583069893	0.028490789249325455	65.0	1.8519013012061545
74																																														171	-0.3041025263400429	0.007989600426137349	75	0.5992200319603012																208	-0.2712624497306619	0.028836565820007477	65.0	1.8743767783004859
75																																														267	0.30385357846886546	0.008043729718073937	75	0.6032797288555453																24	-0.26971781777323467	0.029796624238074918	65.0	1.9367805754748697
76																																														300	-0.3025176503146512	0.008339730336790536	75	0.6254797752592902																222	0.26970163069738323	0.0298068255096055	65.0	1.9374436581243575
77																																														299	0.30242777001574717	0.008359983272514878	75	0.6269987454386159																260	0.26888857085016904	0.03032300812676729	65.0	1.970995528239874
78																																														162	0.30165497328524965	0.00853590439792291	75	0.6401928298442183																127	0.26829895542345183	0.030702004359280034	65.0	1.9956302833532023
79																																														203	0.30078082677154494	0.00873879584076304	75	0.655409688057228																265	-0.26824819607169936	0.03073481648897962	65.0	1.9977630717836752
80																																														90	0.30067073174424036	0.00876464598445594	75	0.6573484488341955																166	0.2681896758535727	0.030772681901190722	65.0	2.000224323577397
81																																														47	0.3005709847373555	0.008788124170572401	75	0.6591093127929301																294	0.26810693498513494	0.030826285943348193	65.0	2.0037085863176327
82																																														58	0.29995080995564694	0.008935337600955098	75	0.6701503200716323																73	-0.26702738702353346	0.03153287496985449	65.0	2.049636873040542
83																																														14	0.299870627607031	0.008954527376494301	75	0.6715895532370726																168	-0.2670006318283249	0.031550557582028994	65.0	2.050786242831885
84																																														240	0.2996487827938194	0.0090078086809423	75	0.6755856510706725																248	0.2655212178711306	0.032541307079545376	65.0	2.1151849601704495
85																																														276	-0.2988970829626307	0.00919041377790172	75	0.689281033342629																154	0.26527335551364106	0.03270981502004272	65.0	2.126137976302777
86																																														103	-0.2984660452583782	0.009296575400334295	75	0.6972431550250722																136	-0.26520846139350074	0.032754053204549494	65.0	2.129013458295717
87																																														63	0.29833059820712765	0.00933015557706959	75	0.6997616682802192																229	0.26511752524946025	0.03281612828939071	65.0	2.1330483388103962
88																																														74	0.2958920825553847	0.009953103896687004	75	0.7464827922515253																293	-0.2645626719464226	0.03319701713886235	65.0	2.1578061140260525
89																																														297	-0.2937826186777294	0.010520951274838469	75	0.7890713456128852																212	0.2645522356208549	0.033204216563518504	65.0	2.158274076628703
90																																														48	-0.29289254812838006	0.010768889196264666	75	0.80766668971985																179	-0.2644357046607245	0.03328469321640358	65.0	2.1635050590662326
91																																														87	0.28964558117889494	0.01171699280581742	75	0.8787744604363066																50	-0.26395388361677546	0.03361917137681897	65.0	2.1852461394932328
92																																														123	-0.28957438418874765	0.011738569593394525	75	0.8803927195045894																143	-0.26244951335305194	0.03468160309802998	65.0	2.2543042013719488
93																																														31	0.2888624386667786	0.011956235043155098	75	0.8967176282366324																1	-0.2614660398103112	0.035391176838701806	65.0	2.300426494515617
94																																														76	0.2887186069532354	0.012000632120833701	75	0.9000474090625276																269	-0.26100224913950854	0.03572997198037516	65.0	2.3224481787243856
95																																														177	-0.2880210295674693	0.0122179919130303	75	0.9163493934772725																256	-0.2603668983970396	0.03619846858113528	65.0	2.3529004577737935
96																																														111	0.2872398677222171	0.012465442520121665	75	0.9349081890091249																95	0.2595777109454687	0.03678750651437435	65.0	2.391187923434333
97																																														207	-0.28475483951892694	0.013281754816021597	75	0.9961316112016197																105	0.2580897187756153	0.037919799444594705	65.0	2.4647869638986557
98																																														254	-0.28400695071435544	0.013536317547922632	75	1.0152238160941973																157	-0.25706059573287676	0.03871971638712901	65.0	2.516781565163386
99																																														96	0.282500453601665	0.014061931499075779	75	1.0546448624306834																132	0.2568184322919988	0.03890996499373777	65.0	2.529147724592955
100																																														110	0.28230887562822177	0.014130020469525065	75	1.0597515352143798																268	0.25677261070035107	0.038946050428487415	65.0	2.531493277851682
101																																														226	-0.28211594387287364	0.014198878312339926	75	1.0649158734254944																77	0.25663110458985516	0.039057664531354105	65.0	2.538748194538017
102																																														80	0.28066359959017256	0.014726591941580148	75	1.1044943956185111																252	-0.25581960494505984	0.039702872889735945	65.0	2.580686737832836
103																																														131	0.2789206376052413	0.015382173771190529	75	1.1536630328392896																2	-0.2556028431414754	0.03987670217667662	65.0	2.5919856414839804
104																																														205	0.2784520433215819	0.015562659621638551	75	1.1671994716228913																217	-0.25407383979521847	0.041120848797871715	65.0	2.6728551718616615
105																																														237	-0.27782150570439357	0.015808397832600473	75	1.1856298374450356																216	0.25345644726884564	0.041632232994476936	65.0	2.706095144641001
