	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	она_PRON	она_PRON	она_PRON	она_PRON	она_PRON	думать_VERB	думать_VERB	думать_VERB	думать_VERB	думать_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	хороший_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
106																																														130	0.27550141635193187	0.01674158833770757	75	1.2556191253280677																70	-0.2529427507538797	0.042061720634590245	65.0	2.734011841248366
107																																														161	-0.2750069820970827	0.01694646950799843	75	1.2709852130998822																259	0.25270764923445477	0.04225949950508573	65.0	2.7468674678305725
108																																														18	0.27473100108558623	0.017061763364053243	75	1.2796322523039931																214	-0.2526240840039309	0.04232998334456391	65.0	2.751448917396654
109																																														201	0.27458229417851604	0.01712416611020074	75	1.2843124582650556																279	0.2518147704697821	0.043017640411355314	65.0	2.7961466267380954
110																																														176	-0.2739648147371362	0.01738538444463829	75	1.3039038333478719																32	0.25180453185834123	0.04302639861820829	65.0	2.796715910183539
111																																														206	0.2738974341534479	0.017414095080437172	75	1.306057131032788																29	-0.2516878229855512	0.04312633648834878	65.0	2.8032118717426706
112																																														108	-0.2730577773370255	0.017775298461983023	75	1.3331473846487267																193	-0.2516079434548586	0.0431948476679354	65.0	2.8076650984158014
113																																														129	0.2719936921552816	0.018242266498614254	75	1.368169987396069																149	0.2515288442568593	0.04326277798997577	65.0	2.812080569348425
114																																														157	0.2689524963185305	0.01963528381082162	75	1.4726462858116216																137	-0.2514897081238634	0.04329642062801132	65.0	2.8142673408207357
115																																														219	-0.26818465155266413	0.0200010467979274	75	1.500078509844555																7	-0.2514485900346311	0.0433317902527361	65.0	2.816566366427846
116																																														2	-0.2666620733737895	0.02074357354715577	75	1.5557680160366827																163	0.2514105616392969	0.04336452333722658	65.0	2.8186940169197277
117																																														60	-0.26569564627525943	0.021226984147805834	75	1.5920238110854377																111	0.2509971665325749	0.04372167191948793	65.0	2.841908674766715
118																																														229	-0.26494337006686003	0.021609896285445743	75	1.6207422214084308																263	0.25097624546477204	0.043739810721096756	65.0	2.8430876968712893
119																																														199	-0.26352276091713156	0.022349065033163525	75	1.6761798774872645																125	-0.250919350642137	0.0437891705418262	65.0	2.846296085218703
120																																														124	-0.26293376172891514	0.02266178529483253	75	1.6996338971124398																300	-0.2507152967969621	0.04396657771345962	65.0	2.857827551374875
121																																														9	0.26250741834183194	0.02289046222021305	75	1.7167846665159787																44	0.2501791230707399	0.0444355583875115	65.0	2.8883112951882475
122																																														166	-0.26220556902919606	0.023053548781440517	75	1.7290161586080388																133	-0.24930254746082564	0.04521114941468027	65.0	2.9387247119542175
123																																														57	-0.26193365605011587	0.023201305964797966	75	1.7400979473598475																221	-0.24928501489733979	0.04522677504283756	65.0	2.939740377784441
124																																														163	0.26024015189426947	0.024139794499016032	75	1.8104845874262023																49	0.24814579426621794	0.0462516522876656	65.0	3.0063573986982637
125																																														164	0.2599101540469853	0.024326372330767308	75	1.8244779248075482																162	0.24602191612855165	0.04821329896185876	65.0	3.1338644325208196
126																																														179	-0.2596535441293605	0.024472301886703875	75	1.8354226415027906																271	-0.24567655211818315	0.04853863809168434	65.0	3.155011475959482
127																																														32	0.25948554872588186	0.024568239708939267	75	1.842617978170445																240	0.24469927033547537	0.049469015351139886	65.0	3.2154859978240924
128																																														256	-0.25692077760835424	0.026073000729123004	75	1.9554750546842252																				
129																																														79	0.25432114645659404	0.02767710299581638	75	2.0757827246862286																				
130																																														62	-0.2542805225128859	0.027702816833189457	75	2.0777112624892093																				
131																																														101	0.2541859550226069	0.027762753600414098	75	2.0822065200310576																				
132																																														216	0.252806092393653	0.02864983895068724	75	2.148737921301543																				
133																																														15	0.2516248488184407	0.029428112825111534	75	2.207108461883365																				
134																																														260	0.25005811591977256	0.030487779602691212	75	2.286583470201841																				
135																																														86	0.24925904172002583	0.031040480282522674	75	2.3280360211892006																				
136																																														198	-0.24848033405376124	0.03158717175243623	75	2.369037881432717																				
137																																														259	0.24577373404687886	0.03355063755553158	75	2.5162978166648684																				
138																																														192	-0.24210549702824333	0.036373981138726474	75	2.7280485854044856																				
139																																														113	-0.24195387780546773	0.03649482002781427	75	2.73711150208607																				
140																																														223	-0.24087268386082367	0.03736626634849654	75	2.8024699761372402																				
141																																														235	0.24074820657592538	0.03746769963837557	75	2.8100774728781674																				
142																																														274	0.24023261566613874	0.03789028800529994	75	2.8417716003974958																				
143																																														84	-0.2393970626142474	0.03858354944481719	75	2.8937662083612894																				
144																																														289	0.23887641798304304	0.039020844318026326	75	2.9265633238519744																				
145																																														250	-0.23651689845696808	0.04105462462144867	75	3.07909684660865																				
146																																														238	0.23574459864636807	0.04173911082711831	75	3.130433312033873																				
147																																														210	-0.23363218376187386	0.043659803684520423	75	3.274485276339032																				
148																																														139	-0.2332788731054835	0.04398807406868866	75	3.2991055551516495																				
149																																														218	-0.23270664309903127	0.04452407534962536	75	3.339305651221902																				
150																																														252	-0.2295641388677793	0.04756465068852058	75	3.5673488016390436																				
151																																														30	0.22889803542959458	0.048230624029803375	75	3.617296802235253																				
152																																														40	0.22845879258738783	0.04867396360791037	75	3.6505472705932775																				
153																																														175	-0.22840580486612486	0.048727671291664755	75	3.6545753468748567																				
