Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
он_PRON,0.1,0.01627,15,11.91,fpi_lex_повествование.tsv
в_ADP,0.09,0.03562,27,26.07,fpi_lex_повествование.tsv
