Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
еще_ADV,0.15,0.0005,27,0.71,fpi_lex_повествование.tsv
этот_DET,0.18,0.00083,17,1.18,fpi_lex_описание.tsv
а_CCONJ,-0.1,0.02298,27,32.52,fpi_lex_повествование.tsv
друг_NOUN,0.08,0.04802,10,67.95,fpi_lex_повествование.tsv
