Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
о_ADP,0.12,0.00453,16,10.51,fpi_lex_повествование.tsv
видеться_VERB,-0.1,0.02454,103,57.01,fpi_lex_повествование.tsv
недавно_ADV,0.09,0.02769,21,64.32,fpi_lex_повествование.tsv
тут_ADV,0.09,0.03585,24,83.29,fpi_lex_повествование.tsv
первый_ADJ,-0.09,0.03813,19,88.57,fpi_lex_повествование.tsv
привет_NOUN,-0.09,0.04618,33,107.27,fpi_lex_повествование.tsv
какой_DET,-0.08,0.0472,12,109.65,fpi_lex_повествование.tsv
помнить_VERB,-0.08,0.04913,20,114.12,fpi_lex_повествование.tsv
