Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
и_CCONJ,-0.16,0.0039,29,2.94,fpi_lex_описание.tsv
жизнь_NOUN,-0.11,0.04613,10,34.78,fpi_lex_описание.tsv
