Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
свой_DET,-0.13,0.01781,48,21.92,fpi_lex_описание.tsv
учёба_NOUN,0.1,0.02177,10,26.79,fpi_lex_повествование.tsv
все_PRON,-0.1,0.02368,23,29.15,fpi_lex_повествование.tsv
а_CCONJ,-0.12,0.03234,17,39.81,fpi_lex_описание.tsv
