Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
с_ADP,0.18,0.00099,14,1.31,fpi_lex_описание.tsv
свой_DET,-0.13,0.02024,16,26.74,fpi_lex_описание.tsv
я_PRON,-0.09,0.04286,60,56.62,fpi_lex_повествование.tsv
