Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
и_PART,-0.14,0.00089,16,1.26,fpi_lex_повествование.tsv
что_SCONJ,-0.1,0.01767,40,25.01,fpi_lex_повествование.tsv
ты_PRON,-0.1,0.02247,99,31.8,fpi_lex_повествование.tsv
встретиться_VERB,-0.09,0.02798,12,39.59,fpi_lex_повествование.tsv
а_CCONJ,-0.09,0.02929,27,41.45,fpi_lex_повествование.tsv
я_PRON,-0.09,0.03659,136,51.77,fpi_lex_повествование.tsv
в_ADP,-0.11,0.04245,21,60.07,fpi_lex_описание.tsv
