Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
свой_DET,0.12,0.00621,18,8.21,fpi_lex_повествование.tsv
ты_PRON,-0.11,0.00891,62,11.78,fpi_lex_повествование.tsv
не_PART,0.1,0.0197,90,26.04,fpi_lex_повествование.tsv
что_SCONJ,-0.1,0.0203,35,26.84,fpi_lex_повествование.tsv
будет_VERB,-0.09,0.04136,11,54.68,fpi_lex_повествование.tsv
найти_VERB,-0.09,0.04219,10,55.78,fpi_lex_повествование.tsv
