Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
год_NOUN,-0.13,0.00312,12,3.42,fpi_lex_повествование.tsv
то_PRON,-0.14,0.01357,17,14.88,fpi_lex_описание.tsv
скоро_ADV,-0.09,0.03272,12,35.86,fpi_lex_повествование.tsv
очень_ADV,0.09,0.0393,16,43.08,fpi_lex_повествование.tsv
приехать_VERB,0.09,0.04163,10,45.63,fpi_lex_повествование.tsv
