	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
40																																																			184	0.12461520536910305	0.03890853055717609	276.0	10.7387544337806											81	-0.21343036543437896	0.014377842580339249	131	1.8834973780244415	230	-0.20569571082895016	0.04109695952499052	99.0	4.068598992974061
41																																																			126	0.1244365725863968	0.03919161446190079	276.0	10.816885591484617											129	-0.2122586112409703	0.01493594701424258	131	1.956609058865778	180	0.205649212718978	0.04114373493230863	99.0	4.073229758298554
42																																																			52	-0.12330978746234049	0.04101763329438216	276.0	11.320866789249477											76	-0.21183890332120042	0.015140392089497662	131	1.9833913637241938	275	-0.20401198148796615	0.04281925542648199	99.0	4.239106287221717
43																																																			284	0.12320909028494338	0.041184252648827795	276.0	11.366853731076471											276	0.21041852447598702	0.015850452729759937	131	2.076409307598552	108	0.20369649749531635	0.04314855634014286	99.0	4.271707077674144
44																																																			298	0.12223370985698172	0.04282788476592549	276.0	11.820496195395435											180	0.20995421104634945	0.01608876093247512	131	2.1076276821542406	265	0.2034188617259696	0.043440091702980646	99.0	4.300569078595084
45																																																			88	-0.12223196681204149	0.04283087065858166	276.0	11.821320301768539											84	0.2099281069872637	0.01610225073211963	131	2.1093948459076715	243	0.20222208809352346	0.044715594300655005	99.0	4.426843835764846
46																																																			276	0.12167976941140529	0.04378565399601639	276.0	12.084840502900523											85	0.20762989840886198	0.017329072548425264	131	2.2701085038437094	85	0.20146794050501227	0.045535212501871335	99.0	4.507986037685262
47																																																			204	-0.12147740235490379	0.044140005729883074	276.0	12.182641581447728											193	0.2070596676860383	0.01764573030411535	131	2.3115906698391107	207	0.20105718341227127	0.04598684666987436	99.0	4.552697820317562
48																																																			62	-0.12130367025000947	0.04444613416356911	276.0	12.267133029145073											78	-0.20677435537683422	0.017806041337916863	131	2.332591415267109	186	-0.20071461173854419	0.046366344531283556	99.0	4.590268108597072
49																																																			283	-0.1210525863842423	0.04489170848083876	276.0	12.390111540711498											256	0.20660944881823987	0.017899272831511014	131	2.344804740927943	182	-0.20061872151676666	0.04647303458893606	99.0	4.60083042430467
50																																																			297	-0.12096904533212136	0.045040788857078226	276.0	12.431257724553591											42	-0.2059262295577952	0.018290054440963252	131	2.395997131766186	4	0.20030257925683237	0.04682622495852771	99.0	4.635796270894243
51																																																			290	0.120907158141179	0.0451514950558884	276.0	12.461812635425197											68	0.20570448405256497	0.018418463126629554	131	2.4128186695884715	231	-0.19945141611843886	0.04778819962674194	99.0	4.731031763047452
52																																																			240	0.11940532086345694	0.047908790850005975	276.0	13.22282627460165											254	0.20567146869660127	0.018437648245344957	131	2.4153319201401895	250	0.19789506505241597	0.04958944587267704	99.0	4.909355141395027
53																																																			197	-0.11925771511470408	0.048187225345180565	276.0	13.299674195269835											183	-0.2051883280859814	0.018720383302995355	131	2.4523702126923914					
