	я_PRON	я_PRON	я_PRON	я_PRON	я_PRON	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	мой_DET	мой_DET	мой_DET	мой_DET	мой_DET	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	ждать_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	видеть_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
54																																																			89	-0.11852076292112283	0.04959766928005886	276.0	13.688956721296245											280	-0.20464131503712626	0.019045013893695034	131	2.4948968200740493					
55																																																																		160	0.20338508772871663	0.019808999163424962	131	2.59497889040867					
56																																																																		241	-0.2021626361276472	0.02057768786108826	131	2.695677109802562					
57																																																																		262	0.20195924810968638	0.020708043066869377	131	2.7127536417598885					
58																																																																		66	0.20172118893015098	0.02086152285976123	131	2.7328594946287215					
59																																																																		300	0.20114121861317547	0.02123954432366058	131	2.782380306399536					
60																																																																		286	0.2000644783769917	0.02195700947932411	131	2.8763682417914587					
61																																																																		22	0.19961484096974327	0.02226272863976015	131	2.9164174518085795					
62																																																																		250	0.1989497432243177	0.022721649081570622	131	2.9765360296857515					
63																																																																		89	-0.19847683906154015	0.023052875994900326	131	3.0199267553319427					
64																																																																		102	-0.19847349404724787	0.023055233559743527	131	3.020235596326402					
65																																																																		21	-0.19773055364722206	0.0235840111401007	131	3.089505459353192					
66																																																																		212	-0.19685754676449346	0.024218621703306128	131	3.172639443133103					
67																																																																		240	-0.1967323733231857	0.02431080194082765	131	3.184715054248422					
68																																																																		3	0.19537849628443102	0.025327180961161228	131	3.317860705912121					
69																																																																		100	0.19473385702212798	0.025823757445314188	131	3.3829122253361588					
70																																																																		270	0.19452742952176372	0.025984520763557842	131	3.4039722200260774					
71																																																																		94	0.19344744348313583	0.02683961076575667	131	3.5159890103141236					
72																																																																		167	0.19341556604695467	0.0268652106181522	131	3.519342590977938					
73																																																																		98	-0.19296941637603993	0.027225692807396944	131	3.5665657577689998					
74																																																																		169	-0.19276360638584225	0.02739336967401329	131	3.588531427295741					
75																																																																		135	-0.19237799506111347	0.02770990481965972	131	3.629997531375423					
76																																																																		4	0.19219547687882402	0.02786081136958923	131	3.6497662894161893					
77																																																																		243	0.19206037579423726	0.02797296383417399	131	3.664458262276793					
78																																																																		173	-0.1910720220686424	0.028805191176959694	131	3.77348004418172					
79																																																																		103	0.1900546963453611	0.02968372521558028	131	3.8885680032410166					
80																																																																		148	0.1898325105141505	0.029878599195922118	131	3.9140964946657975					
81																																																																		242	-0.18968413825170902	0.030009337434789018	131	3.9312232039573614					
82																																																																		69	0.18895966411845083	0.03065470869172084	131	4.01576683861543					
83																																																																		20	0.18888700401736022	0.030720080416294083	131	4.024330534534525					
84																																																																		194	-0.18844327780308295	0.03112186995335617	131	4.076964963889658					
85																																																																		26	0.18767498462171922	0.0318280922219409	131	4.169480081074258					
86																																																																		122	-0.18749681956414996	0.031993788915060585	131	4.191186347872937					
87																																																																		52	-0.18740004492980214	0.03208409692400608	131	4.203016697044796					
88																																																																		106	-0.18610447037348352	0.03331404272861581	131	4.364139597448671					
89																																																																		145	-0.18592136803699116	0.0334910444969604	131	4.387326829101813					
90																																																																		108	0.1857563814718098	0.03365121441306084	131	4.40830908811097					
91																																																																		219	0.18471321537412816	0.034678986063969484	131	4.542947174380003					
92																																																																		269	0.18465429110867934	0.034737822868209076	131	4.550654795735389					
93																																																																		267	-0.18445048162352015	0.03494197995869701	131	4.577399374589308					
94																																																																		221	0.1840497351596629	0.03534636337876769	131	4.630373602618567					
95																																																																		144	0.18400417178257	0.035392589156486895	131	4.636429179499784					
96																																																																		258	0.18353256757253802	0.03587405154420891	131	4.699500752291367					
97																																																																		249	0.18311553729486876	0.03630438664921288	131	4.755874651046887					
98																																																																		2	0.17901332311642063	0.04077402243849185	131	5.341396939442432					
99																																																																		228	-0.17822282833625452	0.04168625392185564	131	5.460899263763089					
100																																																																		155	-0.17812468419914504	0.04180069486924936	131	5.475891027871666					
101																																																																		218	0.17782641319254577	0.04215010799061778	131	5.521664146770929					
102																																																																		168	0.17752389030077384	0.04250699352107788	131	5.568416151261203					
103																																																																		237	-0.17677314136003308	0.043403574568531035	131	5.685868268477566					
104																																																																		11	-0.17569120958759632	0.04472340117135826	131	5.858765553447932					
105																																																																		272	0.1752822761697442	0.04523088660594956	131	5.9252461453793925					
106																																																																		266	-0.17391248871571924	0.046965863768097124	131	6.1525281536207235					
107																																																																		210	0.17387665519754184	0.047011983092559356	131	6.158569785125276					
108																																																																		49	-0.17374050504708302	0.04718755781603332	131	6.181570073900366					
109																																																																		294	-0.17333254851255117	0.04771691134264715	131	6.250915385886777					
110																																																																		171	0.17241418606580422	0.0489266228643449	131	6.409387595229181					
111																																																																		238	-0.1723423180497058	0.049022354747897845	131	6.421928471974618					
112																																																																		154	-0.17232308148215608	0.049048005186188987	131	6.425288679390757					
113																																																																		279	-0.17209671718016897	0.049350681186386886	131	6.464939235416682					
