Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
к_ADP,-0.17,0.00274,19,5.4,fpi_lex_описание.tsv
видеть_VERB,-0.15,0.00786,10,15.49,fpi_lex_описание.tsv
жизнь_NOUN,0.11,0.01313,26,25.89,fpi_lex_повествование.tsv
я_PRON,0.1,0.01863,105,36.74,fpi_lex_повествование.tsv
ты_PRON,0.09,0.0382,52,75.32,fpi_lex_повествование.tsv
но_CCONJ,0.11,0.039,19,76.91,fpi_lex_описание.tsv
очень_ADV,-0.11,0.04596,13,90.63,fpi_lex_описание.tsv
