Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
новый_ADJ,-0.1,0.01867,11,9.6,fpi_lex_повествование.tsv
не_PART,0.11,0.04324,27,22.23,fpi_lex_описание.tsv
