Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
с_ADP,0.09,0.0384,48,56.57,fpi_lex_повествование.tsv
что_SCONJ,0.09,0.0401,21,59.07,fpi_lex_повествование.tsv
возможно_ADV,-0.11,0.04679,12,68.92,fpi_lex_описание.tsv
