Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
если_SCONJ,-0.11,0.00717,10,10.15,fpi_lex_повествование.tsv
молодой_ADJ,0.14,0.01417,15,20.05,fpi_lex_описание.tsv
поехать_VERB,-0.1,0.0217,12,30.71,fpi_lex_повествование.tsv
увидеться_VERB,0.09,0.02902,10,41.07,fpi_lex_повествование.tsv
вот_PART,-0.09,0.03246,22,45.93,fpi_lex_повествование.tsv
сейчас_ADV,-0.09,0.03701,12,52.37,fpi_lex_повествование.tsv
