Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
знать_VERB,-0.11,0.00915,17,14.49,fpi_lex_повествование.tsv
он_PRON,0.09,0.04392,17,69.52,fpi_lex_повествование.tsv
