Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
вот_PART,-0.11,0.01013,12,7.64,fpi_lex_повествование.tsv
в_ADP,0.11,0.01124,54,8.47,fpi_lex_повествование.tsv
