Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
у_ADP,-0.08,0.04847,26,46.82,fpi_lex_повествование.tsv
не_PART,0.08,0.04889,32,47.23,fpi_lex_повествование.tsv
