	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
24						225	0.1658705715650649	0.013337415362274497	222.0	2.9609062104249384																213	-0.13023317031605622	0.011481883086251003	376.0	4.317188040430377																					292	-0.15628488602921764	0.0263436973944703	202	5.321426873683						228	-0.1611911051769944	0.02063448130478886	206.0	4.2507031487865055																				
25						91	0.16512677837158535	0.013763457245077782	222.0	3.0554875084072677																210	0.12997284469437118	0.01164959925593054	376.0	4.380249320229884																					111	0.1562451912583941	0.02638239873568888	202	5.329244544609153						251	0.15909204556569595	0.0223672580447792	206.0	4.607655157224515																				
26						140	0.16495527148442746	0.013863372741298488	222.0	3.0776687485682643																162	-0.12969775607829367	0.011829175415891884	376.0	4.447769956375349																					21	0.15616353539097053	0.026462164353759893	202	5.345357199459499						149	0.1585854814606339	0.022803763926196163	206.0	4.69757536879641																				
27						179	-0.16389660970480255	0.014494317447855582	222.0	3.2177384734239394																90	-0.1291720582436068	0.012179159662469848	376.0	4.579364033088663																					17	-0.15613788816579696	0.02648726050817485	202	5.35042662265132						262	0.15791270439774477	0.023394839298797303	206.0	4.819336895552245																				
28						97	-0.16379534615721805	0.014555966540991344	222.0	3.2314245721000785																155	-0.12860320560609947	0.012568139783209604	376.0	4.725620558486811																					284	0.15607321289802203	0.02655063675848545	202	5.363228625214061						50	0.15756716451052952	0.023703515065774294	206.0	4.882924103549504																				
29						122	0.16341091592299217	0.014792102351845377	222.0	3.283846722109674																186	-0.12831844964728062	0.012766938520702079	376.0	4.800368883783982																					91	0.15604447241890465	0.02657884167420897	202	5.368926018190212						115	-0.15744958710882487	0.023809345395786025	206.0	4.904725151531921																				
30						89	-0.16326289663180366	0.014883913100572802	222.0	3.304228708327162																19	-0.1274943424289062	0.013357981594234635	376.0	5.0226010794322224																					60	-0.15599263182211873	0.026629781203088718	202	5.3792158030239206						222	-0.1573548071233228	0.023894951908184314	206.0	4.922360093085969																				
31						163	0.16273820974577483	0.015213385178667776	222.0	3.3773715096642465																115	-0.12652484124614233	0.014084027632302551	376.0	5.29559438974576																					39	0.1559279769232289	0.026693429558419572	202	5.392072770800754						122	-0.15458415260362046	0.0265172155023599	206.0	5.462546393486139																				
32						253	0.16161881965837058	0.015937681823278243	222.0	3.53816536476777																233	-0.12617477765045118	0.014354583997851698	376.0	5.397323583192239																					255	0.1559235349677011	0.026697807144785972	202	5.392957043246766						90	-0.15452178203940073	0.026578978664017924	206.0	5.475269604787692																				
33						125	-0.16146463657605117	0.016039768367271612	222.0	3.5608285775342976																108	0.12487003290902886	0.01540363133468615	376.0	5.7917653818419925																					8	-0.15585601814772365	0.026764421363280312	202	5.406413115382623						31	-0.15405727134042235	0.027042857599434856	206.0	5.57082866548358																				
34						50	-0.16013128515434685	0.016946673354733224	222.0	3.762161484750776																116	-0.12397322653586737	0.01616310875315768	376.0	6.077328891187288																					227	-0.15584723111201043	0.026773101396424952	202	5.40816648207784						232	0.1538151540438863	0.027287383830729726	206.0	5.621201069130324																				
35						69	-0.16002078803627315	0.017023797382507835	222.0	3.7792830189167392																277	0.12362494695071728	0.016466777097659667	376.0	6.191508188720035																					40	0.1557945319442756	0.026825209469176426	202	5.418692312773638						256	0.15325138647871997	0.027864109617618774	206.0	5.740006581229467																				
36						201	-0.1592496630745027	0.017570587790991753	222.0	3.900670489600169																5	-0.12304953321628814	0.016979427654039887	376.0	6.3842647979189975																					97	0.15572634422986337	0.02689276132516024	202	5.432337787682369						82	-0.15307096425380828	0.028050868591088473	206.0	5.778478929764225																				
37						197	-0.15884803003973197	0.017861387439355357	222.0	3.9652280115368894																185	-0.12287901880703439	0.017133998396783996	376.0	6.442383397190782																					256	-0.1557159875446618	0.026903034173543002	202	5.434412903055686						25	0.1524302270245076	0.028722789357433897	206.0	5.916894607631383																				
38						235	-0.15495207243405626	0.020906544857570764	222.0	4.64125295838071																208	0.12284097318298903	0.017168653925469755	376.0	6.455413875976628																					89	-0.15568212222681677	0.02693664883072599	202	5.4412030638066495						179	0.15181307952119213	0.029382931466390115	206.0	6.0528838820763635																				
39						172	-0.1533894052692298	0.02224874654403595	222.0	4.939221732775981																127	-0.12233527814208292	0.017635138602794132	376.0	6.630812114650594																					81	0.1556321476419118	0.026986319253625622	202	5.451236489232375						235	0.1503370623444094	0.03101452033382865	206.0	6.388991188768702																				
40						71	0.15309977584453222	0.022505524205700508	222.0	4.996226373665513																144	0.12229160868269047	0.01767593625411234	376.0	6.646152031546239																					151	0.1554172356425355	0.027200818567452763	202	5.494565350625458						73	0.15015664119910585	0.03121915452015129	206.0	6.431145831151166																				
41						250	-0.15308425372148116	0.02251935763894809	222.0	4.999297395846476																193	0.1221914168176331	0.017769850745668468	376.0	6.681463880371344																					18	-0.1553507474547825	0.02726747415208885	202	5.508029778721947						22	0.14732994580964412	0.03457841961959362	206.0	7.123154441636285																				
42						228	0.15278285995731142	0.02278942071351514	222.0	5.059251398400361																102	-0.12215940873406894	0.01779994505516763	376.0	6.692779340743028																					260	0.15532748751834846	0.027290825655265916	202	5.512746782363715						275	-0.14717032667365176	0.034776921966692236	206.0	7.1640459251386																				
43						24	-0.1523827371418637	0.02315226432472985	222.0	5.1398026800900265																58	-0.12215423658679386	0.017804812130089356	376.0	6.6946093609135975																					92	-0.15531466742632155	0.027303703535202513	202	5.515348114110908						37	0.14664505877003917	0.03543697820781991	206.0	7.300017510810901																				
44						249	-0.1508614110606563	0.024577696282256617	222.0	5.456248574660969																299	-0.12160530986043457	0.01832800879092065	376.0	6.891331305386165																					113	-0.15525151021351244	0.027367221430005216	202	5.528178728861054						247	0.1435308379144164	0.039572025160923514	206.0	8.151837183150244																				
45						110	0.1506841702873463	0.024748576554650056	222.0	5.494183995132312																239	0.12125076653852772	0.018673014424029626	376.0	7.02105342343514																					127	0.1550618582680683	0.02755871743499391	202	5.56686092186877						240	0.14314508486872213	0.04011145227611556	206.0	8.262959168879805																				
46						85	-0.15014568490262226	0.025274021318299075	222.0	5.610832732662395																4	0.12120081347810666	0.01872207568526252	376.0	7.039500457658708																					234	0.15497360360713672	0.0276482206054304	202	5.584940562296941						201	0.142014875196651	0.04172767115048249	206.0	8.595900256999393																				
47						173	0.15008729895462677	0.025331565399524556	222.0	5.623607518694452																173	-0.12115286533804878	0.018769273420310418	376.0	7.0572468060367175																					279	-0.15493423306427473	0.02768822829424269	202	5.593022115437024						56	0.14193371120852866	0.04184581353800311	206.0	8.62023758882864																				
48						162	-0.15003068173788775	0.02538747375904035	222.0	5.636019174506957																97	0.12030523769733599	0.01962091421617524	376.0	7.37746374528189																					175	0.15492434595724006	0.027698283188062008	202	5.595053203988526						186	-0.14145160748947105	0.04255337094443231	206.0	8.765994414553056																				
49						86	0.14972897832960708	0.025687191324798436	222.0	5.702556474105253																256	0.12018882433574792	0.019740465363759698	376.0	7.422414976773647																					27	-0.15483148304604702	0.027792874623697703	202	5.614160673986936						284	-0.14126899038408247	0.04282399799330631	206.0	8.8217435866211																				
50						274	0.14961271655025415	0.025803496519937377	222.0	5.728376227426097																55	-0.11969600968573052	0.020253607988688326	376.0	7.61535660374681																					14	-0.15480689901698316	0.02781796248335289	202	5.619228421637284						189	-0.13974102100931468	0.04514544740586329	206.0	9.299962165607838																				
51						34	-0.14848076079290176	0.026959710731858367	222.0	5.985055782472558																79	-0.11918413847640014	0.02079882660696197	376.0	7.820358804217701																					195	-0.15469447069469766	0.027932942044958883	202	5.642454293081694						83	0.13937971658731363	0.04570951304540882	206.0	9.416159687354217																				
52						178	-0.14830073469410046	0.027147629418098083	222.0	6.026773730817775																192	0.11911892238865229	0.02086919837758438	376.0	7.846818589971726																					46	-0.15468136781421388	0.027946368676157615	202	5.645166472583838						183	-0.13852015618797636	0.04707517821582665	206.0	9.69748671246029																				
53						150	-0.14814714677126806	0.02730883729812883	222.0	6.0625618801846																67	-0.11879736054055522	0.02121921150634264	376.0	7.978423526384833																					153	0.15466368875240083	0.02796449330950818	202	5.648827648520652						68	-0.1378020307238427	0.048242100131467645	206.0	9.937872627082335																				
54						42	-0.14765699671253785	0.027828803013514158	222.0	6.177994269000143																160	0.11865624185819344	0.02137441704377523	376.0	8.036780808459486																					116	0.1545957432276763	0.028034244917233036	202	5.662917473281073						80	-0.13711771949286894	0.049376421839555394	206.0	10.171542898948411																				
55						181	-0.14752592199504228	0.0279692792850014	222.0	6.209180001270311																300	0.11863963493254327	0.021392746313112648	376.0	8.043672613730356																					149	-0.15457107462210246	0.02805960604859216	202	5.668040421815616						221	0.13685462889037586	0.04981839472394115	206.0	10.262589313131878																				
56						296	0.1472484716140711	0.028268633910795475	222.0	6.275636728196596																216	-0.11814777353931417	0.02194183575250572	376.0	8.25013024294215																					100	-0.15453798296655968	0.02809365751175837	202	5.6749188173751905																														
57						83	0.1471401451266635	0.028386254614501075	222.0	6.301748524419239																279	-0.11786062996287143	0.02226800131389458	376.0	8.372768494024362																					73	-0.15450991399183756	0.028122568314387766	202	5.680758799506329																														
58						284	0.14693199828685558	0.028613435683269534	222.0	6.352182721685836																190	0.11737876800699686	0.022824786031516643	376.0	8.582119547850258																					262	-0.15443661273887288	0.02819818800547462	202	5.6960339771058734																														
59						195	0.14430002615946477	0.03162289881981828	222.0	7.020283537999658																110	-0.11717920265779187	0.0230588851096872	376.0	8.670140801242388																					87	0.15443297268752526	0.02820194771569524	202	5.696793438570438																														
60						209	-0.14376295094728708	0.03226905236440276	222.0	7.163729624897412																189	-0.11686018679639183	0.023437418592314456	376.0	8.812469390710236																					117	0.1543598691860509	0.028277545152684463	202	5.712064120842261																														
61						130	0.1436353916734381	0.032424159139946604	222.0	7.198163329068146																29	0.11685802040491453	0.023440007413842435	376.0	8.813442787604755																					295	0.1543446884219704	0.02829326552152876	202	5.7152396353488095																														
62						60	0.14326053611656236	0.03288364376658689	222.0	7.300168916182289																69	0.11667679639157581	0.023657445820226976	376.0	8.895199628405344																					222	0.15427082744184387	0.028369858593153517	202	5.73071143581701																														
63						240	-0.14323245759884576	0.03291828320202777	222.0	7.307858870850165																100	0.11667000689932532	0.023665625834544884	376.0	8.898275313788876																					250	0.15419009720127952	0.02845377773912584	202	5.747663103303419																														
64						32	0.1431334591163542	0.03304066162531707	222.0	7.335026880820389																182	-0.11660121350493716	0.02374864640174228	376.0	8.929491047055098																					198	0.15417935936370072	0.0284649557048371	202	5.749921052377094																														
65						79	0.1414054480847787	0.03523986292356042	222.0	7.823249569030413																297	0.11653480164096083	0.023829031521403025	376.0	8.959715852047538																					12	-0.1540821082748071	0.02856636405628125	202	5.770405539368813																														
66						80	0.1407775797115222	0.03606909313543022	222.0	8.007338676065508																269	0.11639073115589355	0.02400422332555621	376.0	9.025587970409134																					42	0.15406792730956648	0.02858117699365985	202	5.77339775271929																														
67						90	0.14049882854884435	0.03644250391534676	222.0	8.09023586920698																78	-0.11637803993456844	0.02401970921454233	376.0	9.031410664667916																					287	-0.1539951952574899	0.02865725357214422	202	5.788765221573133																														
68						108	-0.14048026217948392	0.03646749092817902	222.0	8.095782986055742																148	0.11604942508479471	0.024423701675613915	376.0	9.183311830030831																					229	0.15394794215774557	0.028706772262656145	202	5.798767997056541																														
69						118	0.13998753019171295	0.03713593786772816	222.0	8.244178206635652																48	0.11568018080128377	0.024884627760266467	376.0	9.356620037860191																					142	0.15392999120782838	0.02872560304410871	202	5.802571814909959																														
70						256	-0.13986557002270372	0.03730298107899564	222.0	8.281261799537033																137	0.1156521478148955	0.024919925646670418	376.0	9.369892043148077																					51	-0.1539235113806852	0.028732403060205837	202	5.803945418161579																														
71						242	0.13945840726634606	0.03786526047897087	222.0	8.406087826331532																17	-0.11487175158933079	0.025920048053614714	376.0	9.745938068159132																					148	0.1538340171890559	0.02882646024019349	202	5.822944968519085																														
72						262	-0.13938725530204546	0.03796425045633363	222.0	8.428063601306066																171	0.11486793727180872	0.025925019986374073	376.0	9.747807514876651																					25	0.15380811728372218	0.028853729728830334	202	5.828453405223727																														
73						1	-0.13898400516341064	0.038529410216956946	222.0	8.553529068164442																77	-0.11464285273503265	0.02621987375742555	376.0	9.858672532792006																					32	0.15379725300495364	0.028865175069643742	202	5.830765364068036																														
74						223	-0.13858527416985694	0.03909520252500681	222.0	8.679134960551512																91	-0.114432251644991	0.026498364069144388	376.0	9.96338488999829																					213	-0.15378678699985	0.028876204503871433	202	5.8329933097820295																														
75						165	-0.1384500629308977	0.03928864917464143	222.0	8.722080116770398																51	0.11376472496936928	0.027397955129508378	376.0	10.30163112869515																					235	0.15375077212761684	0.028914185727689338	202	5.840665516993246																														
76						9	0.1379193980795526	0.04005568959378543	222.0	8.892363089820366																295	-0.1136448060447169	0.02756231402074258	376.0	10.36343007179921																					286	0.15373215273853721	0.028933838435950692	202	5.844635364062039																														
77						59	0.13738163405899903	0.04084582313402045	222.0	9.06777273575254																154	-0.11362344257685159	0.027591683152725185	376.0	10.37447286542467																					1	0.15371489266423824	0.028952066583487694	202	5.848317449864514																														
78						282	-0.1371120035811321	0.04124690173046226	222.0	9.156812184162622																2	0.11362216014185174	0.027593447017510302	376.0	10.375136078583873																					165	-0.15367355392689253	0.02899576379623209	202	5.857144286838882																														
79						113	-0.13692491954367328	0.04152713415871142	222.0	9.219023783233935																101	0.1135252623821759	0.027727000931775058	376.0	10.425352350347422																					205	0.15364023804575352	0.029031021418534423	202	5.864266326543953																														
80						73	-0.13624960767278593	0.04255203694428583	222.0	9.446552201631455																296	-0.11337016871260396	0.027941921545463256	376.0	10.506162501094185																					176	0.1536284020965345	0.02904355601284462	202	5.866798314594613																														
81						292	-0.13589207611107276	0.043103200261020394	222.0	9.568910457946528																174	-0.11325507290513158	0.02810233841392847	376.0	10.566479243637104																					270	-0.1536109132732657	0.029062085617733813	202	5.87054129478223																														
