	свой_DET	свой_DET	свой_DET	свой_DET	свой_DET	он_PRON	он_PRON	он_PRON	он_PRON	он_PRON	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	хотеть_VERB	время_NOUN	время_NOUN	время_NOUN	время_NOUN	время_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	человек_NOUN	очень_ADV	очень_ADV	очень_ADV	очень_ADV	очень_ADV	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мочь_VERB	мы_PRON	мы_PRON	мы_PRON	мы_PRON	мы_PRON	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	жизнь_NOUN	потом_ADV	потом_ADV	потом_ADV	потом_ADV	потом_ADV	знать_VERB	знать_VERB	знать_VERB	знать_VERB	знать_VERB	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	первый_ADJ	год_NOUN	год_NOUN	год_NOUN	год_NOUN	год_NOUN	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	произойти_VERB	день_NOUN	день_NOUN	день_NOUN	день_NOUN	день_NOUN	жить_VERB	жить_VERB	жить_VERB	жить_VERB	жить_VERB	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON	ничто_PRON
	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni	Dim	Pearson C	P-value	Occ	P-Bonferroni
82						17	0.13539728227808417	0.04387583852084389	222.0	9.740436151627343																281	-0.11316685677585386	0.028225825825915853	376.0	10.61291051054436																					191	-0.15358261827674483	0.029092085869792388	202	5.876601345698062																														
83						11	0.13522952957264975	0.044140412652900265	222.0	9.799171608943858																26	0.11308382270073712	0.028342484444076194	376.0	10.656774150972648																					294	-0.15356073063788522	0.029115310753543885	202	5.881292772215865																														
84						74	-0.13521383171762452	0.04416523909050805	222.0	9.804683078092786																85	0.11280137603022516	0.028742409959891385	376.0	10.80714614491916																					98	-0.15355608838671694	0.029120238662301505	202	5.882288209784904																														
85						2	-0.13490425734982692	0.044657233099036665	222.0	9.91390574798614																209	0.11236528666842935	0.02936938505110666	376.0	11.042888779216103																					190	0.15354859020651823	0.029128199742261867	202	5.883896347936897																														
86						14	-0.1347006875003772	0.04498325444314946	222.0	9.98628248637918																131	-0.1121003279173385	0.02975601642398841	376.0	11.188262175419641																					103	0.1535228671523545	0.02915552493685795	202	5.889416037245306																														
87						33	0.13464398087986393	0.045074425434485775	222.0	10.006522446455842																143	0.11203246675705728	0.029855738649936847	376.0	11.225757732376255																					291	-0.15351023418645038	0.029168952751683675	202	5.892128455840102																														
88						99	0.1344628338653659	0.045366704760595976	222.0	10.071408456852307																1	0.11177031783515347	0.03024365986311385	376.0	11.371616108530807																					156	-0.1535007617307682	0.029179024666004614	202	5.894162982532932																														
89						283	-0.13332930875858975	0.04723187925718539	222.0	10.485477195095156																86	-0.1116874995978134	0.030367105337176344	376.0	11.418031606778305																					5	0.1534475941266985	0.029235612089919056	202	5.905593642163649																														
90						167	-0.13324097563430562	0.047379880091072434	222.0	10.51833338021808																13	-0.11116339401695624	0.03115835555689501	376.0	11.715541689392523																					43	0.15344360724295067	0.02923985919073164	202	5.906451556527791																														
91						213	0.13264086427821273	0.04839564419300384	222.0	10.743833010846851																265	0.11109463948753819	0.03126345141319197	376.0	11.755057731360182																					146	0.15340710913950203	0.029278763958856636	202	5.91431031968904																														
92						7	-0.13223192607757736	0.049098179413997495	222.0	10.899795829907443																282	0.11105536293375065	0.03132362407692453	376.0	11.777682652923623																					7	-0.15339948448028784	0.02928689696322347	202	5.915953186571141																														
93						66	-0.1322300477385303	0.04910142581295663	222.0	10.900516530476372																21	-0.11090607053474695	0.0315532476104353	376.0	11.864021101523672																					269	0.1533990134324519	0.029287399479649222	202	5.916054694889143																														
94																										53	-0.11089485863177287	0.03157055030694412	376.0	11.870526915410988																					68	-0.1533852904925444	0.02930204241963394	202	5.919012568766056																														
95																										11	-0.11079621433565981	0.03172313213411876	376.0	11.927897682428654																					211	0.15336639990154868	0.029322209681100997	202	5.923086355582401																														
96																										288	-0.1107180226636794	0.03184452514086382	376.0	11.973541452964795																					290	-0.15328201453584558	0.029412442794326515	202	5.941313444453956																														
97																										10	-0.11046232934525903	0.0322442636313871	376.0	12.12384312540155																					268	-0.15327965298582835	0.029414971401636073	202	5.941824223130487																														
98																										20	0.11040944941069819	0.03232746580950535	376.0	12.155127144374012																					16	0.1532681892556993	0.02942724871947826	202	5.944304241334609																														
99																										284	-0.11020545918771858	0.03265014614299218	376.0	12.276454949765059																					130	-0.15323669996812575	0.02946099533650929	202	5.951121057974876																														
100																										167	0.10948478684316827	0.03381222401359454	376.0	12.713396229111545																					45	-0.15312995590497858	0.02957563734884145	202	5.974278744465973																														
101																										118	-0.10939359659592152	0.03396174820940589	376.0	12.769617326736615																					53	-0.15312412752660315	0.02958190791481643	202	5.975545398792918																														
102																										198	0.10919123474810254	0.03429557197481525	376.0	12.895135062530535																					48	0.1531024565142765	0.029605233019160487	202	5.980257069870419																														
103																										44	-0.1090866958186661	0.0344691146195658	376.0	12.96038709695674																					118	-0.15307914508974294	0.029630341267841278	202	5.985328936103938																														
104																										130	-0.10894294646879599	0.03470896936490026	376.0	13.050572481202499																					56	0.15304952216416376	0.029662273723069555	202	5.99177929206005																														
105																										139	0.10886916960534684	0.03483262099836323	376.0	13.097065495384573																					289	0.1530149430406485	0.029699585931421777	202	5.999316358147199																														
106																										47	-0.10884405545401135	0.03487479824988576	376.0	13.112924141957047																					28	-0.15299532926771875	0.02972076774745729	202	6.003595084986372																														
107																										253	-0.10868175750714536	0.035148413559447464	376.0	13.215803498352246																					220	0.152994513051682	0.02972164949606445	202	6.003773198205018																														
108																										158	0.1079282655158049	0.036442738039141394	376.0	13.702469502717165																					29	0.15298537645388682	0.029731521179160756	202	6.005767278190473																														
109																										43	0.10768686444019891	0.036865872710291576	376.0	13.861568139069632																					224	-0.1529804844755419	0.029736807891861717	202	6.006835194156067																														
110																										234	0.10710859134119674	0.037896464550861236	376.0	14.249070671123825																					280	-0.15297970054805063	0.02973765514913621	202	6.007006340125514																														
111																										112	-0.10698217834953119	0.038124978466574734	376.0	14.3349919034321																					76	-0.15294524371511092	0.0297749159442155	202	6.014533020731531																														
112																										177	0.10680043429889545	0.03845555731299387	376.0	14.459289549685694																					173	-0.15293191950189636	0.029789335107558827	202	6.017445691726883																														
113																										262	0.10668006498303406	0.03867583326593167	376.0	14.54211330799031																					240	0.1529203996991415	0.029801806380976233	202	6.019964888957199																														
114																										119	0.10655313163432277	0.038909277254564244	376.0	14.629888247716156																					86	-0.15288238930466183	0.029842987826577582	202	6.028283540968672																														
115																										66	0.1063511032692469	0.03928328732841239	376.0	14.770516035483057																					62	0.15285904176747125	0.029868307217567207	202	6.033398057948576																														
116																										95	-0.10597931170251926	0.03997952354230842	376.0	15.032300851907967																					271	0.15285145522910484	0.029876538433709198	202	6.035060763609258																														
117																										292	0.10589908017872335	0.04013112928475516	376.0	15.08930461106794																					131	-0.15281832057464584	0.02991251144648365	202	6.042327312189697																														
118																										38	-0.10486815309518548	0.042122775908918046	376.0	15.838163741753185																					143	-0.15276178405724913	0.02997397627736188	202	6.0547432080271																														
119																										242	0.10474546158608142	0.04236525780340426	376.0	15.929336934080004																					298	0.15275885849363427	0.029977159793512963	202	6.055386278289618																														
120																										31	-0.10428217907639535	0.04329149834771615	376.0	16.277603378741272																					251	0.15274281035198017	0.029994628061892764	202	6.058914868502338																														
121																										228	-0.10415281013333079	0.043553169074158564	376.0	16.37599157188362																					22	0.15272136572988076	0.03001798390819531	202	6.0636327494554525																														
122																										93	-0.10410620161326915	0.043647768220636665	376.0	16.411560850959386																					107	0.15268201163634249	0.030060885744543027	202	6.072298920397691																														
123																										122	-0.10360014286184983	0.0446860647644512	376.0	16.801960351433653																					214	-0.15264560071231859	0.030100625656958875	202	6.080326382705692																														
124																										254	0.10302009853430788	0.04590160521137355	376.0	17.259003559476454																					257	0.1526249068429772	0.030123231495791516	202	6.084892762149886																														
125																										109	0.102407000091916	0.047216448380905156	376.0	17.75338459122034																					228	-0.15262149955123985	0.03012695498560939	202	6.085644907093097																														
126																										105	-0.1023896136311299	0.04725419048203641	376.0	17.76757562124569																					9	-0.15260226447650985	0.03014798244734768	202	6.089892454364231																														
127																										206	-0.10225935802124937	0.04753775075117339	376.0	17.874194282441195																					259	-0.15259206459636224	0.03015913786343397	202	6.0921458484136615																														
128																										169	-0.10224025997773194	0.04757944581035747	376.0	17.889871624694408																					225	0.1525380752519525	0.0302182436404818	202	6.1040852153773235																														
129																										75	-0.102233922463066	0.04759328870715267	376.0	17.895076553889403																					249	0.1525318674034796	0.030225046119040797	202	6.1054593160462405																														
130																										205	-0.10163670786494246	0.04891298793978786	376.0	18.391283465360235																					254	0.15252643836622148	0.03023099625692773	202	6.106661243899401																														
131																																																			202	-0.1524731334641042	0.03028947064812717	202	6.118473070921688																														
132																																																			129	0.15244353361777874	0.030321982704396715	202	6.125040506288136																														
133																																																			182	-0.152375338687723	0.030397000328726984	202	6.1401940664028505																														
134																																																			30	-0.15236602543171504	0.030407257618115753	202	6.142266038859382																														
135																																																			106	0.15235780667213522	0.030416311919061603	202	6.144095007650444																														
136																																																			61	-0.15231989370446855	0.030458108985959183	202	6.152538015163755																														
137																																																			96	-0.15230744715168287	0.03047184133228652	202	6.155311949121877																														
138																																																			102	-0.15228040964814274	0.030501690137637243	202	6.161341407802723																														
139																																																			266	0.15224375504691107	0.030542195803630684	202	6.169523552333398																														
140																																																			285	0.15223981932811986	0.03054654774799031	202	6.170402645094042																														
141																																																			108	0.15223559935203185	0.030551214598765343	202	6.1713453489506																														
142																																																			72	0.1522352721184735	0.030551576510136607	202	6.171418455047594																														
143																																																			215	-0.15218980010341535	0.030601902865878706	202	6.181584378907498																														
144																																																			261	-0.15214228448164996	0.03065456647087279	202	6.192222427116303																														
145																																																			283	-0.15213646043487622	0.030661026823160374	202	6.1935274182783955																														
146																																																			181	-0.15212332224629235	0.030675604684391827	202	6.196472146247149																														
147																																																			145	-0.15208948658880334	0.030713175226024802	202	6.20406139565701																														
148																																																			194	-0.15207227587227864	0.03073230075641371	202	6.207924752795569																														
149																																																			178	-0.15205195298482235	0.030754897776258037	202	6.212489350804123																														
150																																																			11	-0.15203792578871764	0.030770502874294458	202	6.21564158060748																														
151																																																			167	0.15202670912967745	0.03078298613591186	202	6.218163199454196																														
152																																																			296	-0.15199787692840605	0.03081509391936342	202	6.224648971711411																														
153																																																			264	-0.15197142842501182	0.030844572287558082	202	6.230603602086733																														
154																																																			299	-0.15196651670267367	0.03085004932735633	202	6.2317099641259786																														
155																																																			83	-0.1519425475099803	0.03087678915848434	202	6.237111410013837																														
156																																																			115	-0.15189243724680349	0.030932755552146463	202	6.248416621533585																														
157																																																			218	-0.15188512508437438	0.03094092947108163	202	6.25006775315849																														
158																																																			180	0.15186045738285134	0.030968517898922212	202	6.255640615582287																														
159																																																			55	0.15185206102695792	0.030977913186661644	202	6.257538463705652																														
160																																																			197	-0.15182069207799712	0.031013035649987072	202	6.264633201297388																														
161																																																			221	0.15179738422041616	0.031039154417606938	202	6.269909192356601																														
162																																																			297	0.15174240050627366	0.031100843374804916	202	6.282370361710593																														
163																																																			79	-0.1517242170139731	0.031121267302075536	202	6.2864959950192585																														
164																																																			135	0.15169987025000367	0.031148631781058648	202	6.292023619773847																														
165																																																			69	-0.15168078682277114	0.031170094871252472	202	6.296359163992999																														
166																																																			230	-0.15167844640840722	0.03117272799723282	202	6.29689105544103																														
167																																																			274	-0.15162566719038947	0.031232158549141173	202	6.308896026926517																														
168																																																			36	-0.15162414079508682	0.031233878738220127	202	6.309243505120466																														
169																																																			282	-0.1516218843740864	0.03123642178611351	202	6.309757200794929																														
170																																																			104	0.15161532280874507	0.031243817850809343	202	6.3112512058634875																														
171																																																			136	0.15158196713995817	0.03128143875503499	202	6.318850628517067																														
172																																																			63	-0.15157933478697486	0.031284409352188854	202	6.3194506891421485																														
173																																																			4	0.1515390876680474	0.03132985794698147	202	6.328631305290257																														
174																																																			253	-0.151537733569421	0.031331388024305885	202	6.328940380909789																														
175																																																			184	0.15153281283522707	0.03133694879301185	202	6.330063656188393																														
176																																																			188	0.15150394849931442	0.03136958440684075	202	6.336656050181831																														
177																																																			110	-0.1514945631804941	0.0313802021998238	202	6.338800844364408																														
178																																																			272	0.15148803581139536	0.03138758854292163	202	6.34029288567017																														
179																																																			200	0.1513776842388391	0.03151268614780287	202	6.365562601856181																														
180																																																			239	0.1513560261474954	0.03153728812239367	202	6.370532200723521																														
181																																																			208	0.1513376867673132	0.03155813307092899	202	6.374742880327656																														
182																																																			139	0.15130363079465878	0.031596872960643105	202	6.382568338049907																														
183																																																			99	-0.15120055135167926	0.031714376292586444	202	6.406304011102462																														
184																																																			54	-0.15119352201283623	0.03172240277266963	202	6.407925360079266																														
185																																																			233	-0.1511749312809785	0.03174363901061871	202	6.412215080144979																														
186																																																			65	-0.15115812819662225	0.03176284362258101	202	6.416094411761365																														
187																																																			31	0.15102412750824049	0.0319163500582703	202	6.447102711770601																														
188																																																			159	0.1510218043035644	0.031919016995882614	202	6.447641433168288																														
189																																																			26	0.15101710784253858	0.03192440890731421	202	6.448730599277471																														
190																																																			204	0.15101556734049962	0.031926177695164495	202	6.449087894423228																														
191																																																			158	-0.1509508082095419	0.03200060889389792	202	6.46412299656738																														
192																																																			154	0.15092548274945009	0.032029756952595245	202	6.47001090442424																														
193																																																			23	0.15092210860583458	0.032033642090409195	202	6.470795702262658																														
194																																																			112	-0.15084760393987456	0.032119532262669476	202	6.488145517059234																														
195																																																			189	-0.15081538960362698	0.03215673007919224	202	6.495659475996832																														
196																																																			138	0.1507993654180478	0.03217524680944814	202	6.499399855508524																														
197																																																			277	-0.15072051915464077	0.032266489667193046	202	6.517830912772995																														
198																																																			24	-0.1506772618731854	0.03231664147961127	202	6.527961578881476																														
199																																																			223	-0.15065625706286673	0.03234101802502624	202	6.5328856410553																														
200																																																			93	0.1505992260698492	0.03240728261997717	202	6.546271089235388																														
201																																																			126	0.1505966660848352	0.03241025978453563	202	6.546872476476197																														
202																																																			206	-0.15055771988670322	0.03245558140968474	202	6.556027444756317																														
203																																																			232	0.15054108818134793	0.032474952109021876	202	6.559940326022419																														
204																																																			186	-0.15051373787821734	0.03250682797108485	202	6.56637925015914																														
205																																																			121	0.15040857914029757	0.032629634813692326	202	6.59118623236585																														
206																																																			15	0.15040786540209478	0.03263046967942394	202	6.591354875243637																														
207																																																			137	-0.15040772139491163	0.03263063812806955	202	6.591388901870049																														
208																																																			216	-0.15039961841164162	0.03264011757229546	202	6.593303749603683																														
209																																																			199	0.15031449577798342	0.03273984159454825	202	6.613448002098746																														
210																																																			246	-0.15028987859223308	0.032768729679256425	202	6.619283395209798																														
211																																																			162	-0.15026848263757073	0.03279385526589931	202	6.624358763711661																														
212																																																			120	-0.15025091445259145	0.032814498084346395	202	6.628528613037972																														
213																																																			74	0.15024678401275218	0.03281935300135043	202	6.629509306272786																														
214																																																			193	0.15018624169160147	0.03289058448807978	202	6.643898066592115																														
215																																																			47	0.15018169818949334	0.03289593547200134	202	6.644978965344271																														
216																																																			125	0.1501208157975678	0.0329677094195096	202	6.659477302740939																														
217																																																			281	-0.15005113771323422	0.033050015791235586	202	6.676103189829588																														
218																																																			64	-0.1500434049194355	0.0330591608098899	202	6.67795048359776																														
219																																																			20	0.15001319148818923	0.033094912670738566	202	6.68517235948919																														
220																																																			171	0.14991463042465822	0.03321176939051658	202	6.708777416884349																														
221																																																			157	0.14989559224003365	0.033234381925762405	202	6.713345149004006																														
222																																																			66	0.14988933618068997	0.03324181539151311	202	6.714846709085648																														
223																																																			170	0.1498214760335458	0.033322537762391975	202	6.731152628003179																														
224																																																			265	0.14973107468691216	0.03343033233177129	202	6.752927131017801																														
225																																																			132	-0.14971123132474026	0.03345403314406714	202	6.757714695101562																														
226																																																			183	0.14963397981743157	0.03354643788550157	202	6.776380452871318																														
227																																																			293	0.149614024608492	0.033570342584107724	202	6.7812092019897605																														
228																																																			243	-0.14946558308190644	0.033748617597322485	202	6.817220754659142																														
229																																																			252	0.14946092558156845	0.033754224128915385	202	6.818353274040907																														
230																																																			144	0.14945226506979314	0.03376465144343742	202	6.820459591574359																														
231																																																			163	-0.1493940881360124	0.03383476775142132	202	6.834623085787107																														
232																																																			124	0.14938603616260698	0.03384448192040018	202	6.8365853479208365																														
233																																																			174	0.1493774768669207	0.033854810734929214	202	6.8386717684557015																														
234																																																			33	0.14936972394164902	0.03386416878153365	202	6.8405620938697975																														
235																																																			122	0.14914516178343828	0.03413617714367375	202	6.895507783022097																														
236																																																			141	-0.1491364423732314	0.03414677608983267	202	6.8976487701461995																														
237																																																			67	-0.14896058593963432	0.0343611363733883	202	6.940949547424436																														
238																																																			242	0.1485292981391253	0.03489169105324185	202	7.048121592754854																														
239																																																			95	-0.14848490028640737	0.03494669970683074	202	7.059233340779809																														
240																																																			90	0.14840472216088604	0.035046226083080216	202	7.079337668782204																														
241																																																			19	-0.1480895780906069	0.03543974965818174	202	7.158829430952711																														
242																																																			219	0.14799840350814725	0.03555429578309582	202	7.181967748185355																														
243																																																			217	0.14717249261649656	0.03660627381902996	202	7.394467311444052																														
244																																																			161	0.14697694907618367	0.036859158755385354	202	7.445550068587842																														
245																																																			185	-0.14691182130609137	0.03694371180955908	202	7.462629785530933																														
246																																																			212	-0.14659067889447563	0.03736304044097673	202	7.547334169077299																														
247																																																			273	-0.14633871761514902	0.037694844767849296	202	7.614358643105557																														
248																																																			155	-0.1461571845377911	0.037935442296120926	202	7.662959343816427																														
249																																																			192	0.14584004617666363	0.03835887683566489	202	7.748493120804308																														
250																																																			13	-0.14524115911098193	0.039169373466976506	202	7.912213440329254																														
251																																																			50	0.14514762140009502	0.03929725564209674	202	7.9380456397035415																														
252																																																			49	0.14514199068859376	0.03930496500951596	202	7.9396029319222245																														
253																																																			241	-0.14503972723099326	0.0394452023722285	202	7.967930879190156																														
254																																																			236	0.14447866512822613	0.04022212838157562	202	8.124869933078276																														
255																																																			238	-0.14442512126852922	0.04029694146869622	202	8.139982176676636																														
256																																																			2	0.14383995353889184	0.04112221692370156	202	8.306687818587715																														
257																																																			147	0.14354489057738878	0.04154371145769564	202	8.39182971445452																														
258																																																			38	-0.14340285840731204	0.041747893883818644	202	8.433074564531367																														
259																																																			52	0.14228065962702965	0.04339097750779491	202	8.764977456574572																														
260																																																			150	0.14187705559453534	0.043995026666443705	202	8.886995386621628																														
261																																																			71	-0.14175362315833784	0.04418116126724996	202	8.924594575984493																														
262																																																			37	0.1415066758828247	0.04455553526865146	202	9.000218124267596																														
263																																																			41	-0.1414451542583335	0.04464921472551872	202	9.019141374554781																														
264																																																			300	0.1411171990401418	0.04515138153727496	202	9.12057907052954																														
265																																																			77	0.14093234140340002	0.04543651325398558	202	9.178175677305088																														
266																																																			59	-0.1403299917010715	0.04637607061720708	202	9.36796626467583																														
267																																																			134	0.14004690817170867	0.046823205911499646	202	9.458287594122929																														
268																																																			168	0.1399075282744174	0.04704467811017891	202	9.50302497825614																														
269																																																			58	-0.13925262106441427	0.04809705623482859	202	9.715605359435376																														
270																																																			88	0.13921232543124626	0.04816244377399419	202	9.728813642346825																														
