Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
мнение_NOUN,0.18,0.00138,17,2.18,fpi_lex_описание.tsv
последний_ADJ,0.1,0.01978,18,31.31,fpi_lex_повествование.tsv
месяц_NOUN,0.09,0.04494,16,71.14,fpi_lex_повествование.tsv
