Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
изобразить_VERB,-0.15,0.00544,12,5.96,fpi_lex_описание.tsv
то_PRON,-0.14,0.01048,17,11.49,fpi_lex_описание.tsv
картина_NOUN,-0.12,0.03337,21,36.58,fpi_lex_описание.tsv
я_PRON,-0.11,0.0411,63,45.05,fpi_lex_описание.tsv
