Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
свой_DET,-0.13,0.00269,12,2.6,fpi_lex_повествование.tsv
как_SCONJ,-0.1,0.02147,18,20.74,fpi_lex_повествование.tsv
