Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
женщина_NOUN,-0.16,0.00332,12,4.38,fpi_lex_описание.tsv
или_CCONJ,-0.16,0.00418,14,5.53,fpi_lex_описание.tsv
она_PRON,-0.16,0.0045,40,5.94,fpi_lex_описание.tsv
это_PRON,-0.14,0.00928,30,12.26,fpi_lex_описание.tsv
свой_DET,0.12,0.0281,16,37.11,fpi_lex_описание.tsv
этот_DET,-0.09,0.0416,10,54.96,fpi_lex_повествование.tsv
