Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
не_PART,0.16,0.00479,27,2.46,fpi_lex_описание.tsv
новый_ADJ,-0.1,0.02063,11,10.6,fpi_lex_повествование.tsv
