Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
день_NOUN,-0.11,0.00802,12,15.82,fpi_lex_повествование.tsv
он_PRON,-0.14,0.01002,45,19.76,fpi_lex_описание.tsv
будет_AUX,0.14,0.0106,14,20.91,fpi_lex_описание.tsv
это_PRON,-0.14,0.0113,10,22.28,fpi_lex_описание.tsv
как_SCONJ,-0.1,0.0209,17,41.22,fpi_lex_повествование.tsv
все_PRON,0.09,0.02987,15,58.91,fpi_lex_повествование.tsv
быть_VERB,-0.09,0.03002,13,59.2,fpi_lex_повествование.tsv
