Word/Dim,Pearson C,P-value,Occ,P-Bonferroni,Text
и_CCONJ,0.16,0.00368,72,4.53,fpi_lex_описание.tsv
жить_VERB,0.12,0.03091,10,38.05,fpi_lex_описание.tsv
о_ADP,0.12,0.03646,23,44.88,fpi_lex_описание.tsv
