,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,ROOT,[],"[8, 12]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
6,",",",",PUNCT,punct,"[8, 0]",[],
8,Стас,стас,PROPN,parataxis,[0],[6],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
12,!,!,PUNCT,punct,[0],[],
14,Из,из,ADP,case,"[20, 134]",[],
16,-,-,ADP,case,"[20, 134]",[],
17,за,за,ADP,case,"[20, 134]",[],
20,того,того,PRON,obl,[134],"[14, 16, 17, 66, 130]",Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
24,",",",",PUNCT,punct,"[66, 20, 134]",[],
26,что,что,SCONJ,mark,"[66, 20, 134]",[],
30,мы,мы,PRON,nsubj,"[66, 20, 134]",[],Case=Nom|Number=Plur|Person=First
33,уже,уже,ADV,advmod,"[37, 48, 66, 20, 134]",[],Degree=Pos
37,длительный,длительный,ADJ,amod,"[48, 66, 20, 134]",[33],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
48,период,период,NOUN,obl,"[66, 20, 134]","[37, 55]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
55,времени,время,NOUN,nmod,"[48, 66, 20, 134]",[],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
63,не,не,PART,advmod,"[66, 20, 134]",[],Polarity=Neg
66,общались,общаться,VERB,acl,"[20, 134]","[24, 26, 30, 48, 63, 83]",Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid
74,",",",",PUNCT,punct,"[83, 66, 20, 134]",[],
76,так,так,ADV,advmod,"[83, 66, 20, 134]",[80],Degree=Pos
80,же,же,PART,advmod,"[76, 83, 66, 20, 134]",[],
83,хорошо,хороший,ADJ,conj,"[66, 20, 134]","[74, 76, 92]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
90,и,и,CCONJ,cc,"[92, 83, 66, 20, 134]",[],
92,часто,часто,ADV,conj,"[83, 66, 20, 134]","[90, 121]",Degree=Pos
98,как,как,SCONJ,case,"[121, 92, 83, 66, 20, 134]",[],
102,это,это,PRON,nsubj,"[121, 92, 83, 66, 20, 134]",[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
