,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,ROOT,[],"[8, 15]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
6,",",",",PUNCT,punct,"[8, 0]",[],
8,дружище,дружище,VERB,parataxis,[0],[6],Aspect=Perf|Mood=Imp|Number=Sing|Person=Second|VerbForm=Fin|Voice=Act
15,!,!,PUNCT,punct,[0],[],
17,Давно,давно,ADV,advmod,[26],[],Degree=Pos
23,не,не,PART,advmod,[26],[],Polarity=Neg
26,виделись,видеться,VERB,ROOT,[],"[17, 23, 34]",Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid
34,.,.,PUNCT,punct,[26],[],
36,Как,как,SCONJ,mark,[40],[],
40,там,там,ADV,ROOT,[],"[36, 46, 55]",Degree=Pos
44,у,у,ADP,case,"[46, 40]",[],
46,тебя,ты,PRON,obl,[40],"[44, 51]",Case=Gen|Number=Sing|Person=Second
51,дела,дело,NOUN,nsubj,"[46, 40]",[],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
55,?,?,PUNCT,punct,[40],[],
57,Как,как,SCONJ,mark,[61],[],
61,родители,родитель,NOUN,ROOT,[],"[57, 69]",Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur
69,?,?,PUNCT,punct,[61],[],
71,Как,как,SCONJ,mark,[78],[],
75,на,на,ADP,case,[78],[],
78,личном,личный,ADJ,ROOT,[],"[71, 75, 84]",Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
84,?,?,PUNCT,punct,[78],[],
86,Как,как,SCONJ,mark,[92],[],
90,с,с,ADP,case,[92],[],
92,учебой,учёба,NOUN,ROOT,[],"[86, 90, 99, 103]",Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing
99,дела,дело,NOUN,nmod,[92],[],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
103,?,?,PUNCT,punct,[92],[],
105,У,у,ADP,case,"[107, 116]",[],
107,меня,я,PRON,obl,[116],[105],Case=Gen|Number=Sing|Person=First
112,все,все,PRON,nsubj,[116],[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
116,нормально,нормальный,ADJ,ROOT,[],"[107, 112, 125]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
125,.,.,PUNCT,punct,[116],[],
127,За,за,ADP,case,"[138, 170]",[],
130,эти,этот,DET,det,"[134, 138, 170]",[],Animacy=Inan|Case=Acc|Number=Plur
