,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Картина,картина,NOUN,nsubj,[14],[],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
8,очень,очень,ADV,advmod,[14],[],Degree=Pos
14,страшная,страшный,ADJ,ROOT,[],"[0, 8, 28, 45]",Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
22,",",",",PUNCT,punct,"[28, 14]",[],
24,она,она,PRON,nsubj,"[28, 14]",[],Case=Nom|Gender=Fem|Number=Sing|Person=Third
28,внушает,внушать,VERB,conj,[14],"[22, 24, 36, 40]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
36,мне,я,PRON,iobj,"[28, 14]",[],Case=Dat|Number=Sing|Person=First
40,страх,страх,NOUN,obj,"[28, 14]",[],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
45,.,.,PUNCT,punct,[14],[],
47,И,и,CCONJ,cc,[63],[],
49,мне,я,PRON,iobj,[63],[],Case=Dat|Number=Sing|Person=First
53,совсем,совсем,ADV,advmod,"[60, 63]",[],Degree=Pos
60,не,не,PART,advmod,[63],[53],Polarity=Neg
63,хочется,хотеться,VERB,ROOT,[],"[47, 49, 60, 74, 83]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Mid
71,ее,она,PRON,obj,"[74, 63]",[],Case=Acc|Gender=Fem|Number=Sing|Person=Third
74,описывать,описывать,VERB,xcomp,[63],[71],Aspect=Imp|VerbForm=Inf|Voice=Act
83,...,...,PUNCT,punct,[63],[],
87,На,на,ADP,case,"[90, 98]",[],
90,картине,картина,NOUN,obl,[98],[87],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
98,изображен,изобразить,VERB,ROOT,[],"[90, 116, 141, 218]",Aspect=Perf|Gender=Masc|Number=Sing|StyleVariant=Short|Tense=Past|VerbForm=Part|Voice=Pass
108,молодой,молодой,ADJ,amod,"[116, 98]",[],Case=Nom|Degree=Pos|Gender=Masc|Number=Sing
116,юноша,юноша,NOUN,nsubj:pass,[98],[108],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
121,",",",",PUNCT,punct,"[141, 98]",[],
123,а,а,CCONJ,cc,"[141, 98]",[],
125,на,на,ADP,case,"[135, 141, 98]",[],
128,заднем,задний,ADJ,amod,"[135, 141, 98]",[],Case=Loc|Degree=Pos|Gender=Masc|Number=Sing
135,плане,план,NOUN,obl,"[141, 98]","[125, 128]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
141,стоит,стоить,VERB,conj,[98],"[121, 123, 135, 155]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
147,пожилая,пожилой,ADJ,amod,"[155, 141, 98]",[],Case=Nom|Degree=Pos|Gender=Fem|Number=Sing
155,женщина,женщина,NOUN,nsubj,"[141, 98]","[147, 189, 207]",Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
163,с,с,ADP,case,"[189, 155, 141, 98]",[],
165,пронизывающим,пронизывать,VERB,acl,"[189, 155, 141, 98]",[182],Aspect=Imp|Case=Ins|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act
179,до,до,ADP,case,"[182, 165, 189, 155, 141, 98]",[],
182,костей,кость,NOUN,obl,"[165, 189, 155, 141, 98]",[179],Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur
189,взглядом,взгляд,NOUN,nmod,"[155, 141, 98]","[163, 165]",Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing
198,и,и,CCONJ,cc,"[207, 155, 141, 98]",[],
200,ехидно,ехидно,ADV,advmod,"[207, 155, 141, 98]",[],Degree=Pos
