,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,12-го,12-й,ADJ,obl,[118],"[6, 14, 16]",Case=Gen|Degree=Pos|Gender=Neut|Number=Sing
6,августа,август,NOUN,flat,"[0, 118]",[],Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
14,18,18,NUM,appos,"[0, 118]",[],
16,...,...,PUNCT,punct,"[0, 118]",[],
20,ровно,ровно,ADV,advmod,"[35, 118]",[],Degree=Pos
26,в,в,ADP,case,"[35, 118]",[],
28,третий,третий,ADJ,amod,"[35, 118]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
35,день,день,NOUN,obl,[118],"[20, 26, 28, 46, 80]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
40,после,после,ADP,case,"[46, 35, 118]",[],
46,дня,день,NOUN,nmod,"[35, 118]","[40, 56]",Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing
50,моего,мой,DET,det,"[56, 46, 35, 118]",[],Case=Gen|Gender=Neut|Number=Sing
56,рождения,рождение,NOUN,nmod,"[46, 35, 118]",[50],Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing
64,",",",",PUNCT,punct,"[80, 35, 118]",[],
66,в,в,ADP,case,"[68, 80, 35, 118]",[],
68,который,который,PRON,obl,"[80, 35, 118]",[66],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
76,мне,я,PRON,iobj,"[80, 35, 118]",[],Case=Dat|Number=Sing|Person=First
80,минуло,минуть,VERB,acl:relcl,"[35, 118]","[64, 68, 76, 100]",Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
87,восемнадцать,восемнадцать,NUM,nummod:gov,"[100, 80, 35, 118]",[],Case=Acc
100,лет,год,NOUN,obl,"[80, 35, 118]",[87],Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
104,и,и,CCONJ,cc,[118],[],
106,в,в,ADP,case,"[108, 118]",[],
108,который,который,PRON,obl,[118],[106],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
116,я,я,PRON,nsubj,[118],[],Case=Nom|Number=Sing|Person=First
118,получил,получить,VERB,ROOT,[],"[0, 35, 104, 108, 116, 141, 182, 271]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
