,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,ROOT,[],"[8, 13]",Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
6,",",",",PUNCT,punct,"[8, 0]",[],
8,Колян,колян,PROPN,conj,[0],[6],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
13,!,!,PUNCT,punct,[0],[],
15,Учусь,учиться,VERB,ROOT,[],"[21, 30, 42, 52]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Mid
21,сейчас,сейчас,ADV,advmod,[15],[],Degree=Pos
28,в,в,ADP,case,"[30, 15]",[],
30,Воронеже,воронеж,PROPN,obl,[15],[28],Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
39,на,на,ADP,case,"[42, 15]",[],
42,бухгалтера,бухгалтер,NOUN,obl,[15],[39],Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing
52,.,.,PUNCT,punct,[15],[],
54,Весь,весь,DET,det,"[69, 75]",[],Case=Nom|Gender=Masc|Number=Sing
59,последний,последний,ADJ,amod,"[69, 75]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing
69,месяц,месяц,NOUN,obl,[75],"[54, 59]",Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
75,готовилась,готовиться,VERB,ROOT,[],"[69, 88, 151]",Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
86,к,к,ADP,case,"[88, 75]",[],
88,отъезду,отъезд,NOUN,obl,[75],"[86, 97]",Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing
95,:,:,PUNCT,punct,"[97, 88, 75]",[],
97,искала,искать,VERB,parataxis,"[88, 75]","[95, 104, 114]",Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
104,квартиру,квартира,NOUN,obj,"[97, 88, 75]",[],Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing
112,;,;,PUNCT,punct,"[114, 97, 88, 75]",[],
114,покупала,покупать,VERB,conj,"[97, 88, 75]","[112, 123]",Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
123,всё,всё,PRON,obj,"[114, 97, 88, 75]",[132],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
126,",",",",PUNCT,punct,"[132, 123, 114, 97, 88, 75]",[],
128,что,что,PRON,nsubj,"[132, 123, 114, 97, 88, 75]",[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
132,нужно,нужный,ADJ,acl:relcl,"[123, 114, 97, 88, 75]","[126, 128, 138]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
138,взять,взять,VERB,csubj,"[132, 123, 114, 97, 88, 75]",[146],Aspect=Perf|VerbForm=Inf|Voice=Act
144,с,с,ADP,case,"[146, 138, 132, 123, 114, 97, 88, 75]",[],
146,собой,себя,PRON,obl,"[138, 132, 123, 114, 97, 88, 75]",[144],Case=Ins
151,.,.,PUNCT,punct,[75],[],
153,В,в,ADP,case,"[155, 163]",[],
155,августе,август,NOUN,obl,[163],[153],Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing
163,ездила,ездить,VERB,ROOT,[],"[155, 173, 180, 188, 201, 207]",Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
170,на,на,ADP,case,"[173, 163]",[],
173,море,море,NOUN,obl,[163],[170],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
178,с,с,ADP,case,"[180, 163]",[],
180,друзьями,друг,NOUN,obl,[163],[178],Animacy=Anim|Case=Ins|Gender=Masc|Number=Plur
188,",",",",PUNCT,punct,[163],[],
190,было,было,AUX,cop,"[201, 163]",[],Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
195,очень,очень,ADV,advmod,"[201, 163]",[],Degree=Pos
201,весело,весёлый,ADJ,conj,[163],"[190, 195]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
207,.,.,PUNCT,punct,[163],[],
209,Отдыхали,отдыхать,VERB,ROOT,[],"[221, 227, 251]",Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
218,10,10,NUM,nummod,"[221, 209]",[],
221,дней,день,NOUN,obl,[209],[218],Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur
225,",",",",PUNCT,punct,"[227, 209]",[],
227,ездили,ездить,VERB,conj,[209],"[225, 237, 246]",Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act
234,на,на,ADP,case,"[237, 227, 209]",[],
237,машине,машина,NOUN,obl,"[227, 209]",[234],Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing
244,в,в,ADP,case,"[246, 227, 209]",[],
246,Адлер,адлер,PROPN,obl,"[227, 209]",[244],Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing
251,.,.,PUNCT,punct,[209],[],
253,Ещё,ещё,NOUN,nsubj,[265],[],Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
257,летом,лето,NOUN,obl,[265],[],Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing
263,я,я,PRON,nsubj,[265],[],Case=Nom|Number=Sing|Person=First
265,сдала,сдать,VERB,ROOT,[],"[253, 257, 263, 274, 281, 300, 301]",Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
271,на,на,ADP,case,"[274, 265]",[],
274,права,право,NOUN,obl,[265],[271],Animacy=Inan|Case=Acc|Gender=Neut|Number=Plur
279,",",",",PUNCT,punct,"[281, 265]",[],
281,умею,уметь,VERB,conj,[265],"[279, 286, 293]",Aspect=Imp|Mood=Ind|Number=Sing|Person=First|Tense=Pres|VerbForm=Fin|Voice=Act
286,теперь,теперь,ADV,advmod,"[281, 265]",[],Degree=Pos
293,водить=,водить=,ADV,advmod,"[281, 265]",[],Degree=Pos
300,),),PUNCT,punct,[265],[],
301,.,.,PUNCT,punct,[265],[],
303,Папа,папа,NOUN,nsubj,[315],[],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
308,иногда,иногда,ADV,advmod,[315],[],Degree=Pos
315,даёт,давать,VERB,ROOT,[],"[303, 308, 329, 340, 345]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Act
320,на,на,ADP,case,"[329, 315]",[],
323,своей,свой,DET,det,"[329, 315]",[],Case=Loc|Gender=Fem|Number=Sing
329,ездить,ездить,VERB,xcomp,[315],"[320, 323]",Aspect=Imp|VerbForm=Inf|Voice=Act
335,",",",",PUNCT,punct,"[340, 315]",[],
337,но,но,CCONJ,cc,"[340, 315]",[],
340,редко,редко,ADV,conj,[315],"[335, 337]",Degree=Pos
345,.,.,PUNCT,punct,[315],[],
347,Сейчас,сейчас,ADV,advmod,[354],[],Degree=Pos
