,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Привет,привет,NOUN,advcl,[18],[7],Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing
7,друг,друг,NOUN,nsubj,"[0, 18]",[12],Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing
12,мой,мой,DET,det,"[7, 0, 18]",[],Case=Nom|Gender=Masc|Number=Sing
16,я,я,PRON,nsubj,[18],[],Case=Nom|Number=Sing|Person=First
18,соскучился,соскучиться,VERB,ROOT,[],"[0, 16, 32, 49, 77, 95, 110, 141]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid
29,по,по,ADP,case,"[32, 18]",[],
32,тебе,ты,PRON,obl,[18],[29],Case=Dat|Number=Sing|Person=Second
36,",",",",PUNCT,punct,"[49, 18]",[],
38,у,у,ADP,case,"[40, 49, 18]",[],
40,меня,я,PRON,obl,"[49, 18]",[38],Case=Gen|Number=Sing|Person=First
45,все,все,PRON,nsubj,"[49, 18]",[],Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
49,хорошо,хороший,ADJ,conj,[18],"[36, 40, 45]",Degree=Pos|Gender=Neut|Number=Sing|StyleVariant=Short
55,",",",",PUNCT,punct,"[77, 18]",[],
57,я,я,PRON,nsubj,"[77, 18]",[],Case=Nom|Number=Sing|Person=First
59,в,в,ADP,case,"[71, 77, 18]",[],
61,последнее,последний,ADJ,amod,"[71, 77, 18]",[],Animacy=Inan|Case=Acc|Degree=Pos|Gender=Neut|Number=Sing
71,время,время,NOUN,obl,"[77, 18]","[59, 61]",Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing
77,работал,работать,VERB,conj,[18],"[55, 57, 71, 87]",Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
85,с,с,ADP,case,"[87, 77, 18]",[],
87,папой,папа,NOUN,obl,"[77, 18]",[85],Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing
93,и,и,CCONJ,cc,"[95, 18]",[],
95,купил,купить,VERB,conj,[18],"[93, 101]",Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act
