,Word,Lemma,POS,Dep-type,Ancestors,Dependants,Morph
0,Встреча,встреча,NOUN,ROOT,[],"[8, 24]",Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
8,матери,мать,NOUN,nmod,[0],[17],Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing
15,с,с,ADP,case,"[17, 8, 0]",[],
17,дочерью,дочь,NOUN,nmod,"[8, 0]",[15],Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing
24,.,.,PUNCT,punct,[0],[],
26,Мама,мама,NOUN,nsubj,[31],[],Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing
31,рада,рад,ADJ,ROOT,[],"[26, 36, 52]",Degree=Pos|Gender=Fem|Number=Sing|StyleVariant=Short
36,видеть,видеть,VERB,xcomp,[31],[48],Aspect=Imp|VerbForm=Inf|Voice=Act
43,свою,свой,DET,det,"[48, 36, 31]",[],Case=Acc|Gender=Fem|Number=Sing
48,дочь,дочь,NOUN,obj,"[36, 31]",[43],Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing
52,.,.,PUNCT,punct,[31],[],
54,В,в,ADP,case,"[59, 66]",[],
56,ее,её,DET,det,"[59, 66]",[],
59,глазах,глаз,NOUN,obl,[66],"[54, 56]",Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur
66,видны,видный,ADJ,ROOT,[],"[59, 72, 123]",Degree=Pos|Number=Plur|StyleVariant=Short
72,любовь,любовь,NOUN,nsubj,[66],[81],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
79,и,и,CCONJ,cc,"[81, 72, 66]",[],
81,спокойствие,спокойствие,NOUN,conj,"[72, 66]","[79, 102]",Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing
92,",",",",PUNCT,punct,"[102, 81, 72, 66]",[],
94,что,что,SCONJ,mark,"[102, 81, 72, 66]",[],
98,она,она,PRON,nsubj,"[102, 81, 72, 66]",[],Case=Nom|Gender=Fem|Number=Sing|Person=Third
102,гордится,гордиться,VERB,acl,"[81, 72, 66]","[92, 94, 98, 117]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Mid
111,своей,свой,DET,det,"[117, 102, 81, 72, 66]",[],Case=Ins|Gender=Fem|Number=Sing
117,дочкой,дочка,NOUN,obl,"[102, 81, 72, 66]",[111],Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing
123,.,.,PUNCT,punct,[66],[],
125,На,на,ADP,case,"[128, 133]",[],
128,лице,лицо,NOUN,obl,[133],[125],Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing
133,проглядывается,проглядываться,VERB,ROOT,[],"[128, 148, 154]",Aspect=Imp|Mood=Ind|Number=Sing|Person=Third|Tense=Pres|VerbForm=Fin|Voice=Pass
148,улыбка,улыбка,NOUN,nsubj:pass,[133],[],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
154,.,.,PUNCT,punct,[133],[],
156,Голова,голова,NOUN,nsubj:pass,[163],[],Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing
